beta
-1.26062
-0.359502
-0.936755
0.3028
-1.12047
0.0332145
0.546155
1.07746
0.81977
0.0231452
0.5611
-1.09611
0.382941
0.187631
-1.15892
0.949359
-1.27794
-0.373197
-0.625476
0.612967
-1.08889
0.0159575
0.0935471
1.16129
1.49508
-1.49589
-0.956638
0.171857
-0.0465668
-1.02047
0.0832423
-0.76787
0.675107
-0.875812
-0.310121
-0.0558636
-0.239559
0.246373
0.809074
-1.02651
0.675492
-0.853535
1.40692
-0.111959
-0.112319
-1.1505
-0.4699
-0.54845
1.22224
-1.007
-0.194493
-0.0925857
-0.345273
-0.475023
-0.474788
0.178289
-0.0413605
-0.212428
-0.584365
0.539686
-1.91916
0.712188
-0.569533
-1.8869
1.7551
-0.472686
-0.624608
-0.486712
0.562997
-0.0310615
-0.256124
0.306723
0.0832526
1.29168
-1.46884
-0.10755
-0.256659
-0.0648734
-0.538937
0.968769
-1.70097
-1.27851
0.58286
1.77199
-1.90254
0.222163
0.0481582
1.3089
-1.56374
0.442463
-0.683787
-0.0316847
-0.040877
-0.460892
0.427398
0.690745
0.18296
0.285584
-0.243683
0.0773609
-0.484127
-0.261982
-1.18829
1.32722
-1.25099
-0.234164
-0.462021
0.261693
0.450608
-0.418811
0.145779
-1.3459
-1.88583
0.837038
-1.01507
-0.406301
-0.593021
-0.0808888
0.0841241
0.916432
0.338398
0.0970017
-0.00142987
0.905554
-1.96047
1.87516
0.242013
-0.492471
0.506615
0.180691
-0.458648
-0.650271
-0.171277
-0.758528
0.212644
-0.423926
0.135368
-0.350908
-1.3223
0.846564
-0.387383
0.596641
-1.2317
0.213342
-1.11407
-0.835166
-0.108941
0.458354
-0.376139
0.433345
0.0308999
0.146742
-0.407226
-0.96678
-0.0525593
0.156477
-0.223562
-0.435718
-0.047293
-0.526664
0.0598856
-0.372852
-0.83363
0.788358
-1.08249
-0.228503
0.505673
0.192139
-0.414325
-0.410764
-0.607956
-0.411678
-0.0766394
-0.796004
-0.651961
-0.922262
0.0191847
-0.520274
-0.182643
-0.721246
-0.716056
-0.646019
0.668321
-1.70008
-1.43528
-0.845231
0.0158076
-0.0769559
-0.631508
-0.17461
0.615506
-0.603733
-1.1612
-1.24528
1.72303
-0.851067
0.0822302
-0.888155
0.562036
0.582337
0.937536
0.700117
-1.48474
1.1233
0.548818
0.902712
0.824444
-0.223825
-0.362527
-0.451004
-0.435303
-1.16336
0.347879
-0.828343
-0.488012
0.575215
-1.17531
0.804931
1.05492
0.304887
-1.91808
-0.661095
0.00647362
0.731291
-1.68467
-1.32521
-1.59284
-1.88656
0.915201
0.714835
-1.81512
0.435258
-0.705178
0.548055
-0.429536
0.430852
0.504358
-0.39273
-0.597232
-0.17075
-0.614083
0.302308
0.232094
0.879344
-1.48238
-1.77261
-1.14583
-1.74206
0.849756
-1.05345
-0.912069
-0.194428
0.0106313
0.779445
-2.02659
1.16765
-0.897332
-0.0375194
-0.331158
-0.378123
0.032642
-0.535903
0.0370642
-0.503466
-0.024498
-0.669736
0.530961
0.517779
-0.0224122
1.07507
-0.264642
-0.772109
-0.0239332
-0.671146
-0.342723
-0.209661
-0.51267
0.0347654
0.739185
-0.402365
0.257891
-0.856648
0.167254
0.414169
0.896941
1.60305
-1.90724
0.893728
1.23613
-1.06094
-0.914053
-0.0896607
-0.250375
0.383172
-1.04425
0.280809
-0.0409231
-1.12118
-1.51313
-0.0338386
-0.33519
-0.440925
0.592962
-0.0691486
-1.01566
-0.574076
0.356631
-0.229158
-0.549087
-0.125337
0.52949
-1.03364
0.927062
-0.817897
-0.358084
-0.164824
-2.47296
-0.199027
-0.342133
0.700829
-0.975953
-0.168679
-1.12846
-0.22771
-1.22424
1.16235
1.03979
-1.06431
-0.224601
-1.06718
