lag_days
4.21023
6.19687
0.252497
0.642832
0.22556
14.685
0.273823
0.951596
1.98404
3.6355
4.9086
0.825813
0.396189
4.60042
3.85328
0.692271
5.25483
0.93245
0.23282
7.35814
1.7628
2.3419
1.44444
2.01444
0.884045
6.27957
3.54087
2.41528
2.69478
0.664812
8.16103
0.250148
6.65303
2.01381
1.22688
2.45828
3.81303
0.222236
0.651016
2.53399
2.10453
3.10907
2.08585
0.863895
1.23718
3.70197
3.1967
2.86392
1.75386
1.39703
6.42753
1.35436
0.290467
11.4516
9.69516
0.211756
0.505352
9.20807
0.239888
14.2725
0.064024
5.00418
0.213917
0.0539706
0.635122
0.548768
0.751517
1.03943
7.90742
1.82314
3.3589
3.36957
0.379009
12.2386
0.210153
2.08979
2.29867
4.1373
5.85727
1.45015
4.89115
2.17821
1.44002
0.677305
0.0803593
7.16849
0.817736
0.344837
4.36451
1.66431
4.82731
1.49967
11.3291
0.243539
1.90955
3.3935
2.60154
3.30653
0.0375139
17.8593
0.0478043
8.40141
0.756904
3.14576
2.54035
3.28597
3.78417
1.02666
8.46475
0.644956
1.01179
0.622927
0.50287
0.0510004
0.409409
8.19093
3.38597
4.97781
1.78126
0.108511
0.0759556
0.185875
0.876048
3.38621
5.13912
0.309469
0.306482
0.196089
13.4267
5.05081
4.98559
5.75194
1.0092
5.33093
1.56921
4.44033
1.69542
1.59008
5.23744
1.54061
1.56339
1.41923
5.11084
0.915516
6.76896
0.636661
7.85326
0.690071
7.94603
0.70547
1.53122
2.23945
0.870944
2.64163
0.101204
17.8361
8.54508
0.785992
1.47634
4.84888
1.25882
3.45339
3.21181
2.81631
4.34375
1.96746
0.75503
0.469149
9.20387
0.83889
0.257978
1.21088
2.03501
0.974429
7.64095
3.7927
2.25685
1.05231
8.45021
3.43601
3.31118
0.233114
1.8697
2.57801
3.13322
3.91746
2.41537
12.3545
0.0951191
8.33631
1.58724
5.06554
1.47448
5.27894
0.0221561
1.35182
1.70306
3.5845
2.11508
2.81348
2.07215
1.93071
0.227559
11.8525
0.727688
0.952263
1.05785
4.08239
3.60593
0.29775
0.439614
1.60043
3.54045
0.516106
8.22061
0.288903
0.700933
4.36627
4.05709
4.99564
1.62037
6.2357
0.424857
0.0633334
2.3933
0.764646
0.704872
15.8936
0.0485231
0.143707
7.89389
0.764768
6.14321
1.30443
1.31061
1.70086
0.839725
7.85583
