,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"eta_inducing_raw[13, 0]",0.499,0.952,-1.305,2.234,0.017,0.023,2991.587,1457.126,1.006
"eta_inducing_raw[13, 1]",-0.146,1.019,-2.034,1.806,0.019,0.027,2918.735,1040.81,1.001
"eta_inducing_raw[14, 0]",0.517,1.015,-1.294,2.61,0.021,0.026,2248.293,1022.539,1.002
"eta_inducing_raw[14, 1]",-0.159,0.951,-1.96,1.665,0.026,0.026,1348.439,558.238,1.002
"eta_inducing_raw[15, 0]",0.5,0.963,-1.26,2.367,0.022,0.027,1921.265,1240.802,1.001
"eta_inducing_raw[15, 1]",-0.161,0.973,-1.949,1.713,0.019,0.027,2779.273,1330.31,1.005
"eta_inducing_raw[16, 0]",0.489,0.96,-1.143,2.391,0.018,0.025,2858.592,1236.016,1.003
"eta_inducing_raw[16, 1]",-0.181,0.957,-1.921,1.626,0.018,0.021,2698.707,1470.38,1.004
"eta_inducing_raw[17, 0]",0.446,0.963,-1.463,2.184,0.017,0.025,3092.418,1487.894,1.004
"eta_inducing_raw[17, 1]",-0.143,0.998,-2.11,1.689,0.018,0.026,2917.213,1294.815,1.0
"eta_inducing_raw[18, 0]",0.408,0.923,-1.437,1.995,0.021,0.022,1886.269,1386.946,1.003
"eta_inducing_raw[18, 1]",-0.166,0.943,-1.846,1.598,0.017,0.021,3211.963,1607.692,1.004
"eta_inducing_raw[19, 0]",0.337,0.916,-1.37,2.056,0.018,0.023,2708.514,1358.949,1.0
"eta_inducing_raw[19, 1]",-0.18,0.984,-1.929,1.698,0.018,0.023,2988.365,1570.355,1.001
"eta_inducing_raw[20, 0]",0.29,0.965,-1.514,2.113,0.021,0.026,2047.274,851.338,1.003
"eta_inducing_raw[20, 1]",-0.186,0.979,-1.983,1.8,0.025,0.03,1522.037,506.723,1.008
"eta_inducing_raw[21, 0]",0.249,0.927,-1.549,1.824,0.019,0.021,2386.8,1484.605,1.002
"eta_inducing_raw[21, 1]",-0.116,0.939,-1.916,1.541,0.018,0.026,2668.553,1044.762,1.002
"eta_inducing_raw[22, 0]",0.179,0.965,-1.542,1.987,0.019,0.023,2503.184,1381.412,1.001
"eta_inducing_raw[22, 1]",-0.162,0.99,-2.095,1.555,0.02,0.03,2470.215,908.621,1.012
"eta_inducing_raw[23, 0]",0.092,0.988,-1.74,1.896,0.02,0.029,2527.086,1404.781,1.002
"eta_inducing_raw[23, 1]",-0.136,0.964,-1.854,1.68,0.02,0.023,2261.223,1464.142,1.0
"eta_inducing_raw[24, 0]",0.03,0.964,-1.751,1.808,0.018,0.022,2880.677,1491.428,1.004
"eta_inducing_raw[24, 1]",-0.136,0.994,-1.951,1.818,0.02,0.028,2389.039,1140.166,1.002
"eta_inducing_raw[25, 0]",-0.048,0.947,-1.832,1.73,0.019,0.021,2484.058,1668.423,1.003
"eta_inducing_raw[25, 1]",-0.151,0.975,-1.952,1.733,0.018,0.03,2858.072,1078.18,1.003
"eta_inducing_raw[26, 0]",-0.116,0.928,-1.936,1.514,0.019,0.024,2388.197,1308.355,1.001
"eta_inducing_raw[26, 1]",-0.148,0.975,-2.116,1.586,0.025,0.035,1576.006,485.544,1.006
"eta_inducing_raw[27, 0]",-0.144,0.971,-2.081,1.638,0.019,0.026,2593.182,973.745,1.002
"eta_inducing_raw[27, 1]",-0.131,1.01,-2.052,1.749,0.019,0.027,2783.763,1128.479,1.002
"eta_inducing_raw[28, 0]",-0.182,0.921,-1.972,1.47,0.018,0.027,2519.487,876.125,1.005
"eta_inducing_raw[28, 1]",-0.136,0.96,-1.824,1.719,0.018,0.026,2755.988,1208.719,1.003
"eta_inducing_raw[29, 0]",-0.12,0.927,-1.962,1.514,0.018,0.021,2525.434,1141.066,1.003
"eta_inducing_raw[29, 1]",-0.138,0.95,-2.025,1.548,0.022,0.025,1904.078,556.155,1.007
"eta_inducing_raw[30, 0]",-0.091,0.921,-1.724,1.686,0.02,0.022,2208.762,1408.4,1.004
"eta_inducing_raw[30, 1]",-0.106,0.973,-1.925,1.727,0.016,0.025,3488.182,1345.328,1.002
"eta_inducing_raw[31, 0]",0.0,0.945,-1.766,1.749,0.02,0.021,2288.681,1471.715,1.002
"eta_inducing_raw[31, 1]",-0.12,1.018,-2.005,1.635,0.019,0.027,2853.985,1246.228,1.001
"eta_inducing_raw[32, 0]",0.067,0.984,-1.692,2.036,0.02,0.028,2521.834,865.117,1.003
"eta_inducing_raw[32, 1]",-0.103,0.968,-1.914,1.709,0.019,0.022,2677.153,1534.538,1.002
"eta_inducing_raw[33, 0]",0.192,0.967,-1.54,2.147,0.024,0.03,1663.333,428.376,1.002
"eta_inducing_raw[33, 1]",-0.109,0.964,-1.799,1.78,0.022,0.027,1907.864,1214.656,1.007
"eta_inducing_raw[34, 0]",0.254,0.989,-1.536,2.102,0.02,0.028,2372.663,1234.071,1.0
"eta_inducing_raw[34, 1]",-0.083,0.97,-1.961,1.672,0.019,0.023,2694.886,903.069,1.001
"eta_inducing_raw[35, 0]",0.321,0.945,-1.409,2.142,0.018,0.024,2827.123,1365.133,1.006
"eta_inducing_raw[35, 1]",-0.08,0.985,-1.839,1.801,0.019,0.023,2847.402,1406.702,1.005
"eta_inducing_raw[36, 0]",0.401,0.972,-1.253,2.41,0.016,0.024,3803.991,1287.308,1.001
"eta_inducing_raw[36, 1]",-0.098,0.984,-1.878,1.748,0.021,0.025,2199.051,1167.356,1.003
"eta_inducing_raw[37, 0]",0.416,0.961,-1.328,2.336,0.018,0.024,2809.46,1182.572,1.002
"eta_inducing_raw[37, 1]",-0.065,1.005,-1.796,1.88,0.023,0.025,1783.474,862.075,1.004
"eta_inducing_raw[38, 0]",0.396,0.956,-1.368,2.189,0.02,0.026,2368.966,913.319,1.004
"eta_inducing_raw[38, 1]",-0.062,0.94,-1.793,1.629,0.017,0.021,3266.225,1755.371,1.0
"eta_inducing_raw[39, 0]",0.414,0.958,-1.273,2.279,0.019,0.024,2468.423,1313.326,1.006
"eta_inducing_raw[39, 1]",-0.073,0.999,-2.011,1.694,0.018,0.028,3167.619,1390.693,1.0
"eta_inducing_raw[40, 0]",0.336,0.947,-1.41,2.111,0.019,0.022,2561.326,1281.975,1.0
"eta_inducing_raw[40, 1]",-0.069,1.004,-1.842,1.827,0.02,0.026,2626.18,1119.799,1.003
"eta_inducing_raw[41, 0]",0.33,0.934,-1.489,1.972,0.016,0.024,3408.459,1563.938,1.002
"eta_inducing_raw[41, 1]",-0.067,0.98,-1.855,1.765,0.017,0.029,3335.804,1315.298,1.006
"eta_inducing_raw[42, 0]",0.276,0.947,-1.53,2.056,0.018,0.028,2626.256,933.443,1.001
"eta_inducing_raw[42, 1]",-0.073,1.005,-1.986,1.613,0.022,0.026,2008.279,875.107,1.005
"eta_inducing_raw[43, 0]",0.202,0.952,-1.669,1.839,0.02,0.027,2265.427,759.35,1.01
"eta_inducing_raw[43, 1]",-0.06,1.012,-1.923,1.861,0.018,0.026,3090.173,1260.609,1.003
"eta_inducing_raw[44, 0]",0.12,0.961,-1.651,1.885,0.018,0.022,2915.63,1289.318,1.002
"eta_inducing_raw[44, 1]",-0.097,0.987,-1.913,1.713,0.022,0.021,2121.948,1141.484,1.0
"eta_inducing_raw[45, 0]",0.132,0.994,-1.587,2.16,0.016,0.027,3991.521,1481.338,1.001
"eta_inducing_raw[45, 1]",-0.032,0.986,-1.912,1.753,0.017,0.027,3202.109,1126.287,1.006
"eta_inducing_raw[46, 0]",0.085,0.979,-1.738,1.918,0.025,0.025,1554.341,925.969,1.003
"eta_inducing_raw[46, 1]",-0.068,0.96,-1.797,1.778,0.017,0.027,3218.613,1263.198,1.003
"eta_inducing_raw[47, 0]",0.091,1.025,-1.75,2.029,0.019,0.026,3035.367,1403.741,1.005
"eta_inducing_raw[47, 1]",-0.042,1.019,-2.014,1.748,0.024,0.029,1775.248,1047.355,1.005
"eta_inducing_raw[48, 0]",0.035,0.963,-1.823,1.816,0.019,0.023,2697.175,1520.062,1.003
"eta_inducing_raw[48, 1]",0.005,0.999,-1.92,1.79,0.021,0.023,2244.993,1441.037,1.0
"eta_inducing_raw[49, 0]",0.027,1.034,-1.91,1.913,0.022,0.025,2236.156,1239.256,1.007
"eta_inducing_raw[49, 1]",-0.036,1.012,-1.993,1.843,0.018,0.027,3343.902,1162.274,1.004
"eta_inducing[0, 0]",-1.666,0.488,-2.588,-0.784,0.012,0.013,1684.518,1323.277,1.001
"eta_inducing[0, 1]",-1.175,0.511,-2.118,-0.365,0.017,0.011,784.152,466.664,1.005
"eta_inducing[1, 0]",-0.53,0.726,-1.874,0.825,0.017,0.019,1871.003,1254.855,1.001
"eta_inducing[1, 1]",-0.134,0.761,-1.55,1.253,0.017,0.02,1991.456,1397.792,1.002
"eta_inducing[2, 0]",-0.652,0.966,-2.39,1.215,0.021,0.025,2093.899,1203.752,1.001
"eta_inducing[2, 1]",-0.085,0.902,-1.8,1.532,0.02,0.022,2145.903,1401.896,1.004
"eta_inducing[3, 0]",-0.73,0.945,-2.509,0.92,0.018,0.026,2666.769,1468.791,1.0
"eta_inducing[3, 1]",-0.112,0.978,-1.849,1.843,0.022,0.026,2035.672,1158.525,1.002
"eta_inducing[4, 0]",-0.655,0.944,-2.539,0.988,0.019,0.027,2422.355,1092.104,1.001
"eta_inducing[4, 1]",-0.069,1.014,-2.105,1.685,0.021,0.024,2334.271,1409.307,1.006
"eta_inducing[5, 0]",-0.522,0.963,-2.262,1.364,0.018,0.024,2857.751,1356.21,1.005
"eta_inducing[5, 1]",-0.088,0.999,-1.896,1.906,0.018,0.027,3093.505,1292.843,1.002
"eta_inducing[6, 0]",-0.416,0.942,-2.19,1.309,0.02,0.022,2319.656,1381.051,1.001
"eta_inducing[6, 1]",-0.109,0.938,-1.864,1.679,0.016,0.023,3362.265,1596.204,1.003
"eta_inducing[7, 0]",-0.27,0.963,-2.041,1.57,0.024,0.029,1631.615,470.48,1.007
"eta_inducing[7, 1]",-0.083,0.963,-1.909,1.599,0.022,0.025,1903.096,1289.725,1.005
"eta_inducing[8, 0]",-0.1,0.989,-2.029,1.69,0.018,0.024,3038.445,1269.251,1.0
"eta_inducing[8, 1]",-0.142,0.94,-2.034,1.468,0.016,0.022,3571.985,1636.053,1.001
"eta_inducing[9, 0]",0.04,0.95,-1.804,1.812,0.018,0.028,2802.054,937.288,1.002
"eta_inducing[9, 1]",-0.126,0.96,-1.948,1.704,0.017,0.028,3086.469,1222.963,1.001
"eta_inducing[10, 0]",0.175,0.913,-1.556,1.91,0.019,0.024,2338.792,1016.376,1.003
"eta_inducing[10, 1]",-0.151,0.998,-2.021,1.779,0.02,0.029,2473.185,1147.527,1.008
"eta_inducing[11, 0]",0.353,0.91,-1.298,2.003,0.021,0.019,1906.663,1431.684,1.001
"eta_inducing[11, 1]",-0.149,0.983,-1.902,1.703,0.018,0.024,2866.212,1482.509,0.999
"eta_inducing[12, 0]",0.432,0.971,-1.501,2.145,0.017,0.024,3244.151,1442.22,1.001
"eta_inducing[12, 1]",-0.177,0.998,-2.001,1.852,0.018,0.028,2981.595,1153.891,1.002
"eta_inducing[13, 0]",0.499,0.952,-1.305,2.234,0.017,0.023,2991.587,1457.126,1.006
"eta_inducing[13, 1]",-0.146,1.019,-2.034,1.806,0.019,0.027,2918.735,1040.81,1.001
"eta_inducing[14, 0]",0.517,1.015,-1.294,2.61,0.021,0.026,2248.293,1022.539,1.002
"eta_inducing[14, 1]",-0.159,0.951,-1.96,1.665,0.026,0.026,1348.439,558.238,1.002
"eta_inducing[15, 0]",0.5,0.963,-1.26,2.367,0.022,0.027,1921.265,1240.802,1.001
"eta_inducing[15, 1]",-0.161,0.973,-1.949,1.713,0.019,0.027,2779.273,1330.31,1.005
"eta_inducing[16, 0]",0.489,0.96,-1.143,2.391,0.018,0.025,2858.592,1236.016,1.003
"eta_inducing[16, 1]",-0.181,0.957,-1.921,1.626,0.018,0.021,2698.707,1470.38,1.004
"eta_inducing[17, 0]",0.446,0.963,-1.463,2.184,0.017,0.025,3092.418,1487.894,1.004
"eta_inducing[17, 1]",-0.143,0.998,-2.11,1.689,0.018,0.026,2917.213,1294.815,1.0
"eta_inducing[18, 0]",0.408,0.923,-1.437,1.995,0.021,0.022,1886.269,1386.946,1.003
"eta_inducing[18, 1]",-0.166,0.943,-1.846,1.598,0.017,0.021,3211.963,1607.692,1.004
"eta_inducing[19, 0]",0.337,0.916,-1.37,2.056,0.018,0.023,2708.514,1358.949,1.0
"eta_inducing[19, 1]",-0.18,0.984,-1.929,1.698,0.018,0.023,2988.365,1570.355,1.001
"eta_inducing[20, 0]",0.29,0.965,-1.514,2.113,0.021,0.026,2047.274,851.338,1.003
"eta_inducing[20, 1]",-0.186,0.979,-1.983,1.8,0.025,0.03,1522.037,506.723,1.008
"eta_inducing[21, 0]",0.249,0.927,-1.549,1.824,0.019,0.021,2386.8,1484.605,1.002
"eta_inducing[21, 1]",-0.116,0.939,-1.916,1.541,0.018,0.026,2668.553,1044.762,1.002
"eta_inducing[22, 0]",0.179,0.965,-1.542,1.987,0.019,0.023,2503.184,1381.412,1.001
"eta_inducing[22, 1]",-0.162,0.99,-2.095,1.555,0.02,0.03,2470.215,908.621,1.012
"eta_inducing[23, 0]",0.092,0.988,-1.74,1.896,0.02,0.029,2527.086,1404.781,1.002
"eta_inducing[23, 1]",-0.136,0.964,-1.854,1.68,0.02,0.023,2261.223,1464.142,1.0
"eta_inducing[24, 0]",0.03,0.964,-1.751,1.808,0.018,0.022,2880.677,1491.428,1.004
"eta_inducing[24, 1]",-0.136,0.994,-1.951,1.818,0.02,0.028,2389.039,1140.166,1.002
"eta_inducing[25, 0]",-0.048,0.947,-1.832,1.73,0.019,0.021,2484.058,1668.423,1.003
"eta_inducing[25, 1]",-0.151,0.975,-1.952,1.733,0.018,0.03,2858.072,1078.18,1.003
"eta_inducing[26, 0]",-0.116,0.928,-1.936,1.514,0.019,0.024,2388.197,1308.355,1.001
"eta_inducing[26, 1]",-0.148,0.975,-2.116,1.586,0.025,0.035,1576.006,485.544,1.006
"eta_inducing[27, 0]",-0.144,0.971,-2.081,1.638,0.019,0.026,2593.182,973.745,1.002
"eta_inducing[27, 1]",-0.131,1.01,-2.052,1.749,0.019,0.027,2783.763,1128.479,1.002
"eta_inducing[28, 0]",-0.182,0.921,-1.972,1.47,0.018,0.027,2519.487,876.125,1.005
"eta_inducing[28, 1]",-0.136,0.96,-1.824,1.719,0.018,0.026,2755.988,1208.719,1.003
"eta_inducing[29, 0]",-0.12,0.927,-1.962,1.514,0.018,0.021,2525.434,1141.066,1.003
"eta_inducing[29, 1]",-0.138,0.95,-2.025,1.548,0.022,0.025,1904.078,556.155,1.007
"eta_inducing[30, 0]",-0.091,0.921,-1.724,1.686,0.02,0.022,2208.762,1408.4,1.004
"eta_inducing[30, 1]",-0.106,0.973,-1.925,1.727,0.016,0.025,3488.182,1345.328,1.002
"eta_inducing[31, 0]",0.0,0.945,-1.766,1.749,0.02,0.021,2288.681,1471.715,1.002
"eta_inducing[31, 1]",-0.12,1.018,-2.005,1.635,0.019,0.027,2853.985,1246.228,1.001
"eta_inducing[32, 0]",0.067,0.984,-1.692,2.036,0.02,0.028,2521.834,865.117,1.003
"eta_inducing[32, 1]",-0.103,0.968,-1.914,1.709,0.019,0.022,2677.153,1534.538,1.002
"eta_inducing[33, 0]",0.192,0.967,-1.54,2.147,0.024,0.03,1663.333,428.376,1.002
"eta_inducing[33, 1]",-0.109,0.964,-1.799,1.78,0.022,0.027,1907.864,1214.656,1.007
"eta_inducing[34, 0]",0.254,0.989,-1.536,2.102,0.02,0.028,2372.663,1234.071,1.0
"eta_inducing[34, 1]",-0.083,0.97,-1.961,1.672,0.019,0.023,2694.886,903.069,1.001
"eta_inducing[35, 0]",0.321,0.945,-1.409,2.142,0.018,0.024,2827.123,1365.133,1.006
"eta_inducing[35, 1]",-0.08,0.985,-1.839,1.801,0.019,0.023,2847.402,1406.702,1.005
"eta_inducing[36, 0]",0.401,0.972,-1.253,2.41,0.016,0.024,3803.991,1287.308,1.001
"eta_inducing[36, 1]",-0.098,0.984,-1.878,1.748,0.021,0.025,2199.051,1167.356,1.003
"eta_inducing[37, 0]",0.416,0.961,-1.328,2.336,0.018,0.024,2809.46,1182.572,1.002
"eta_inducing[37, 1]",-0.065,1.005,-1.796,1.88,0.023,0.025,1783.474,862.075,1.004
"eta_inducing[38, 0]",0.396,0.956,-1.368,2.189,0.02,0.026,2368.966,913.319,1.004
"eta_inducing[38, 1]",-0.062,0.94,-1.793,1.629,0.017,0.021,3266.225,1755.371,1.0
"eta_inducing[39, 0]",0.414,0.958,-1.273,2.279,0.019,0.024,2468.423,1313.326,1.006
"eta_inducing[39, 1]",-0.073,0.999,-2.011,1.694,0.018,0.028,3167.619,1390.693,1.0
"eta_inducing[40, 0]",0.336,0.947,-1.41,2.111,0.019,0.022,2561.326,1281.975,1.0
"eta_inducing[40, 1]",-0.069,1.004,-1.842,1.827,0.02,0.026,2626.18,1119.799,1.003
"eta_inducing[41, 0]",0.33,0.934,-1.489,1.972,0.016,0.024,3408.459,1563.938,1.002
"eta_inducing[41, 1]",-0.067,0.98,-1.855,1.765,0.017,0.029,3335.804,1315.298,1.006
"eta_inducing[42, 0]",0.276,0.947,-1.53,2.056,0.018,0.028,2626.256,933.443,1.001
"eta_inducing[42, 1]",-0.073,1.005,-1.986,1.613,0.022,0.026,2008.279,875.107,1.005
"eta_inducing[43, 0]",0.202,0.952,-1.669,1.839,0.02,0.027,2265.427,759.35,1.01
"eta_inducing[43, 1]",-0.06,1.012,-1.923,1.861,0.018,0.026,3090.173,1260.609,1.003
"eta_inducing[44, 0]",0.12,0.961,-1.651,1.885,0.018,0.022,2915.63,1289.318,1.002
"eta_inducing[44, 1]",-0.097,0.987,-1.913,1.713,0.022,0.021,2121.948,1141.484,1.0
"eta_inducing[45, 0]",0.132,0.994,-1.587,2.16,0.016,0.027,3991.521,1481.338,1.001
"eta_inducing[45, 1]",-0.032,0.986,-1.912,1.753,0.017,0.027,3202.109,1126.287,1.006
"eta_inducing[46, 0]",0.085,0.979,-1.738,1.918,0.025,0.025,1554.341,925.969,1.003
"eta_inducing[46, 1]",-0.068,0.96,-1.797,1.778,0.017,0.027,3218.613,1263.198,1.003
"eta_inducing[47, 0]",0.091,1.025,-1.75,2.029,0.019,0.026,3035.367,1403.741,1.005
"eta_inducing[47, 1]",-0.042,1.019,-2.014,1.748,0.024,0.029,1775.248,1047.355,1.005
"eta_inducing[48, 0]",0.035,0.963,-1.823,1.816,0.019,0.023,2697.175,1520.062,1.003
"eta_inducing[48, 1]",0.005,0.999,-1.92,1.79,0.021,0.023,2244.993,1441.037,1.0
"eta_inducing[49, 0]",0.027,1.034,-1.91,1.913,0.022,0.025,2236.156,1239.256,1.007
"eta_inducing[49, 1]",-0.036,1.012,-1.993,1.843,0.018,0.027,3343.902,1162.274,1.004
"K_uu_weight[0, 0]",0.966,0.446,0.31,1.786,0.012,0.014,1233.508,1594.311,1.002
"K_uu_weight[0, 1]",0.96,0.444,0.306,1.771,0.012,0.014,1233.95,1510.914,1.002
"K_uu_weight[0, 2]",0.944,0.439,0.285,1.73,0.012,0.014,1235.934,1225.717,1.002
"K_uu_weight[0, 3]",0.916,0.43,0.276,1.688,0.012,0.014,1235.897,1220.415,1.002
"K_uu_weight[0, 4]",0.879,0.418,0.263,1.621,0.012,0.013,1234.278,1081.18,1.002
"K_uu_weight[0, 5]",0.835,0.404,0.246,1.544,0.011,0.013,1232.922,1119.067,1.002
"K_uu_weight[0, 6]",0.783,0.388,0.224,1.469,0.011,0.013,1230.007,1256.318,1.002
"K_uu_weight[0, 7]",0.727,0.371,0.192,1.382,0.01,0.012,1227.283,1466.926,1.002
"K_uu_weight[0, 8]",0.668,0.352,0.168,1.29,0.01,0.012,1225.264,1458.636,1.002
"K_uu_weight[0, 9]",0.608,0.333,0.13,1.184,0.009,0.012,1221.992,1633.225,1.002
"K_uu_weight[0, 10]",0.548,0.313,0.116,1.109,0.009,0.011,1216.195,1661.69,1.002
"K_uu_weight[0, 11]",0.488,0.293,0.09,1.009,0.008,0.01,1207.047,1521.344,1.002
"K_uu_weight[0, 12]",0.432,0.272,0.076,0.931,0.007,0.01,1199.663,1445.008,1.002
"K_uu_weight[0, 13]",0.378,0.251,0.052,0.835,0.007,0.009,1184.307,1317.056,1.002
"K_uu_weight[0, 14]",0.329,0.231,0.016,0.72,0.006,0.009,1169.897,1299.019,1.002
"K_uu_weight[0, 15]",0.283,0.21,0.006,0.635,0.006,0.008,1154.971,1255.905,1.002
"K_uu_weight[0, 16]",0.242,0.19,0.005,0.563,0.005,0.007,1145.594,1267.228,1.002
"K_uu_weight[0, 17]",0.206,0.171,0.001,0.485,0.005,0.007,1136.039,1296.374,1.001
"K_uu_weight[0, 18]",0.173,0.152,0.001,0.426,0.004,0.006,1131.56,1302.002,1.001
"K_uu_weight[0, 19]",0.145,0.135,0.001,0.367,0.004,0.006,1126.901,1340.197,1.001
"K_uu_weight[0, 20]",0.12,0.119,0.0,0.318,0.003,0.005,1121.585,1341.014,1.001
"K_uu_weight[0, 21]",0.099,0.104,0.0,0.274,0.003,0.005,1118.374,1341.651,1.001
"K_uu_weight[0, 22]",0.081,0.09,0.0,0.233,0.002,0.004,1115.064,1342.28,1.001
"K_uu_weight[0, 23]",0.066,0.078,0.0,0.193,0.002,0.004,1115.012,1382.769,1.001
"K_uu_weight[0, 24]",0.054,0.067,0.0,0.162,0.002,0.003,1114.356,1382.769,1.001
"K_uu_weight[0, 25]",0.043,0.057,0.0,0.135,0.002,0.003,1113.7,1343.547,1.001
"K_uu_weight[0, 26]",0.035,0.048,0.0,0.109,0.001,0.003,1112.641,1343.547,1.001
"K_uu_weight[0, 27]",0.028,0.041,0.0,0.09,0.001,0.002,1110.112,1324.69,1.001
"K_uu_weight[0, 28]",0.022,0.034,0.0,0.073,0.001,0.002,1109.717,1324.365,1.001
"K_uu_weight[0, 29]",0.017,0.028,0.0,0.059,0.001,0.002,1110.381,1324.497,1.001
"K_uu_weight[0, 30]",0.014,0.024,0.0,0.047,0.001,0.002,1110.995,1334.257,1.001
"K_uu_weight[0, 31]",0.011,0.019,0.0,0.037,0.001,0.001,1112.643,1341.891,1.001
"K_uu_weight[0, 32]",0.008,0.016,0.0,0.03,0.0,0.001,1113.037,1287.785,1.001
"K_uu_weight[0, 33]",0.006,0.013,0.0,0.023,0.0,0.001,1113.173,1288.241,1.001
"K_uu_weight[0, 34]",0.005,0.011,0.0,0.018,0.0,0.001,1113.916,1254.089,1.001
"K_uu_weight[0, 35]",0.004,0.009,0.0,0.014,0.0,0.001,1112.274,1288.222,1.001
"K_uu_weight[0, 36]",0.003,0.007,0.0,0.011,0.0,0.001,1111.67,1288.222,1.001
"K_uu_weight[0, 37]",0.002,0.006,0.0,0.008,0.0,0.0,1111.354,1237.757,1.001
"K_uu_weight[0, 38]",0.002,0.004,0.0,0.007,0.0,0.0,1110.663,1288.503,1.001
"K_uu_weight[0, 39]",0.001,0.004,0.0,0.005,0.0,0.0,1110.487,1270.62,1.001
"K_uu_weight[0, 40]",0.001,0.003,0.0,0.004,0.0,0.0,1110.696,1270.62,1.001
"K_uu_weight[0, 41]",0.001,0.002,0.0,0.003,0.0,0.0,1113.426,1270.62,1.001
"K_uu_weight[0, 42]",0.001,0.002,0.0,0.002,0.0,0.0,1113.663,1270.62,1.001
"K_uu_weight[0, 43]",0.0,0.001,0.0,0.002,0.0,0.0,1113.427,1270.62,1.001
"K_uu_weight[0, 44]",0.0,0.001,0.0,0.001,0.0,0.0,1112.912,1270.62,1.001
"K_uu_weight[0, 45]",0.0,0.001,0.0,0.001,0.0,0.0,1112.629,1270.62,1.001
"K_uu_weight[0, 46]",0.0,0.001,0.0,0.001,0.0,0.0,1112.351,1270.62,1.001
