lag_days,beta_mean,beta_std,beta_ci_low,beta_ci_high,beta_orig_mean,beta_orig_std,beta_orig_ci_low,beta_orig_ci_high,waic,loo,n_eff_beta,rhat_beta,n_weight_obs,n_workout_obs
0.0,0.28450715643599994,0.8293807087610906,-1.36962575,1.8756989999999996,1.8399715646743233,5.36379098341987,-8.857676783299597,12.130565948222182,,,,,147,52
1.0,-0.26982705986899996,0.8129398055564657,-1.8780065,1.2290229999999995,-1.7450320890269706,5.257463976489632,-12.145489068043393,7.9483672771494085,,,,,147,52
2.0,-0.28490550727725,0.8191249435774458,-1.9821705,1.332465499999999,-1.842547788871443,5.297464650724867,-12.819141008696246,8.617353115548301,,,,,147,52
3.0,-0.27249427074000004,0.8023356132340217,-1.7761387499999999,1.2772257499999997,-1.7622815396949514,5.188884287373714,-11.4866874909396,8.260105268032097,,,,,147,52
7.0,-0.30749685358500006,0.8047364228360017,-1.940014,1.2448464999999986,-1.9886510902248518,5.20441086131012,-12.546505472079641,8.05070139913896,,,,,147,52
