lag_days,beta_mean,beta_std,beta_ci_low,beta_ci_high,beta_orig_mean,beta_orig_std,beta_orig_ci_low,beta_orig_ci_high,waic,loo,n_eff_beta,rhat_beta,n_weight_obs,n_workout_obs
0.0,0.2162572275975,0.9755208228135256,-1.70209975,2.1107639999999988,2.504792410537537,11.298938678028717,-19.714515825167847,24.447856408647358,,,,,147,83
1.0,-0.1990209282415,0.9334251951423681,-1.99007625,1.587027,-2.305153525436242,10.811367419121353,-23.049994410677566,18.381689384813466,,,,,147,83
2.0,-0.254276095905,0.9074147995188886,-2.0221329999999997,1.5132349999999983,-2.945144734720171,10.510102845092739,-23.421290690568593,17.526995908846022,,,,,147,83
3.0,-0.2340707144525,0.9167058909551855,-2.0360592499999997,1.57290425,-2.7111165513549693,10.617716614000205,-23.5825910350462,18.21811308538102,,,,,147,83
7.0,-0.202239065077,0.9117493152880399,-1.9047370000000001,1.6073487499999999,-2.342427492235791,10.560307235126503,-22.06155528151786,18.61706540315205,,,,,147,83
