,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"eta_inducing_raw[6, 0]",-0.394,0.914,-2.137,1.24,0.034,0.02,659.717,1476.407,1.012
"eta_inducing_raw[6, 1]",-0.078,0.92,-1.695,1.739,0.02,0.023,1979.549,1373.859,1.01
"eta_inducing_raw[7, 0]",-0.289,0.933,-1.982,1.487,0.023,0.022,1665.236,1514.436,1.008
"eta_inducing_raw[7, 1]",-0.125,0.93,-1.726,1.835,0.019,0.027,2299.334,1359.214,1.014
"eta_inducing_raw[8, 0]",-0.215,0.934,-1.96,1.451,0.049,0.02,414.57,1503.893,1.011
"eta_inducing_raw[8, 1]",-0.074,0.979,-1.856,1.747,0.022,0.022,2052.548,1533.484,1.007
"eta_inducing_raw[9, 0]",-0.011,0.954,-1.566,1.877,0.06,0.023,249.874,1258.056,1.017
"eta_inducing_raw[9, 1]",-0.177,0.971,-1.897,1.628,0.02,0.024,2359.674,1465.535,1.005
"eta_inducing_raw[10, 0]",0.145,0.954,-1.659,1.826,0.039,0.02,626.185,1505.137,1.009
"eta_inducing_raw[10, 1]",-0.092,0.962,-1.791,1.585,0.066,0.022,217.855,1447.443,1.017
"eta_inducing_raw[11, 0]",0.354,0.981,-1.386,2.233,0.058,0.02,321.48,1484.77,1.017
"eta_inducing_raw[11, 1]",-0.177,0.992,-1.988,1.609,0.076,0.025,182.147,1418.981,1.021
"eta_inducing_raw[12, 0]",0.532,1.052,-1.118,2.787,0.141,0.112,67.489,29.749,1.044
"eta_inducing_raw[12, 1]",-0.199,0.991,-2.12,1.568,0.034,0.023,945.74,1139.87,1.007
"eta_inducing_raw[13, 0]",0.563,1.017,-1.187,2.415,0.103,0.06,106.69,103.584,1.032
"eta_inducing_raw[13, 1]",-0.097,0.977,-2.102,1.53,0.023,0.022,1670.819,1671.98,1.01
"eta_inducing_raw[14, 0]",0.406,0.968,-1.38,2.232,0.042,0.023,490.076,1218.789,1.009
"eta_inducing_raw[14, 1]",-0.238,0.955,-1.948,1.518,0.025,0.026,1396.083,1271.848,1.004
"eta_inducing_raw[15, 0]",0.465,0.962,-1.506,2.149,0.028,0.024,1100.555,1381.91,1.011
"eta_inducing_raw[15, 1]",-0.212,0.955,-2.01,1.564,0.022,0.022,1864.253,1248.998,1.005
"eta_inducing_raw[16, 0]",0.55,0.931,-1.061,2.371,0.064,0.023,217.137,1209.779,1.02
"eta_inducing_raw[16, 1]",-0.113,0.987,-1.983,1.677,0.02,0.029,2429.065,944.65,1.029
"eta_inducing_raw[17, 0]",0.503,0.955,-1.056,2.437,0.058,0.02,329.901,1464.263,1.016
"eta_inducing_raw[17, 1]",-0.177,1.046,-1.969,1.87,0.051,0.025,476.574,1120.567,1.01
"eta_inducing_raw[18, 0]",0.34,0.937,-1.268,2.249,0.023,0.026,1641.464,970.975,1.005
"eta_inducing_raw[18, 1]",-0.149,0.935,-1.977,1.591,0.019,0.024,2362.232,1427.117,1.009
"eta_inducing_raw[19, 0]",0.316,0.948,-1.24,2.178,0.042,0.02,585.583,1539.548,1.01
"eta_inducing_raw[19, 1]",-0.067,1.075,-1.846,2.068,0.124,0.098,90.574,30.318,1.034
"eta_inducing_raw[20, 0]",0.21,1.032,-1.708,1.939,0.102,0.037,108.476,213.0,1.028
"eta_inducing_raw[20, 1]",-0.201,0.97,-1.988,1.688,0.019,0.022,2751.377,1356.385,1.001
"eta_inducing_raw[21, 0]",0.198,0.982,-1.435,2.034,0.101,0.044,106.698,790.898,1.029
"eta_inducing_raw[21, 1]",-0.117,0.973,-1.943,1.619,0.036,0.022,859.496,1112.863,1.007
"eta_inducing_raw[22, 0]",0.167,0.962,-1.662,1.971,0.024,0.024,1664.491,1294.26,1.007
"eta_inducing_raw[22, 1]",-0.015,1.12,-1.766,2.479,0.142,0.151,86.414,17.767,1.065
"eta_inducing_raw[23, 0]",0.111,0.971,-1.596,1.938,0.025,0.02,1560.22,1438.025,1.002
"eta_inducing_raw[23, 1]",-0.171,0.948,-2.005,1.572,0.018,0.028,2828.479,1290.679,1.019
"eta_inducing_raw[24, 0]",0.039,0.965,-1.731,1.905,0.022,0.024,1931.121,1343.197,1.011
"eta_inducing_raw[24, 1]",-0.092,0.935,-1.796,1.668,0.021,0.021,1992.518,1475.733,1.006
"eta_inducing_raw[25, 0]",-0.113,0.939,-1.772,1.711,0.024,0.024,1543.901,1083.741,1.004
"eta_inducing_raw[25, 1]",-0.229,0.944,-1.878,1.627,0.058,0.021,250.977,1413.955,1.019
"eta_inducing_raw[26, 0]",-0.065,0.897,-1.58,1.727,0.021,0.024,1818.131,1156.655,1.003
"eta_inducing_raw[26, 1]",-0.07,1.007,-2.028,1.662,0.057,0.022,336.996,1667.675,1.015
"eta_inducing_raw[27, 0]",-0.106,0.975,-1.854,1.718,0.025,0.025,1560.093,1494.608,1.005
"eta_inducing_raw[27, 1]",-0.221,1.021,-2.134,1.563,0.117,0.061,87.155,44.862,1.033
"eta_inducing_raw[28, 0]",-0.112,0.973,-1.887,1.627,0.067,0.024,233.999,1431.35,1.021
"eta_inducing_raw[28, 1]",-0.11,0.955,-1.979,1.572,0.02,0.025,2341.788,1519.842,1.006
"eta_inducing_raw[29, 0]",-0.167,0.881,-1.87,1.488,0.02,0.025,1882.858,1037.109,1.025
"eta_inducing_raw[29, 1]",-0.062,1.012,-1.95,1.743,0.022,0.031,2082.998,1289.468,1.003
"eta_inducing_raw[30, 0]",-0.115,0.884,-1.734,1.546,0.019,0.028,2082.759,1337.735,1.032
"eta_inducing_raw[30, 1]",-0.001,1.062,-1.76,2.016,0.143,0.077,60.234,26.945,1.046
"eta_inducing_raw[31, 0]",0.009,0.919,-1.741,1.696,0.023,0.023,1610.606,1119.232,1.008
"eta_inducing_raw[31, 1]",-0.129,0.959,-1.923,1.678,0.019,0.029,2408.395,1293.26,1.031
"eta_inducing_raw[32, 0]",-0.056,1.043,-2.419,1.492,0.128,0.153,78.78,13.007,1.058
"eta_inducing_raw[32, 1]",-0.061,0.996,-1.931,1.817,0.022,0.03,1976.334,835.376,1.025
"eta_inducing_raw[33, 0]",0.13,0.951,-1.457,1.892,0.044,0.021,650.285,1152.184,1.009
"eta_inducing_raw[33, 1]",-0.2,0.993,-2.122,1.418,0.11,0.063,99.243,51.808,1.03
"eta_inducing_raw[34, 0]",0.298,0.961,-1.585,1.921,0.054,0.022,300.663,1466.97,1.016
"eta_inducing_raw[34, 1]",-0.115,0.957,-1.915,1.633,0.021,0.024,1974.429,1443.995,1.01
"eta_inducing_raw[35, 0]",0.35,0.932,-1.419,2.21,0.021,0.025,1998.436,1192.687,1.014
"eta_inducing_raw[35, 1]",-0.199,1.06,-2.198,1.591,0.128,0.103,68.883,30.659,1.041
"eta_inducing_raw[36, 0]",0.339,0.931,-1.415,2.032,0.027,0.026,1171.852,1591.202,1.007
"eta_inducing_raw[36, 1]",0.016,1.022,-1.681,1.86,0.102,0.048,103.347,94.529,1.031
"eta_inducing_raw[37, 0]",0.464,0.968,-1.387,2.124,0.066,0.019,249.922,1293.241,1.022
"eta_inducing_raw[37, 1]",-0.157,1.0,-2.013,1.681,0.058,0.024,286.744,1426.016,1.014
"eta_inducing_raw[38, 0]",0.368,0.903,-1.29,2.192,0.017,0.023,2811.696,1240.502,1.018
"eta_inducing_raw[38, 1]",0.021,1.094,-1.907,2.07,0.118,0.058,105.374,195.538,1.029
"eta_inducing_raw[39, 0]",0.384,0.924,-1.252,2.224,0.022,0.022,1738.922,1508.422,1.002
"eta_inducing_raw[39, 1]",-0.075,0.959,-1.88,1.746,0.02,0.026,2396.688,951.749,1.035
"eta_inducing_raw[40, 0]",0.291,0.981,-1.365,2.321,0.033,0.022,966.041,1339.039,1.006
"eta_inducing_raw[40, 1]",-0.069,0.94,-1.737,1.719,0.019,0.023,2460.838,1560.763,1.022
"eta_inducing_raw[41, 0]",0.299,0.924,-1.357,2.152,0.018,0.029,2688.022,1251.003,1.034
"eta_inducing_raw[41, 1]",-0.078,0.966,-1.972,1.7,0.025,0.028,1349.396,1145.743,1.006
"eta_inducing_raw[42, 0]",0.245,0.905,-1.471,1.905,0.017,0.025,2883.205,1375.681,1.003
"eta_inducing_raw[42, 1]",-0.072,1.032,-1.946,1.917,0.027,0.032,1534.172,928.233,1.031
"eta_inducing_raw[43, 0]",0.223,0.981,-1.579,1.964,0.068,0.022,226.391,1190.373,1.018
"eta_inducing_raw[43, 1]",-0.104,0.989,-1.796,1.827,0.058,0.024,296.291,1124.809,1.016
"eta_inducing_raw[44, 0]",0.18,0.996,-1.575,2.219,0.022,0.035,2155.405,1080.639,1.053
"eta_inducing_raw[44, 1]",-0.051,0.976,-1.914,1.789,0.023,0.029,1766.06,1053.469,1.013
"eta_inducing_raw[45, 0]",0.132,0.952,-1.683,1.827,0.023,0.024,1790.571,1111.366,1.011
"eta_inducing_raw[45, 1]",-0.161,1.115,-2.552,1.54,0.138,0.129,87.226,17.524,1.042
"eta_inducing_raw[46, 0]",0.124,0.951,-1.715,1.874,0.018,0.029,2655.707,1408.271,1.025
"eta_inducing_raw[46, 1]",-0.047,0.973,-1.822,1.811,0.02,0.026,2339.653,1411.895,1.013
"eta_inducing_raw[47, 0]",0.073,0.989,-1.845,1.891,0.019,0.026,2558.459,1487.648,1.032
"eta_inducing_raw[47, 1]",-0.058,0.946,-1.809,1.678,0.02,0.023,2167.44,1522.604,1.028
"eta_inducing_raw[48, 0]",-0.001,1.025,-1.902,1.854,0.036,0.027,826.167,1110.573,1.008
"eta_inducing_raw[48, 1]",0.072,0.943,-1.593,1.899,0.067,0.022,221.475,1285.967,1.016
"eta_inducing_raw[49, 0]",0.084,0.969,-1.744,1.923,0.023,0.025,1841.524,1369.655,1.009
"eta_inducing_raw[49, 1]",-0.058,1.006,-1.959,1.783,0.021,0.026,2362.903,1470.413,1.015
"eta_inducing[0, 0]",-1.673,0.491,-2.668,-0.8,0.017,0.012,799.796,1200.163,1.007
"eta_inducing[0, 1]",-1.154,0.531,-2.101,-0.351,0.046,0.016,66.387,23.786,1.047
"eta_inducing[1, 0]",-0.564,0.714,-1.806,0.836,0.019,0.018,1367.283,1338.093,1.019
"eta_inducing[1, 1]",-0.162,0.75,-1.491,1.328,0.02,0.019,1431.619,1202.1,1.006
"eta_inducing[2, 0]",-0.597,0.973,-2.378,1.172,0.046,0.027,507.763,943.681,1.011
"eta_inducing[2, 1]",-0.084,0.846,-1.662,1.542,0.02,0.021,1864.221,1491.829,1.004
"eta_inducing[3, 0]",-0.801,0.937,-2.367,1.06,0.04,0.021,611.996,1061.436,1.008
"eta_inducing[3, 1]",-0.031,0.975,-1.768,1.738,0.086,0.027,146.875,935.868,1.024
"eta_inducing[4, 0]",-0.621,0.935,-2.342,1.183,0.025,0.024,1391.239,1448.743,1.003
"eta_inducing[4, 1]",-0.106,0.918,-1.776,1.648,0.022,0.021,1773.928,928.678,1.006
"eta_inducing[5, 0]",-0.476,1.004,-2.41,1.32,0.06,0.023,293.312,1405.897,1.016
"eta_inducing[5, 1]",-0.019,0.961,-1.947,1.695,0.03,0.024,992.835,1260.218,1.005
"eta_inducing[6, 0]",-0.394,0.914,-2.137,1.24,0.034,0.02,659.717,1476.407,1.012
"eta_inducing[6, 1]",-0.078,0.92,-1.695,1.739,0.02,0.023,1979.549,1373.859,1.01
"eta_inducing[7, 0]",-0.289,0.933,-1.982,1.487,0.023,0.022,1665.236,1514.436,1.008
"eta_inducing[7, 1]",-0.125,0.93,-1.726,1.835,0.019,0.027,2299.334,1359.214,1.014
"eta_inducing[8, 0]",-0.215,0.934,-1.96,1.451,0.049,0.02,414.57,1503.893,1.011
"eta_inducing[8, 1]",-0.074,0.979,-1.856,1.747,0.022,0.022,2052.548,1533.484,1.007
"eta_inducing[9, 0]",-0.011,0.954,-1.566,1.877,0.06,0.023,249.874,1258.056,1.017
"eta_inducing[9, 1]",-0.177,0.971,-1.897,1.628,0.02,0.024,2359.674,1465.535,1.005
"eta_inducing[10, 0]",0.145,0.954,-1.659,1.826,0.039,0.02,626.185,1505.137,1.009
"eta_inducing[10, 1]",-0.092,0.962,-1.791,1.585,0.066,0.022,217.855,1447.443,1.017
"eta_inducing[11, 0]",0.354,0.981,-1.386,2.233,0.058,0.02,321.48,1484.77,1.017
"eta_inducing[11, 1]",-0.177,0.992,-1.988,1.609,0.076,0.025,182.147,1418.981,1.021
"eta_inducing[12, 0]",0.532,1.052,-1.118,2.787,0.141,0.112,67.489,29.749,1.044
"eta_inducing[12, 1]",-0.199,0.991,-2.12,1.568,0.034,0.023,945.74,1139.87,1.007
"eta_inducing[13, 0]",0.563,1.017,-1.187,2.415,0.103,0.06,106.69,103.584,1.032
"eta_inducing[13, 1]",-0.097,0.977,-2.102,1.53,0.023,0.022,1670.819,1671.98,1.01
"eta_inducing[14, 0]",0.406,0.968,-1.38,2.232,0.042,0.023,490.076,1218.789,1.009
"eta_inducing[14, 1]",-0.238,0.955,-1.948,1.518,0.025,0.026,1396.083,1271.848,1.004
"eta_inducing[15, 0]",0.465,0.962,-1.506,2.149,0.028,0.024,1100.555,1381.91,1.011
"eta_inducing[15, 1]",-0.212,0.955,-2.01,1.564,0.022,0.022,1864.253,1248.998,1.005
"eta_inducing[16, 0]",0.55,0.931,-1.061,2.371,0.064,0.023,217.137,1209.779,1.02
"eta_inducing[16, 1]",-0.113,0.987,-1.983,1.677,0.02,0.029,2429.065,944.65,1.029
"eta_inducing[17, 0]",0.503,0.955,-1.056,2.437,0.058,0.02,329.901,1464.263,1.016
"eta_inducing[17, 1]",-0.177,1.046,-1.969,1.87,0.051,0.025,476.574,1120.567,1.01
"eta_inducing[18, 0]",0.34,0.937,-1.268,2.249,0.023,0.026,1641.464,970.975,1.005
"eta_inducing[18, 1]",-0.149,0.935,-1.977,1.591,0.019,0.024,2362.232,1427.117,1.009
"eta_inducing[19, 0]",0.316,0.948,-1.24,2.178,0.042,0.02,585.583,1539.548,1.01
"eta_inducing[19, 1]",-0.067,1.075,-1.846,2.068,0.124,0.098,90.574,30.318,1.034
"eta_inducing[20, 0]",0.21,1.032,-1.708,1.939,0.102,0.037,108.476,213.0,1.028
"eta_inducing[20, 1]",-0.201,0.97,-1.988,1.688,0.019,0.022,2751.377,1356.385,1.001
"eta_inducing[21, 0]",0.198,0.982,-1.435,2.034,0.101,0.044,106.698,790.898,1.029
"eta_inducing[21, 1]",-0.117,0.973,-1.943,1.619,0.036,0.022,859.496,1112.863,1.007
"eta_inducing[22, 0]",0.167,0.962,-1.662,1.971,0.024,0.024,1664.491,1294.26,1.007
"eta_inducing[22, 1]",-0.015,1.12,-1.766,2.479,0.142,0.151,86.414,17.767,1.065
"eta_inducing[23, 0]",0.111,0.971,-1.596,1.938,0.025,0.02,1560.22,1438.025,1.002
"eta_inducing[23, 1]",-0.171,0.948,-2.005,1.572,0.018,0.028,2828.479,1290.679,1.019
"eta_inducing[24, 0]",0.039,0.965,-1.731,1.905,0.022,0.024,1931.121,1343.197,1.011
"eta_inducing[24, 1]",-0.092,0.935,-1.796,1.668,0.021,0.021,1992.518,1475.733,1.006
"eta_inducing[25, 0]",-0.113,0.939,-1.772,1.711,0.024,0.024,1543.901,1083.741,1.004
"eta_inducing[25, 1]",-0.229,0.944,-1.878,1.627,0.058,0.021,250.977,1413.955,1.019
"eta_inducing[26, 0]",-0.065,0.897,-1.58,1.727,0.021,0.024,1818.131,1156.655,1.003
"eta_inducing[26, 1]",-0.07,1.007,-2.028,1.662,0.057,0.022,336.996,1667.675,1.015
"eta_inducing[27, 0]",-0.106,0.975,-1.854,1.718,0.025,0.025,1560.093,1494.608,1.005
"eta_inducing[27, 1]",-0.221,1.021,-2.134,1.563,0.117,0.061,87.155,44.862,1.033
"eta_inducing[28, 0]",-0.112,0.973,-1.887,1.627,0.067,0.024,233.999,1431.35,1.021
"eta_inducing[28, 1]",-0.11,0.955,-1.979,1.572,0.02,0.025,2341.788,1519.842,1.006
"eta_inducing[29, 0]",-0.167,0.881,-1.87,1.488,0.02,0.025,1882.858,1037.109,1.025
"eta_inducing[29, 1]",-0.062,1.012,-1.95,1.743,0.022,0.031,2082.998,1289.468,1.003
"eta_inducing[30, 0]",-0.115,0.884,-1.734,1.546,0.019,0.028,2082.759,1337.735,1.032
"eta_inducing[30, 1]",-0.001,1.062,-1.76,2.016,0.143,0.077,60.234,26.945,1.046
"eta_inducing[31, 0]",0.009,0.919,-1.741,1.696,0.023,0.023,1610.606,1119.232,1.008
"eta_inducing[31, 1]",-0.129,0.959,-1.923,1.678,0.019,0.029,2408.395,1293.26,1.031
"eta_inducing[32, 0]",-0.056,1.043,-2.419,1.492,0.128,0.153,78.78,13.007,1.058
"eta_inducing[32, 1]",-0.061,0.996,-1.931,1.817,0.022,0.03,1976.334,835.376,1.025
"eta_inducing[33, 0]",0.13,0.951,-1.457,1.892,0.044,0.021,650.285,1152.184,1.009
"eta_inducing[33, 1]",-0.2,0.993,-2.122,1.418,0.11,0.063,99.243,51.808,1.03
"eta_inducing[34, 0]",0.298,0.961,-1.585,1.921,0.054,0.022,300.663,1466.97,1.016
"eta_inducing[34, 1]",-0.115,0.957,-1.915,1.633,0.021,0.024,1974.429,1443.995,1.01
"eta_inducing[35, 0]",0.35,0.932,-1.419,2.21,0.021,0.025,1998.436,1192.687,1.014
"eta_inducing[35, 1]",-0.199,1.06,-2.198,1.591,0.128,0.103,68.883,30.659,1.041
"eta_inducing[36, 0]",0.339,0.931,-1.415,2.032,0.027,0.026,1171.852,1591.202,1.007
"eta_inducing[36, 1]",0.016,1.022,-1.681,1.86,0.102,0.048,103.347,94.529,1.031
"eta_inducing[37, 0]",0.464,0.968,-1.387,2.124,0.066,0.019,249.922,1293.241,1.022
"eta_inducing[37, 1]",-0.157,1.0,-2.013,1.681,0.058,0.024,286.744,1426.016,1.014
"eta_inducing[38, 0]",0.368,0.903,-1.29,2.192,0.017,0.023,2811.696,1240.502,1.018
"eta_inducing[38, 1]",0.021,1.094,-1.907,2.07,0.118,0.058,105.374,195.538,1.029
"eta_inducing[39, 0]",0.384,0.924,-1.252,2.224,0.022,0.022,1738.922,1508.422,1.002
"eta_inducing[39, 1]",-0.075,0.959,-1.88,1.746,0.02,0.026,2396.688,951.749,1.035
"eta_inducing[40, 0]",0.291,0.981,-1.365,2.321,0.033,0.022,966.041,1339.039,1.006
"eta_inducing[40, 1]",-0.069,0.94,-1.737,1.719,0.019,0.023,2460.838,1560.763,1.022
"eta_inducing[41, 0]",0.299,0.924,-1.357,2.152,0.018,0.029,2688.022,1251.003,1.034
"eta_inducing[41, 1]",-0.078,0.966,-1.972,1.7,0.025,0.028,1349.396,1145.743,1.006
"eta_inducing[42, 0]",0.245,0.905,-1.471,1.905,0.017,0.025,2883.205,1375.681,1.003
"eta_inducing[42, 1]",-0.072,1.032,-1.946,1.917,0.027,0.032,1534.172,928.233,1.031
"eta_inducing[43, 0]",0.223,0.981,-1.579,1.964,0.068,0.022,226.391,1190.373,1.018
"eta_inducing[43, 1]",-0.104,0.989,-1.796,1.827,0.058,0.024,296.291,1124.809,1.016
"eta_inducing[44, 0]",0.18,0.996,-1.575,2.219,0.022,0.035,2155.405,1080.639,1.053
"eta_inducing[44, 1]",-0.051,0.976,-1.914,1.789,0.023,0.029,1766.06,1053.469,1.013
"eta_inducing[45, 0]",0.132,0.952,-1.683,1.827,0.023,0.024,1790.571,1111.366,1.011
"eta_inducing[45, 1]",-0.161,1.115,-2.552,1.54,0.138,0.129,87.226,17.524,1.042
"eta_inducing[46, 0]",0.124,0.951,-1.715,1.874,0.018,0.029,2655.707,1408.271,1.025
"eta_inducing[46, 1]",-0.047,0.973,-1.822,1.811,0.02,0.026,2339.653,1411.895,1.013
"eta_inducing[47, 0]",0.073,0.989,-1.845,1.891,0.019,0.026,2558.459,1487.648,1.032
"eta_inducing[47, 1]",-0.058,0.946,-1.809,1.678,0.02,0.023,2167.44,1522.604,1.028
"eta_inducing[48, 0]",-0.001,1.025,-1.902,1.854,0.036,0.027,826.167,1110.573,1.008
"eta_inducing[48, 1]",0.072,0.943,-1.593,1.899,0.067,0.022,221.475,1285.967,1.016
"eta_inducing[49, 0]",0.084,0.969,-1.744,1.923,0.023,0.025,1841.524,1369.655,1.009
"eta_inducing[49, 1]",-0.058,1.006,-1.959,1.783,0.021,0.026,2362.903,1470.413,1.015
"K_uu_weight[0, 0]",0.983,0.446,0.327,1.742,0.017,0.015,569.196,1264.865,1.014
"K_uu_weight[0, 1]",0.977,0.445,0.325,1.734,0.017,0.015,565.421,1264.865,1.014
"K_uu_weight[0, 2]",0.96,0.439,0.317,1.715,0.016,0.015,556.616,1298.367,1.014
"K_uu_weight[0, 3]",0.932,0.431,0.308,1.685,0.016,0.015,541.757,1264.09,1.015
"K_uu_weight[0, 4]",0.895,0.419,0.291,1.627,0.016,0.015,524.571,1338.056,1.015
"K_uu_weight[0, 5]",0.85,0.406,0.227,1.517,0.016,0.014,486.693,1218.466,1.016
"K_uu_weight[0, 6]",0.798,0.39,0.19,1.427,0.016,0.014,449.399,1264.796,1.016
"K_uu_weight[0, 7]",0.741,0.373,0.188,1.356,0.015,0.013,419.451,1282.246,1.017
"K_uu_weight[0, 8]",0.681,0.355,0.173,1.273,0.015,0.013,393.975,1309.95,1.017
"K_uu_weight[0, 9]",0.62,0.336,0.139,1.17,0.014,0.012,366.45,1338.665,1.018
"K_uu_weight[0, 10]",0.559,0.316,0.105,1.069,0.014,0.012,351.744,1368.024,1.018
"K_uu_weight[0, 11]",0.499,0.296,0.078,0.979,0.014,0.011,343.847,1177.867,1.019
"K_uu_weight[0, 12]",0.441,0.275,0.068,0.902,0.013,0.011,324.278,1171.944,1.019
"K_uu_weight[0, 13]",0.387,0.254,0.023,0.78,0.012,0.01,304.878,1078.123,1.02
"K_uu_weight[0, 14]",0.336,0.233,0.015,0.698,0.011,0.009,291.157,1029.454,1.02
"K_uu_weight[0, 15]",0.29,0.212,0.009,0.624,0.01,0.009,288.039,1050.515,1.021
"K_uu_weight[0, 16]",0.248,0.191,0.004,0.544,0.009,0.008,283.89,1108.409,1.021
"K_uu_weight[0, 17]",0.21,0.172,0.0,0.472,0.008,0.007,290.347,1108.009,1.021
"K_uu_weight[0, 18]",0.177,0.153,0.001,0.41,0.007,0.007,301.255,1094.813,1.021
"K_uu_weight[0, 19]",0.148,0.135,0.0,0.353,0.006,0.006,309.613,1094.366,1.021
"K_uu_weight[0, 20]",0.123,0.119,0.0,0.303,0.005,0.006,318.228,966.881,1.021
"K_uu_weight[0, 21]",0.101,0.104,0.0,0.26,0.004,0.005,340.8,1012.189,1.021
"K_uu_weight[0, 22]",0.083,0.09,0.0,0.22,0.004,0.005,360.518,961.698,1.02
"K_uu_weight[0, 23]",0.067,0.078,0.0,0.184,0.003,0.004,380.555,988.467,1.02
"K_uu_weight[0, 24]",0.055,0.067,0.0,0.151,0.002,0.004,396.299,988.639,1.02
"K_uu_weight[0, 25]",0.044,0.057,0.0,0.124,0.002,0.003,406.612,993.802,1.02
"K_uu_weight[0, 26]",0.035,0.048,0.0,0.103,0.002,0.003,417.289,994.765,1.019
"K_uu_weight[0, 27]",0.028,0.04,0.0,0.084,0.001,0.003,426.341,994.765,1.019
"K_uu_weight[0, 28]",0.022,0.034,0.0,0.068,0.001,0.002,431.771,1008.919,1.019
"K_uu_weight[0, 29]",0.017,0.028,0.0,0.054,0.001,0.002,440.096,1008.919,1.019
"K_uu_weight[0, 30]",0.014,0.023,0.0,0.043,0.001,0.002,444.707,1003.599,1.018
"K_uu_weight[0, 31]",0.011,0.019,0.0,0.034,0.001,0.002,451.467,1008.81,1.018
"K_uu_weight[0, 32]",0.008,0.016,0.0,0.027,0.0,0.001,456.197,1008.81,1.018
"K_uu_weight[0, 33]",0.006,0.013,0.0,0.021,0.0,0.001,458.47,1019.841,1.018
"K_uu_weight[0, 34]",0.005,0.011,0.0,0.017,0.0,0.001,461.778,1019.841,1.018
"K_uu_weight[0, 35]",0.004,0.009,0.0,0.013,0.0,0.001,464.435,1019.841,1.018
"K_uu_weight[0, 36]",0.003,0.007,0.0,0.01,0.0,0.001,465.891,1033.809,1.018
"K_uu_weight[0, 37]",0.002,0.006,0.0,0.007,0.0,0.001,468.029,1033.809,1.018
"K_uu_weight[0, 38]",0.002,0.005,0.0,0.006,0.0,0.001,470.169,1007.832,1.018
"K_uu_weight[0, 39]",0.001,0.004,0.0,0.004,0.0,0.0,471.149,1007.832,1.018
"K_uu_weight[0, 40]",0.001,0.003,0.0,0.003,0.0,0.0,472.849,1007.832,1.017
"K_uu_weight[0, 41]",0.001,0.002,0.0,0.002,0.0,0.0,475.351,1007.832,1.017
"K_uu_weight[0, 42]",0.0,0.002,0.0,0.002,0.0,0.0,479.034,1007.832,1.017
"K_uu_weight[0, 43]",0.0,0.001,0.0,0.001,0.0,0.0,481.241,1007.832,1.017
"K_uu_weight[0, 44]",0.0,0.001,0.0,0.001,0.0,0.0,483.157,1007.832,1.017
"K_uu_weight[0, 45]",0.0,0.001,0.0,0.001,0.0,0.0,482.681,1007.832,1.017
"K_uu_weight[0, 46]",0.0,0.001,0.0,0.0,0.0,0.0,484.245,1007.832,1.017
"K_uu_weight[0, 47]",0.0,0.001,0.0,0.0,0.0,0.0,486.793,1007.832,1.017
"K_uu_weight[0, 48]",0.0,0.0,0.0,0.0,0.0,0.0,489.022,1007.832,1.017
"K_uu_weight[0, 49]",0.0,0.0,0.0,0.0,0.0,0.0,490.328,1007.832,1.017
