,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"K_uu_workout[10, 25]",0.153,0.151,0.016,0.419,0.006,0.013,1230.062,912.47,1.002
"K_uu_workout[10, 26]",0.152,0.15,0.017,0.42,0.005,0.013,1237.679,912.47,1.002
"K_uu_workout[10, 27]",0.151,0.15,0.017,0.418,0.005,0.013,1248.487,912.47,1.002
"K_uu_workout[10, 28]",0.15,0.149,0.015,0.414,0.005,0.013,1257.519,912.47,1.002
"K_uu_workout[10, 29]",0.149,0.148,0.017,0.411,0.005,0.013,1266.787,912.47,1.002
"K_uu_workout[10, 30]",0.148,0.148,0.016,0.409,0.005,0.013,1276.818,904.702,1.002
"K_uu_workout[10, 31]",0.146,0.147,0.014,0.404,0.005,0.013,1288.19,896.176,1.002
"K_uu_workout[10, 32]",0.145,0.147,0.013,0.402,0.005,0.013,1296.605,926.92,1.002
"K_uu_workout[10, 33]",0.144,0.146,0.013,0.4,0.005,0.013,1307.137,926.92,1.002
"K_uu_workout[10, 34]",0.143,0.145,0.013,0.397,0.005,0.013,1318.853,917.544,1.002
"K_uu_workout[10, 35]",0.142,0.145,0.012,0.395,0.005,0.013,1328.038,917.544,1.002
"K_uu_workout[10, 36]",0.14,0.144,0.012,0.393,0.005,0.013,1338.413,908.409,1.002
"K_uu_workout[10, 37]",0.139,0.143,0.012,0.39,0.005,0.013,1348.031,908.409,1.002
"K_uu_workout[10, 38]",0.138,0.142,0.011,0.389,0.005,0.013,1356.754,914.475,1.002
"K_uu_workout[10, 39]",0.136,0.142,0.01,0.385,0.005,0.013,1363.284,914.418,1.002
"K_uu_workout[10, 40]",0.135,0.141,0.009,0.38,0.005,0.013,1368.572,914.543,1.001
"K_uu_workout[10, 41]",0.134,0.14,0.009,0.38,0.005,0.013,1374.576,914.543,1.002
"K_uu_workout[10, 42]",0.132,0.139,0.008,0.377,0.005,0.013,1379.735,905.509,1.001
"K_uu_workout[10, 43]",0.131,0.139,0.008,0.372,0.005,0.013,1383.052,914.693,1.001
"K_uu_workout[10, 44]",0.129,0.138,0.009,0.371,0.005,0.013,1385.305,914.693,1.001
"K_uu_workout[10, 45]",0.128,0.137,0.008,0.369,0.005,0.013,1385.878,915.093,1.001
"K_uu_workout[10, 46]",0.126,0.136,0.008,0.367,0.005,0.013,1387.381,915.093,1.001
"K_uu_workout[10, 47]",0.125,0.136,0.007,0.364,0.005,0.013,1387.724,915.55,1.001
"K_uu_workout[10, 48]",0.123,0.135,0.004,0.359,0.005,0.013,1385.254,915.826,1.001
"K_uu_workout[10, 49]",0.122,0.134,0.002,0.352,0.005,0.013,1383.177,906.766,1.001
"K_uu_workout[11, 0]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[11, 1]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[11, 2]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[11, 3]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[11, 4]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[11, 5]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[11, 6]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[11, 7]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[11, 8]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[11, 9]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[11, 10]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[11, 11]",0.159,0.155,0.018,0.431,0.006,0.013,1158.045,919.575,1.002
"K_uu_workout[11, 12]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[11, 13]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[11, 14]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[11, 15]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[11, 16]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[11, 17]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[11, 18]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[11, 19]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[11, 20]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[11, 21]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[11, 22]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[11, 23]",0.155,0.152,0.017,0.427,0.006,0.013,1204.192,912.47,1.002
"K_uu_workout[11, 24]",0.154,0.152,0.016,0.42,0.006,0.013,1211.31,912.47,1.002
"K_uu_workout[11, 25]",0.153,0.151,0.016,0.42,0.006,0.013,1218.958,912.47,1.002
"K_uu_workout[11, 26]",0.153,0.151,0.016,0.419,0.006,0.013,1230.062,912.47,1.002
"K_uu_workout[11, 27]",0.152,0.15,0.017,0.42,0.005,0.013,1237.679,912.47,1.002
"K_uu_workout[11, 28]",0.151,0.15,0.017,0.418,0.005,0.013,1248.487,912.47,1.002
"K_uu_workout[11, 29]",0.15,0.149,0.015,0.414,0.005,0.013,1257.519,912.47,1.002
"K_uu_workout[11, 30]",0.149,0.148,0.017,0.411,0.005,0.013,1266.787,912.47,1.002
"K_uu_workout[11, 31]",0.148,0.148,0.016,0.409,0.005,0.013,1276.818,904.702,1.002
"K_uu_workout[11, 32]",0.146,0.147,0.014,0.404,0.005,0.013,1288.19,896.176,1.002
"K_uu_workout[11, 33]",0.145,0.147,0.013,0.402,0.005,0.013,1296.605,926.92,1.002
"K_uu_workout[11, 34]",0.144,0.146,0.013,0.4,0.005,0.013,1307.137,926.92,1.002
"K_uu_workout[11, 35]",0.143,0.145,0.013,0.397,0.005,0.013,1318.853,917.544,1.002
"K_uu_workout[11, 36]",0.142,0.145,0.012,0.395,0.005,0.013,1328.038,917.544,1.002
"K_uu_workout[11, 37]",0.14,0.144,0.012,0.393,0.005,0.013,1338.413,908.409,1.002
"K_uu_workout[11, 38]",0.139,0.143,0.012,0.39,0.005,0.013,1348.031,908.409,1.002
"K_uu_workout[11, 39]",0.138,0.142,0.011,0.389,0.005,0.013,1356.754,914.475,1.002
"K_uu_workout[11, 40]",0.136,0.142,0.01,0.385,0.005,0.013,1363.284,914.418,1.002
"K_uu_workout[11, 41]",0.135,0.141,0.009,0.38,0.005,0.013,1368.572,914.543,1.001
"K_uu_workout[11, 42]",0.134,0.14,0.009,0.38,0.005,0.013,1374.576,914.543,1.002
"K_uu_workout[11, 43]",0.132,0.139,0.008,0.377,0.005,0.013,1379.735,905.509,1.001
"K_uu_workout[11, 44]",0.131,0.139,0.008,0.372,0.005,0.013,1383.052,914.693,1.001
"K_uu_workout[11, 45]",0.129,0.138,0.009,0.371,0.005,0.013,1385.305,914.693,1.001
"K_uu_workout[11, 46]",0.128,0.137,0.008,0.369,0.005,0.013,1385.878,915.093,1.001
"K_uu_workout[11, 47]",0.126,0.136,0.008,0.367,0.005,0.013,1387.381,915.093,1.001
"K_uu_workout[11, 48]",0.125,0.136,0.007,0.364,0.005,0.013,1387.724,915.55,1.001
"K_uu_workout[11, 49]",0.123,0.135,0.004,0.359,0.005,0.013,1385.254,915.826,1.001
"K_uu_workout[12, 0]",0.155,0.152,0.017,0.427,0.006,0.013,1204.192,912.47,1.002
"K_uu_workout[12, 1]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[12, 2]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[12, 3]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[12, 4]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[12, 5]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[12, 6]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[12, 7]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[12, 8]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[12, 9]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[12, 10]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[12, 11]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[12, 12]",0.159,0.155,0.018,0.431,0.006,0.013,1158.045,919.575,1.002
"K_uu_workout[12, 13]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[12, 14]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[12, 15]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[12, 16]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[12, 17]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[12, 18]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[12, 19]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[12, 20]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[12, 21]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[12, 22]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[12, 23]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[12, 24]",0.155,0.152,0.017,0.427,0.006,0.013,1204.192,912.47,1.002
"K_uu_workout[12, 25]",0.154,0.152,0.016,0.42,0.006,0.013,1211.31,912.47,1.002
"K_uu_workout[12, 26]",0.153,0.151,0.016,0.42,0.006,0.013,1218.958,912.47,1.002
"K_uu_workout[12, 27]",0.153,0.151,0.016,0.419,0.006,0.013,1230.062,912.47,1.002
"K_uu_workout[12, 28]",0.152,0.15,0.017,0.42,0.005,0.013,1237.679,912.47,1.002
"K_uu_workout[12, 29]",0.151,0.15,0.017,0.418,0.005,0.013,1248.487,912.47,1.002
"K_uu_workout[12, 30]",0.15,0.149,0.015,0.414,0.005,0.013,1257.519,912.47,1.002
"K_uu_workout[12, 31]",0.149,0.148,0.017,0.411,0.005,0.013,1266.787,912.47,1.002
"K_uu_workout[12, 32]",0.148,0.148,0.016,0.409,0.005,0.013,1276.818,904.702,1.002
"K_uu_workout[12, 33]",0.146,0.147,0.014,0.404,0.005,0.013,1288.19,896.176,1.002
"K_uu_workout[12, 34]",0.145,0.147,0.013,0.402,0.005,0.013,1296.605,926.92,1.002
"K_uu_workout[12, 35]",0.144,0.146,0.013,0.4,0.005,0.013,1307.137,926.92,1.002
"K_uu_workout[12, 36]",0.143,0.145,0.013,0.397,0.005,0.013,1318.853,917.544,1.002
"K_uu_workout[12, 37]",0.142,0.145,0.012,0.395,0.005,0.013,1328.038,917.544,1.002
"K_uu_workout[12, 38]",0.14,0.144,0.012,0.393,0.005,0.013,1338.413,908.409,1.002
"K_uu_workout[12, 39]",0.139,0.143,0.012,0.39,0.005,0.013,1348.031,908.409,1.002
"K_uu_workout[12, 40]",0.138,0.142,0.011,0.389,0.005,0.013,1356.754,914.475,1.002
"K_uu_workout[12, 41]",0.136,0.142,0.01,0.385,0.005,0.013,1363.284,914.418,1.002
"K_uu_workout[12, 42]",0.135,0.141,0.009,0.38,0.005,0.013,1368.572,914.543,1.001
"K_uu_workout[12, 43]",0.134,0.14,0.009,0.38,0.005,0.013,1374.576,914.543,1.002
"K_uu_workout[12, 44]",0.132,0.139,0.008,0.377,0.005,0.013,1379.735,905.509,1.001
"K_uu_workout[12, 45]",0.131,0.139,0.008,0.372,0.005,0.013,1383.052,914.693,1.001
"K_uu_workout[12, 46]",0.129,0.138,0.009,0.371,0.005,0.013,1385.305,914.693,1.001
"K_uu_workout[12, 47]",0.128,0.137,0.008,0.369,0.005,0.013,1385.878,915.093,1.001
"K_uu_workout[12, 48]",0.126,0.136,0.008,0.367,0.005,0.013,1387.381,915.093,1.001
"K_uu_workout[12, 49]",0.125,0.136,0.007,0.364,0.005,0.013,1387.724,915.55,1.001
"K_uu_workout[13, 0]",0.154,0.152,0.016,0.42,0.006,0.013,1211.31,912.47,1.002
"K_uu_workout[13, 1]",0.155,0.152,0.017,0.427,0.006,0.013,1204.192,912.47,1.002
"K_uu_workout[13, 2]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[13, 3]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[13, 4]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[13, 5]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[13, 6]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[13, 7]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[13, 8]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[13, 9]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[13, 10]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[13, 11]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[13, 12]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[13, 13]",0.159,0.155,0.018,0.431,0.006,0.013,1158.045,919.575,1.002
"K_uu_workout[13, 14]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[13, 15]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[13, 16]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[13, 17]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[13, 18]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[13, 19]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[13, 20]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[13, 21]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[13, 22]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[13, 23]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[13, 24]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[13, 25]",0.155,0.152,0.017,0.427,0.006,0.013,1204.192,912.47,1.002
"K_uu_workout[13, 26]",0.154,0.152,0.016,0.42,0.006,0.013,1211.31,912.47,1.002
"K_uu_workout[13, 27]",0.153,0.151,0.016,0.42,0.006,0.013,1218.958,912.47,1.002
"K_uu_workout[13, 28]",0.153,0.151,0.016,0.419,0.006,0.013,1230.062,912.47,1.002
"K_uu_workout[13, 29]",0.152,0.15,0.017,0.42,0.005,0.013,1237.679,912.47,1.002
"K_uu_workout[13, 30]",0.151,0.15,0.017,0.418,0.005,0.013,1248.487,912.47,1.002
"K_uu_workout[13, 31]",0.15,0.149,0.015,0.414,0.005,0.013,1257.519,912.47,1.002
"K_uu_workout[13, 32]",0.149,0.148,0.017,0.411,0.005,0.013,1266.787,912.47,1.002
"K_uu_workout[13, 33]",0.148,0.148,0.016,0.409,0.005,0.013,1276.818,904.702,1.002
"K_uu_workout[13, 34]",0.146,0.147,0.014,0.404,0.005,0.013,1288.19,896.176,1.002
"K_uu_workout[13, 35]",0.145,0.147,0.013,0.402,0.005,0.013,1296.605,926.92,1.002
"K_uu_workout[13, 36]",0.144,0.146,0.013,0.4,0.005,0.013,1307.137,926.92,1.002
"K_uu_workout[13, 37]",0.143,0.145,0.013,0.397,0.005,0.013,1318.853,917.544,1.002
"K_uu_workout[13, 38]",0.142,0.145,0.012,0.395,0.005,0.013,1328.038,917.544,1.002
"K_uu_workout[13, 39]",0.14,0.144,0.012,0.393,0.005,0.013,1338.413,908.409,1.002
"K_uu_workout[13, 40]",0.139,0.143,0.012,0.39,0.005,0.013,1348.031,908.409,1.002
"K_uu_workout[13, 41]",0.138,0.142,0.011,0.389,0.005,0.013,1356.754,914.475,1.002
"K_uu_workout[13, 42]",0.136,0.142,0.01,0.385,0.005,0.013,1363.284,914.418,1.002
"K_uu_workout[13, 43]",0.135,0.141,0.009,0.38,0.005,0.013,1368.572,914.543,1.001
"K_uu_workout[13, 44]",0.134,0.14,0.009,0.38,0.005,0.013,1374.576,914.543,1.002
"K_uu_workout[13, 45]",0.132,0.139,0.008,0.377,0.005,0.013,1379.735,905.509,1.001
"K_uu_workout[13, 46]",0.131,0.139,0.008,0.372,0.005,0.013,1383.052,914.693,1.001
"K_uu_workout[13, 47]",0.129,0.138,0.009,0.371,0.005,0.013,1385.305,914.693,1.001
"K_uu_workout[13, 48]",0.128,0.137,0.008,0.369,0.005,0.013,1385.878,915.093,1.001
"K_uu_workout[13, 49]",0.126,0.136,0.008,0.367,0.005,0.013,1387.381,915.093,1.001
"K_uu_workout[14, 0]",0.153,0.151,0.016,0.42,0.006,0.013,1218.958,912.47,1.002
"K_uu_workout[14, 1]",0.154,0.152,0.016,0.42,0.006,0.013,1211.31,912.47,1.002
"K_uu_workout[14, 2]",0.155,0.152,0.017,0.427,0.006,0.013,1204.192,912.47,1.002
"K_uu_workout[14, 3]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[14, 4]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[14, 5]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[14, 6]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[14, 7]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[14, 8]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[14, 9]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[14, 10]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[14, 11]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[14, 12]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[14, 13]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[14, 14]",0.159,0.155,0.018,0.431,0.006,0.013,1158.045,919.575,1.002
"K_uu_workout[14, 15]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[14, 16]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[14, 17]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[14, 18]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[14, 19]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[14, 20]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[14, 21]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[14, 22]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[14, 23]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[14, 24]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[14, 25]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[14, 26]",0.155,0.152,0.017,0.427,0.006,0.013,1204.192,912.47,1.002
"K_uu_workout[14, 27]",0.154,0.152,0.016,0.42,0.006,0.013,1211.31,912.47,1.002
"K_uu_workout[14, 28]",0.153,0.151,0.016,0.42,0.006,0.013,1218.958,912.47,1.002
"K_uu_workout[14, 29]",0.153,0.151,0.016,0.419,0.006,0.013,1230.062,912.47,1.002
"K_uu_workout[14, 30]",0.152,0.15,0.017,0.42,0.005,0.013,1237.679,912.47,1.002
"K_uu_workout[14, 31]",0.151,0.15,0.017,0.418,0.005,0.013,1248.487,912.47,1.002
"K_uu_workout[14, 32]",0.15,0.149,0.015,0.414,0.005,0.013,1257.519,912.47,1.002
"K_uu_workout[14, 33]",0.149,0.148,0.017,0.411,0.005,0.013,1266.787,912.47,1.002
"K_uu_workout[14, 34]",0.148,0.148,0.016,0.409,0.005,0.013,1276.818,904.702,1.002
"K_uu_workout[14, 35]",0.146,0.147,0.014,0.404,0.005,0.013,1288.19,896.176,1.002
"K_uu_workout[14, 36]",0.145,0.147,0.013,0.402,0.005,0.013,1296.605,926.92,1.002
"K_uu_workout[14, 37]",0.144,0.146,0.013,0.4,0.005,0.013,1307.137,926.92,1.002
"K_uu_workout[14, 38]",0.143,0.145,0.013,0.397,0.005,0.013,1318.853,917.544,1.002
"K_uu_workout[14, 39]",0.142,0.145,0.012,0.395,0.005,0.013,1328.038,917.544,1.002
"K_uu_workout[14, 40]",0.14,0.144,0.012,0.393,0.005,0.013,1338.413,908.409,1.002
"K_uu_workout[14, 41]",0.139,0.143,0.012,0.39,0.005,0.013,1348.031,908.409,1.002
"K_uu_workout[14, 42]",0.138,0.142,0.011,0.389,0.005,0.013,1356.754,914.475,1.002
"K_uu_workout[14, 43]",0.136,0.142,0.01,0.385,0.005,0.013,1363.284,914.418,1.002
"K_uu_workout[14, 44]",0.135,0.141,0.009,0.38,0.005,0.013,1368.572,914.543,1.001
"K_uu_workout[14, 45]",0.134,0.14,0.009,0.38,0.005,0.013,1374.576,914.543,1.002
"K_uu_workout[14, 46]",0.132,0.139,0.008,0.377,0.005,0.013,1379.735,905.509,1.001
"K_uu_workout[14, 47]",0.131,0.139,0.008,0.372,0.005,0.013,1383.052,914.693,1.001
"K_uu_workout[14, 48]",0.129,0.138,0.009,0.371,0.005,0.013,1385.305,914.693,1.001
"K_uu_workout[14, 49]",0.128,0.137,0.008,0.369,0.005,0.013,1385.878,915.093,1.001
"K_uu_workout[15, 0]",0.153,0.151,0.016,0.419,0.006,0.013,1230.062,912.47,1.002
"K_uu_workout[15, 1]",0.153,0.151,0.016,0.42,0.006,0.013,1218.958,912.47,1.002
"K_uu_workout[15, 2]",0.154,0.152,0.016,0.42,0.006,0.013,1211.31,912.47,1.002
"K_uu_workout[15, 3]",0.155,0.152,0.017,0.427,0.006,0.013,1204.192,912.47,1.002
"K_uu_workout[15, 4]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[15, 5]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[15, 6]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[15, 7]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[15, 8]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[15, 9]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[15, 10]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[15, 11]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[15, 12]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[15, 13]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[15, 14]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[15, 15]",0.159,0.155,0.018,0.431,0.006,0.013,1158.045,919.575,1.002
"K_uu_workout[15, 16]",0.159,0.155,0.018,0.431,0.006,0.013,1158.358,919.575,1.002
"K_uu_workout[15, 17]",0.159,0.155,0.018,0.431,0.006,0.013,1159.434,919.575,1.002
"K_uu_workout[15, 18]",0.159,0.154,0.018,0.431,0.006,0.013,1161.184,919.575,1.003
"K_uu_workout[15, 19]",0.159,0.154,0.018,0.43,0.006,0.013,1164.098,919.575,1.002
"K_uu_workout[15, 20]",0.159,0.154,0.018,0.43,0.006,0.013,1168.297,919.575,1.003
"K_uu_workout[15, 21]",0.158,0.154,0.017,0.43,0.006,0.013,1171.83,919.575,1.003
"K_uu_workout[15, 22]",0.158,0.154,0.017,0.43,0.006,0.013,1175.861,919.575,1.002
"K_uu_workout[15, 23]",0.157,0.153,0.017,0.429,0.006,0.013,1180.899,909.979,1.002
"K_uu_workout[15, 24]",0.157,0.153,0.017,0.429,0.006,0.013,1185.85,909.979,1.002
"K_uu_workout[15, 25]",0.156,0.153,0.017,0.428,0.006,0.013,1191.068,911.864,1.002
"K_uu_workout[15, 26]",0.156,0.152,0.017,0.428,0.006,0.013,1197.129,903.878,1.002
"K_uu_workout[15, 27]",0.155,0.152,0.017,0.427,0.006,0.013,1204.192,912.47,1.002
"K_uu_workout[15, 28]",0.154,0.152,0.016,0.42,0.006,0.013,1211.31,912.47,1.002
"K_uu_workout[15, 29]",0.153,0.151,0.016,0.42,0.006,0.013,1218.958,912.47,1.002
"K_uu_workout[15, 30]",0.153,0.151,0.016,0.419,0.006,0.013,1230.062,912.47,1.002
"K_uu_workout[15, 31]",0.152,0.15,0.017,0.42,0.005,0.013,1237.679,912.47,1.002
"K_uu_workout[15, 32]",0.151,0.15,0.017,0.418,0.005,0.013,1248.487,912.47,1.002
"K_uu_workout[15, 33]",0.15,0.149,0.015,0.414,0.005,0.013,1257.519,912.47,1.002
"K_uu_workout[15, 34]",0.149,0.148,0.017,0.411,0.005,0.013,1266.787,912.47,1.002
"K_uu_workout[15, 35]",0.148,0.148,0.016,0.409,0.005,0.013,1276.818,904.702,1.002
"K_uu_workout[15, 36]",0.146,0.147,0.014,0.404,0.005,0.013,1288.19,896.176,1.002
"K_uu_workout[15, 37]",0.145,0.147,0.013,0.402,0.005,0.013,1296.605,926.92,1.002
"K_uu_workout[15, 38]",0.144,0.146,0.013,0.4,0.005,0.013,1307.137,926.92,1.002
"K_uu_workout[15, 39]",0.143,0.145,0.013,0.397,0.005,0.013,1318.853,917.544,1.002
"K_uu_workout[15, 40]",0.142,0.145,0.012,0.395,0.005,0.013,1328.038,917.544,1.002
"K_uu_workout[15, 41]",0.14,0.144,0.012,0.393,0.005,0.013,1338.413,908.409,1.002
"K_uu_workout[15, 42]",0.139,0.143,0.012,0.39,0.005,0.013,1348.031,908.409,1.002
