lag_days
0.869126
9.43388
0.467899
15.8135
0.183052
1.75581
2.54686
2.92678
2.63652
2.94186
2.94125
0.52713
8.60279
0.362697
1.16148
1.84321
2.05803
1.50983
1.41625
1.22119
7.19158
0.818326
8.18497
2.29386
1.04125
6.09178
1.60911
4.17216
0.516298
7.60073
0.553036
1.442
0.845701
5.42799
1.785
6.01278
1.26661
4.36092
2.91606
1.98105
2.05592
2.05592
2.04162
2.05232
2.05232
2.09291
5.12056
1.5014
4.21462
1.99999
3.35882
1.88272
0.878058
0.31292
0.833092
1.5698
4.51502
0.865552
0.179605
0.117293
0.0830398
0.0561343
6.33173
1.38568
5.18423
2.90259
1.43102
5.76977
1.44587
2.47362
1.30985
5.8943
0.579663
0.601173
6.49265
1.09693
6.81816
1.04059
1.2314
7.47096
0.810435
0.363264
1.00824
2.75094
3.87783
1.76879
3.46694
2.48231
5.2506
1.5235
0.408498
8.51022
0.60929
0.126809
9.24868
0.238985
16.6609
0.0828066
1.17707
6.88243
0.583809
4.61536
1.77299
4.68502
1.80683
4.56893
1.70819
5.69672
1.61918
1.14975
3.34591
4.82124
4.20564
2.96697
9.12748
0.270799
11.6553
0.539115
1.35656
2.70377
0.337883
0.923811
1.57721
1.6012
5.18557
1.72756
5.57124
1.56395
4.44804
7.29238
8.38699
1.01347
1.24616
5.5056
1.02096
6.30557
0.452166
14.5036
0.134891
0.59343
1.66054
4.47291
1.15228
0.736244
7.81518
0.73483
8.73241
4.25363
2.22327
0.557037
2.831
2.40967
3.88025
1.48273
1.59581
4.23529
1.64647
5.01727
0.326348
0.100122
1.39335
0.439212
1.42878
1.30458
1.33886
3.29085
3.17272
2.13743
2.94687
0.470092
2.88288
3.16384
0.616324
0.173516
1.46931
5.31206
1.10435
3.17346
1.64581
2.04512
0.470032
0.773459
0.529899
4.96401
1.50063
1.97088
3.33492
0.984795
1.55565
1.65421
1.72209
1.76112
4.89623
2.40423
2.76572
1.71492
2.57419
2.7317
3.51415
2.27327
1.89641
1.40839
1.60521
4.33287
12.1096
4.61329
2.43919
3.48298
2.57449
2.30958
1.03915
8.82102
0.535193
8.82258
0.614075
0.101868
0.0182861
2.80204
3.58226
3.24454
2.7201
1.13498
0.0798784
0.0846388
0.172587
1.99785
1.92895
0.801101
1.27883
4.48415
4.69184
0.53017
10.0222
0.328888
10.9067
1.49731
