beta
0.500772
0.00226756
-0.912774
0.254025
0.0525833
-0.428793
-0.0314043
-0.260565
0.0991526
0.363859
-0.554398
0.315418
-0.794121
0.067992
-0.326168
-0.145232
-1.17199
-0.368151
-0.505301
-0.150247
-0.922719
1.1108
-0.177479
0.519793
-0.0355102
-0.642368
0.03755
-0.833874
-2.12485
1.49259
-1.91633
1.44076
0.957775
-1.06793
0.885602
-0.895467
0.00417404
-0.188134
-0.735676
-0.503505
-0.501263
-0.501263
-0.501087
-0.504952
-0.504952
-0.532195
1.05577
-1.35553
1.43367
-1.74539
0.105474
-0.469515
0.749409
-0.696051
-0.813909
-0.401864
0.900035
-1.43666
1.60825
-1.62045
-0.045777
-0.721178
0.503217
-0.99807
0.609207
-0.189393
-0.0408609
-1.68628
0.795811
-1.09177
-1.46268
0.90148
-1.11034
0.113456
-0.715955
-1.30648
1.08585
-0.323751
0.323988
-1.05759
0.125029
-0.325403
0.0862488
-0.245363
-1.10557
-0.114201
-1.13404
-1.83417
0.151773
-0.270163
-1.68537
-0.521913
0.420751
-0.331924
0.756164
-1.15782
0.291404
-0.93291
0.744885
-2.29177
0.132591
-0.696673
0.304897
-2.15573
1.5094
-2.36811
0.344954
0.612072
0.251234
-1.04568
0.520899
-1.50285
-0.259662
-0.529088
-0.575257
-0.783318
0.139313
0.70727
-1.02513
1.71155
-1.9826
-2.21207
1.12001
0.798347
-1.11649
1.43739
-0.509511
0.260805
-0.316363
-0.24397
-0.587665
-1.22836
1.45819
-1.97794
1.89022
-2.5953
2.14275
1.2978
-1.67713
-0.61738
1.33848
-0.783701
0.40814
-0.429472
-1.16904
1.20386
-2.10417
-0.84509
-0.553782
-0.589421
0.515189
0.25157
-0.365138
1.07118
1.97377
-2.63211
0.392789
-1.00353
0.398233
-1.19544
0.394736
0.361628
0.385821
0.0283591
0.678792
-0.24299
-0.204906
0.64821
-0.682212
0.18795
-0.318855
-0.341096
-0.189209
-0.796007
0.366097
-0.829537
0.751097
0.158286
-0.243767
-0.204574
-0.918506
-0.158475
-0.514429
-1.27474
0.58287
-1.43119
1.67531
-0.613179
0.610439
-0.921007
-1.69197
1.02146
-2.07666
0.734342
-1.01697
1.00693
-0.331368
-0.564468
0.889398
-2.21908
1.87685
-1.05518
1.69812
-1.77191
-1.74963
-0.603208
0.237608
-0.165698
0.0155419
-0.5153
-0.945764
-0.125435
-0.476098
-0.122546
-0.0665625
-0.0764068
-0.858832
0.420643
-0.323895
0.496592
0.178133
-1.29646
-0.882773
-0.723843
-0.533671
0.686428
-0.268162
-0.627207
0.929343
-0.104726
-0.111224
1.23397
-1.16852
0.580522
-1.20954
0.153063
0.0514803
-0.833629
0.414649
0.0749693
-1.08384
-0.929874
-0.33461
-0.253109
-1.18127
-0.937456
0.437067
-1.32572
0.732305
-1.17956
-0.00862183
0.510193
0.720298
1.33691
-0.450257
0.220694
-0.802518
0.117168
0.506077
0.44621
-0.0646372
0.68759
-0.309631
1.58509
-1.14977
-0.112168
0.117174
-0.205022
-0.0177057
-0.691876
-0.805791
1.00716
-0.8679
-1.12425
0.0497779
-0.291734
-0.0855677
-0.304373
-1.16282
-0.630793
-0.742272
-0.692382
0.513976
0.296205
-2.14062
0.352529
-1.08551
0.509142
-1.42473
0.25002
-1.31429
0.0248941
-0.461506
-1.23097
0.818847
0.215561
-1.70913
0.690122
0.810778
-1.18698
2.01691
-0.275686
-1.44839
-2.31779
1.50479
-1.92636
-0.92197
1.41488
1.15063
-1.60662
0.925618
-1.73989
1.04337
-0.599226
-0.0396809
-0.640716
0.268427
-0.823532
-0.360689
-0.196455
-1.87927
-0.603618
0.0579959
-0.0957958
-0.388808
-0.0599337
-0.828946
-0.977743
0.292951
-1.25454
-1.00246
0.136288
-0.436011
0.6112
0.383732
0.63237
-0.336555
0.970112
0.651503
-0.42559
-0.216133
-0.762644
