,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"eta_inducing_raw[15, 1]",-0.208,1.01,-2.041,1.807,0.032,0.04,1089.098,384.981,1.006
"eta_inducing_raw[16, 0]",0.47,0.972,-1.492,2.188,0.018,0.025,3071.788,1316.691,1.004
"eta_inducing_raw[16, 1]",-0.163,0.986,-1.983,1.614,0.018,0.023,3182.304,1546.109,1.001
"eta_inducing_raw[17, 0]",0.437,0.969,-1.373,2.153,0.016,0.022,3602.993,1550.803,1.0
"eta_inducing_raw[17, 1]",-0.158,0.948,-1.847,1.636,0.016,0.023,3516.152,1510.104,1.005
"eta_inducing_raw[18, 0]",0.408,0.932,-1.37,2.057,0.019,0.021,2353.552,1730.77,1.005
"eta_inducing_raw[18, 1]",-0.157,0.996,-2.171,1.525,0.019,0.026,2793.113,1377.835,1.002
"eta_inducing_raw[19, 0]",0.316,0.977,-1.491,2.191,0.016,0.025,3758.615,1397.427,1.0
"eta_inducing_raw[19, 1]",-0.127,0.973,-1.925,1.66,0.02,0.025,2530.654,573.631,1.002
"eta_inducing_raw[20, 0]",0.273,0.932,-1.516,1.977,0.017,0.024,2908.074,1340.696,1.008
"eta_inducing_raw[20, 1]",-0.178,0.938,-1.765,1.746,0.016,0.021,3508.978,1599.206,1.004
"eta_inducing_raw[21, 0]",0.232,0.954,-1.539,2.053,0.017,0.024,3222.844,1584.8,1.002
"eta_inducing_raw[21, 1]",-0.162,1.025,-2.02,1.73,0.017,0.025,3743.195,1662.35,1.004
"eta_inducing_raw[22, 0]",0.172,0.962,-1.621,1.937,0.018,0.026,2981.614,1550.086,1.002
"eta_inducing_raw[22, 1]",-0.14,0.99,-2.04,1.597,0.019,0.025,2747.745,1306.36,1.001
"eta_inducing_raw[23, 0]",0.065,1.007,-1.837,1.887,0.02,0.027,2550.338,1312.731,1.004
"eta_inducing_raw[23, 1]",-0.139,0.99,-2.043,1.635,0.018,0.025,3003.848,1227.594,1.005
"eta_inducing_raw[24, 0]",-0.018,1.032,-2.052,1.948,0.024,0.031,1907.375,413.217,1.005
"eta_inducing_raw[24, 1]",-0.152,0.954,-1.864,1.629,0.019,0.021,2716.317,1368.054,1.001
"eta_inducing_raw[25, 0]",-0.067,0.986,-1.994,1.694,0.016,0.025,3597.387,1363.191,1.001
"eta_inducing_raw[25, 1]",-0.172,1.006,-2.066,1.715,0.018,0.024,3005.685,1275.983,1.002
"eta_inducing_raw[26, 0]",-0.122,0.951,-1.933,1.618,0.02,0.022,2217.066,1338.402,1.001
"eta_inducing_raw[26, 1]",-0.111,0.985,-1.89,1.778,0.018,0.026,3006.702,1474.735,1.004
"eta_inducing_raw[27, 0]",-0.16,0.886,-1.886,1.349,0.016,0.019,3210.024,1454.611,1.002
"eta_inducing_raw[27, 1]",-0.142,0.966,-1.982,1.598,0.017,0.029,3156.578,1050.87,1.001
"eta_inducing_raw[28, 0]",-0.165,0.933,-2.045,1.478,0.015,0.025,3985.18,1421.424,1.009
"eta_inducing_raw[28, 1]",-0.122,1.009,-1.862,1.755,0.02,0.025,2458.145,879.533,1.002
"eta_inducing_raw[29, 0]",-0.132,0.945,-1.794,1.7,0.016,0.026,3395.181,1244.132,1.004
"eta_inducing_raw[29, 1]",-0.109,1.017,-1.991,1.793,0.018,0.027,3210.792,1366.451,1.001
"eta_inducing_raw[30, 0]",-0.094,0.93,-1.837,1.709,0.015,0.024,3719.707,1471.379,1.002
"eta_inducing_raw[30, 1]",-0.133,0.962,-1.953,1.661,0.017,0.024,3094.919,1556.744,1.002
"eta_inducing_raw[31, 0]",-0.014,0.934,-1.762,1.645,0.02,0.023,2104.887,1384.402,1.01
"eta_inducing_raw[31, 1]",-0.086,0.983,-2.224,1.61,0.017,0.026,3386.97,1353.317,1.001
"eta_inducing_raw[32, 0]",0.065,0.91,-1.669,1.723,0.016,0.022,3444.122,1515.185,1.001
"eta_inducing_raw[32, 1]",-0.097,1.007,-2.124,1.67,0.016,0.025,3960.028,1354.595,1.002
"eta_inducing_raw[33, 0]",0.168,0.907,-1.619,1.771,0.018,0.023,2508.471,1397.548,1.001
"eta_inducing_raw[33, 1]",-0.113,0.988,-1.955,1.68,0.014,0.024,4641.75,1272.291,1.002
"eta_inducing_raw[34, 0]",0.273,0.908,-1.469,1.913,0.02,0.024,2025.642,740.003,1.004
"eta_inducing_raw[34, 1]",-0.114,1.003,-1.95,1.745,0.02,0.032,2543.588,1344.431,1.003
"eta_inducing_raw[35, 0]",0.341,0.933,-1.343,2.102,0.019,0.024,2308.515,972.889,1.002
"eta_inducing_raw[35, 1]",-0.087,0.997,-1.87,1.823,0.021,0.028,2353.929,1199.728,1.0
"eta_inducing_raw[36, 0]",0.354,0.927,-1.391,2.054,0.015,0.024,3789.418,1382.006,1.002
"eta_inducing_raw[36, 1]",-0.056,1.029,-2.028,1.793,0.022,0.028,2133.0,668.559,1.001
"eta_inducing_raw[37, 0]",0.412,0.946,-1.468,2.077,0.016,0.023,3392.698,1357.299,1.005
"eta_inducing_raw[37, 1]",-0.106,1.038,-2.263,1.624,0.025,0.032,1753.789,449.303,1.002
"eta_inducing_raw[38, 0]",0.41,0.932,-1.433,2.002,0.016,0.023,3427.111,1176.123,1.0
"eta_inducing_raw[38, 1]",-0.069,0.971,-1.803,1.756,0.016,0.025,3785.13,1225.488,1.002
"eta_inducing_raw[39, 0]",0.372,0.934,-1.463,2.016,0.015,0.025,3915.66,1488.475,1.001
"eta_inducing_raw[39, 1]",-0.098,1.009,-2.103,1.686,0.017,0.029,3572.701,1081.501,1.006
"eta_inducing_raw[40, 0]",0.334,0.941,-1.406,2.088,0.018,0.02,2686.659,1535.612,1.005
"eta_inducing_raw[40, 1]",-0.086,0.953,-1.822,1.798,0.017,0.021,3264.605,1563.9,1.0
"eta_inducing_raw[41, 0]",0.293,0.958,-1.557,1.909,0.017,0.027,3049.224,1335.458,1.006
"eta_inducing_raw[41, 1]",-0.081,0.973,-1.889,1.753,0.018,0.024,2887.137,1387.367,1.002
"eta_inducing_raw[42, 0]",0.24,0.992,-1.659,2.001,0.018,0.024,3177.355,1356.85,1.001
"eta_inducing_raw[42, 1]",-0.07,0.972,-1.843,1.763,0.02,0.023,2488.692,1145.724,1.001
"eta_inducing_raw[43, 0]",0.193,0.971,-1.752,1.965,0.017,0.028,3386.659,1267.766,1.005
"eta_inducing_raw[43, 1]",-0.031,1.033,-2.061,1.819,0.017,0.025,3634.489,1430.007,1.002
"eta_inducing_raw[44, 0]",0.163,0.963,-1.7,1.96,0.017,0.028,3054.118,1120.483,1.0
"eta_inducing_raw[44, 1]",-0.037,0.988,-1.801,1.87,0.017,0.025,3234.692,1514.936,1.0
"eta_inducing_raw[45, 0]",0.104,1.01,-1.719,2.084,0.02,0.027,2626.644,1334.905,1.0
"eta_inducing_raw[45, 1]",-0.043,1.009,-1.995,1.871,0.017,0.027,3403.233,1323.584,1.002
"eta_inducing_raw[46, 0]",0.098,0.987,-1.914,1.847,0.017,0.029,3309.818,1267.707,1.014
"eta_inducing_raw[46, 1]",-0.064,0.995,-1.909,1.845,0.017,0.025,3382.806,1424.393,1.007
"eta_inducing_raw[47, 0]",0.084,0.981,-1.672,2.005,0.016,0.026,3619.581,1424.969,1.003
"eta_inducing_raw[47, 1]",-0.015,0.963,-1.833,1.755,0.018,0.026,2946.249,1507.127,1.0
"eta_inducing_raw[48, 0]",0.035,0.997,-1.812,1.843,0.017,0.022,3369.941,1180.555,1.0
"eta_inducing_raw[48, 1]",-0.031,0.992,-1.859,1.759,0.019,0.027,2799.037,1342.019,1.003
"eta_inducing_raw[49, 0]",0.02,0.984,-1.845,1.772,0.017,0.029,3290.225,1404.747,1.001
"eta_inducing_raw[49, 1]",-0.029,0.99,-1.966,1.656,0.018,0.025,3139.989,1467.565,1.002
"eta_inducing[0, 0]",-1.694,0.491,-2.599,-0.846,0.012,0.011,1697.328,1387.824,0.999
"eta_inducing[0, 1]",-1.167,0.493,-2.111,-0.401,0.017,0.01,742.364,381.866,1.004
"eta_inducing[1, 0]",-0.573,0.744,-1.913,0.826,0.017,0.02,1902.335,1469.259,1.003
"eta_inducing[1, 1]",-0.132,0.785,-1.669,1.302,0.02,0.022,1639.413,1060.891,1.002
"eta_inducing[2, 0]",-0.637,0.97,-2.413,1.156,0.02,0.024,2242.246,1381.522,1.002
"eta_inducing[2, 1]",-0.081,0.884,-1.821,1.464,0.023,0.021,1424.457,428.068,1.003
"eta_inducing[3, 0]",-0.751,0.921,-2.546,0.912,0.018,0.027,2542.045,1369.767,1.005
"eta_inducing[3, 1]",-0.111,0.954,-1.913,1.667,0.017,0.025,3413.931,1313.784,1.001
"eta_inducing[4, 0]",-0.631,0.958,-2.352,1.223,0.018,0.024,2774.893,1199.147,1.001
"eta_inducing[4, 1]",-0.105,1.036,-2.042,1.809,0.019,0.027,2922.858,1372.808,1.0
"eta_inducing[5, 0]",-0.52,0.999,-2.193,1.47,0.019,0.024,2654.597,1398.881,1.003
"eta_inducing[5, 1]",-0.114,0.949,-2.016,1.501,0.016,0.025,3675.03,1391.778,1.004
"eta_inducing[6, 0]",-0.418,0.936,-2.195,1.321,0.018,0.025,2686.191,1386.448,1.001
"eta_inducing[6, 1]",-0.08,1.053,-2.022,1.927,0.021,0.027,2539.629,1136.552,1.003
"eta_inducing[7, 0]",-0.302,0.931,-2.068,1.295,0.018,0.033,2561.114,1063.373,1.001
"eta_inducing[7, 1]",-0.099,0.98,-1.804,1.851,0.019,0.022,2606.529,1458.673,1.003
"eta_inducing[8, 0]",-0.101,0.954,-1.882,1.661,0.018,0.022,2742.954,1622.838,1.001
"eta_inducing[8, 1]",-0.089,0.999,-1.961,1.79,0.015,0.025,4522.397,1281.517,1.0
"eta_inducing[9, 0]",0.038,0.919,-1.549,1.813,0.017,0.021,2814.189,1509.472,1.002
"eta_inducing[9, 1]",-0.119,0.986,-1.85,1.906,0.02,0.031,2427.085,1178.895,1.015
"eta_inducing[10, 0]",0.165,0.948,-1.692,1.864,0.018,0.023,2884.277,1442.096,1.005
"eta_inducing[10, 1]",-0.158,0.953,-1.99,1.594,0.017,0.023,3086.602,1417.835,1.0
"eta_inducing[11, 0]",0.332,0.997,-1.617,2.054,0.02,0.026,2567.98,1390.999,1.008
"eta_inducing[11, 1]",-0.15,0.953,-1.917,1.588,0.016,0.025,3387.343,1329.299,1.003
"eta_inducing[12, 0]",0.411,0.97,-1.316,2.338,0.018,0.024,2929.045,1479.834,1.002
"eta_inducing[12, 1]",-0.152,0.98,-1.968,1.766,0.017,0.028,3350.311,1478.605,1.01
"eta_inducing[13, 0]",0.49,0.98,-1.306,2.342,0.018,0.028,2808.843,1392.029,1.0
"eta_inducing[13, 1]",-0.16,0.957,-2.049,1.523,0.016,0.029,3579.013,1307.59,1.002
"eta_inducing[14, 0]",0.494,0.974,-1.334,2.274,0.018,0.023,3072.264,1567.73,1.0
"eta_inducing[14, 1]",-0.154,0.997,-1.999,1.785,0.03,0.033,1194.903,442.208,1.003
"eta_inducing[15, 0]",0.531,0.971,-1.318,2.318,0.02,0.026,2443.339,1301.914,1.002
"eta_inducing[15, 1]",-0.208,1.01,-2.041,1.807,0.032,0.04,1089.098,384.981,1.006
"eta_inducing[16, 0]",0.47,0.972,-1.492,2.188,0.018,0.025,3071.788,1316.691,1.004
"eta_inducing[16, 1]",-0.163,0.986,-1.983,1.614,0.018,0.023,3182.304,1546.109,1.001
"eta_inducing[17, 0]",0.437,0.969,-1.373,2.153,0.016,0.022,3602.993,1550.803,1.0
"eta_inducing[17, 1]",-0.158,0.948,-1.847,1.636,0.016,0.023,3516.152,1510.104,1.005
"eta_inducing[18, 0]",0.408,0.932,-1.37,2.057,0.019,0.021,2353.552,1730.77,1.005
"eta_inducing[18, 1]",-0.157,0.996,-2.171,1.525,0.019,0.026,2793.113,1377.835,1.002
"eta_inducing[19, 0]",0.316,0.977,-1.491,2.191,0.016,0.025,3758.615,1397.427,1.0
"eta_inducing[19, 1]",-0.127,0.973,-1.925,1.66,0.02,0.025,2530.654,573.631,1.002
"eta_inducing[20, 0]",0.273,0.932,-1.516,1.977,0.017,0.024,2908.074,1340.696,1.008
"eta_inducing[20, 1]",-0.178,0.938,-1.765,1.746,0.016,0.021,3508.978,1599.206,1.004
"eta_inducing[21, 0]",0.232,0.954,-1.539,2.053,0.017,0.024,3222.844,1584.8,1.002
"eta_inducing[21, 1]",-0.162,1.025,-2.02,1.73,0.017,0.025,3743.195,1662.35,1.004
"eta_inducing[22, 0]",0.172,0.962,-1.621,1.937,0.018,0.026,2981.614,1550.086,1.002
"eta_inducing[22, 1]",-0.14,0.99,-2.04,1.597,0.019,0.025,2747.745,1306.36,1.001
"eta_inducing[23, 0]",0.065,1.007,-1.837,1.887,0.02,0.027,2550.338,1312.731,1.004
"eta_inducing[23, 1]",-0.139,0.99,-2.043,1.635,0.018,0.025,3003.848,1227.594,1.005
"eta_inducing[24, 0]",-0.018,1.032,-2.052,1.948,0.024,0.031,1907.375,413.217,1.005
"eta_inducing[24, 1]",-0.152,0.954,-1.864,1.629,0.019,0.021,2716.317,1368.054,1.001
"eta_inducing[25, 0]",-0.067,0.986,-1.994,1.694,0.016,0.025,3597.387,1363.191,1.001
"eta_inducing[25, 1]",-0.172,1.006,-2.066,1.715,0.018,0.024,3005.685,1275.983,1.002
"eta_inducing[26, 0]",-0.122,0.951,-1.933,1.618,0.02,0.022,2217.066,1338.402,1.001
"eta_inducing[26, 1]",-0.111,0.985,-1.89,1.778,0.018,0.026,3006.702,1474.735,1.004
"eta_inducing[27, 0]",-0.16,0.886,-1.886,1.349,0.016,0.019,3210.024,1454.611,1.002
"eta_inducing[27, 1]",-0.142,0.966,-1.982,1.598,0.017,0.029,3156.578,1050.87,1.001
"eta_inducing[28, 0]",-0.165,0.933,-2.045,1.478,0.015,0.025,3985.18,1421.424,1.009
"eta_inducing[28, 1]",-0.122,1.009,-1.862,1.755,0.02,0.025,2458.145,879.533,1.002
"eta_inducing[29, 0]",-0.132,0.945,-1.794,1.7,0.016,0.026,3395.181,1244.132,1.004
"eta_inducing[29, 1]",-0.109,1.017,-1.991,1.793,0.018,0.027,3210.792,1366.451,1.001
"eta_inducing[30, 0]",-0.094,0.93,-1.837,1.709,0.015,0.024,3719.707,1471.379,1.002
"eta_inducing[30, 1]",-0.133,0.962,-1.953,1.661,0.017,0.024,3094.919,1556.744,1.002
"eta_inducing[31, 0]",-0.014,0.934,-1.762,1.645,0.02,0.023,2104.887,1384.402,1.01
"eta_inducing[31, 1]",-0.086,0.983,-2.224,1.61,0.017,0.026,3386.97,1353.317,1.001
"eta_inducing[32, 0]",0.065,0.91,-1.669,1.723,0.016,0.022,3444.122,1515.185,1.001
"eta_inducing[32, 1]",-0.097,1.007,-2.124,1.67,0.016,0.025,3960.028,1354.595,1.002
"eta_inducing[33, 0]",0.168,0.907,-1.619,1.771,0.018,0.023,2508.471,1397.548,1.001
"eta_inducing[33, 1]",-0.113,0.988,-1.955,1.68,0.014,0.024,4641.75,1272.291,1.002
"eta_inducing[34, 0]",0.273,0.908,-1.469,1.913,0.02,0.024,2025.642,740.003,1.004
"eta_inducing[34, 1]",-0.114,1.003,-1.95,1.745,0.02,0.032,2543.588,1344.431,1.003
"eta_inducing[35, 0]",0.341,0.933,-1.343,2.102,0.019,0.024,2308.515,972.889,1.002
"eta_inducing[35, 1]",-0.087,0.997,-1.87,1.823,0.021,0.028,2353.929,1199.728,1.0
"eta_inducing[36, 0]",0.354,0.927,-1.391,2.054,0.015,0.024,3789.418,1382.006,1.002
"eta_inducing[36, 1]",-0.056,1.029,-2.028,1.793,0.022,0.028,2133.0,668.559,1.001
"eta_inducing[37, 0]",0.412,0.946,-1.468,2.077,0.016,0.023,3392.698,1357.299,1.005
"eta_inducing[37, 1]",-0.106,1.038,-2.263,1.624,0.025,0.032,1753.789,449.303,1.002
"eta_inducing[38, 0]",0.41,0.932,-1.433,2.002,0.016,0.023,3427.111,1176.123,1.0
"eta_inducing[38, 1]",-0.069,0.971,-1.803,1.756,0.016,0.025,3785.13,1225.488,1.002
"eta_inducing[39, 0]",0.372,0.934,-1.463,2.016,0.015,0.025,3915.66,1488.475,1.001
"eta_inducing[39, 1]",-0.098,1.009,-2.103,1.686,0.017,0.029,3572.701,1081.501,1.006
"eta_inducing[40, 0]",0.334,0.941,-1.406,2.088,0.018,0.02,2686.659,1535.612,1.005
"eta_inducing[40, 1]",-0.086,0.953,-1.822,1.798,0.017,0.021,3264.605,1563.9,1.0
"eta_inducing[41, 0]",0.293,0.958,-1.557,1.909,0.017,0.027,3049.224,1335.458,1.006
"eta_inducing[41, 1]",-0.081,0.973,-1.889,1.753,0.018,0.024,2887.137,1387.367,1.002
"eta_inducing[42, 0]",0.24,0.992,-1.659,2.001,0.018,0.024,3177.355,1356.85,1.001
"eta_inducing[42, 1]",-0.07,0.972,-1.843,1.763,0.02,0.023,2488.692,1145.724,1.001
"eta_inducing[43, 0]",0.193,0.971,-1.752,1.965,0.017,0.028,3386.659,1267.766,1.005
"eta_inducing[43, 1]",-0.031,1.033,-2.061,1.819,0.017,0.025,3634.489,1430.007,1.002
"eta_inducing[44, 0]",0.163,0.963,-1.7,1.96,0.017,0.028,3054.118,1120.483,1.0
"eta_inducing[44, 1]",-0.037,0.988,-1.801,1.87,0.017,0.025,3234.692,1514.936,1.0
"eta_inducing[45, 0]",0.104,1.01,-1.719,2.084,0.02,0.027,2626.644,1334.905,1.0
"eta_inducing[45, 1]",-0.043,1.009,-1.995,1.871,0.017,0.027,3403.233,1323.584,1.002
"eta_inducing[46, 0]",0.098,0.987,-1.914,1.847,0.017,0.029,3309.818,1267.707,1.014
"eta_inducing[46, 1]",-0.064,0.995,-1.909,1.845,0.017,0.025,3382.806,1424.393,1.007
"eta_inducing[47, 0]",0.084,0.981,-1.672,2.005,0.016,0.026,3619.581,1424.969,1.003
"eta_inducing[47, 1]",-0.015,0.963,-1.833,1.755,0.018,0.026,2946.249,1507.127,1.0
"eta_inducing[48, 0]",0.035,0.997,-1.812,1.843,0.017,0.022,3369.941,1180.555,1.0
"eta_inducing[48, 1]",-0.031,0.992,-1.859,1.759,0.019,0.027,2799.037,1342.019,1.003
"eta_inducing[49, 0]",0.02,0.984,-1.845,1.772,0.017,0.029,3290.225,1404.747,1.001
"eta_inducing[49, 1]",-0.029,0.99,-1.966,1.656,0.018,0.025,3139.989,1467.565,1.002
"K_uu_weight[0, 0]",0.988,0.467,0.301,1.874,0.012,0.012,1506.864,1378.32,1.003
"K_uu_weight[0, 1]",0.982,0.465,0.305,1.871,0.012,0.012,1506.246,1435.234,1.003
"K_uu_weight[0, 2]",0.965,0.459,0.272,1.818,0.012,0.012,1505.583,1416.587,1.003
"K_uu_weight[0, 3]",0.938,0.45,0.261,1.778,0.012,0.012,1499.461,1402.446,1.003
"K_uu_weight[0, 4]",0.901,0.438,0.245,1.727,0.011,0.012,1490.552,1382.898,1.003
"K_uu_weight[0, 5]",0.856,0.424,0.238,1.668,0.011,0.011,1473.117,1392.521,1.004
"K_uu_weight[0, 6]",0.805,0.408,0.187,1.559,0.011,0.011,1452.86,1379.811,1.004
"K_uu_weight[0, 7]",0.748,0.39,0.164,1.479,0.01,0.01,1427.048,1423.609,1.004
"K_uu_weight[0, 8]",0.689,0.371,0.168,1.411,0.01,0.01,1398.041,1465.601,1.004
"K_uu_weight[0, 9]",0.628,0.351,0.132,1.298,0.01,0.01,1368.728,1527.719,1.004
"K_uu_weight[0, 10]",0.566,0.33,0.1,1.203,0.009,0.009,1339.622,1537.082,1.004
"K_uu_weight[0, 11]",0.507,0.308,0.057,1.087,0.009,0.009,1310.789,1502.475,1.004
"K_uu_weight[0, 12]",0.449,0.286,0.05,0.992,0.008,0.008,1283.02,1473.498,1.004
"K_uu_weight[0, 13]",0.394,0.265,0.017,0.878,0.007,0.008,1258.957,1477.867,1.004
"K_uu_weight[0, 14]",0.343,0.243,0.01,0.788,0.007,0.007,1238.35,1447.475,1.004
"K_uu_weight[0, 15]",0.297,0.221,0.006,0.701,0.006,0.007,1223.447,1476.426,1.004
"K_uu_weight[0, 16]",0.254,0.2,0.004,0.614,0.006,0.006,1209.768,1381.119,1.005
"K_uu_weight[0, 17]",0.216,0.18,0.002,0.544,0.005,0.006,1197.231,1321.591,1.004
"K_uu_weight[0, 18]",0.183,0.161,0.001,0.478,0.005,0.005,1187.317,1268.023,1.003
"K_uu_weight[0, 19]",0.153,0.143,0.0,0.416,0.004,0.005,1179.254,1266.326,1.003
"K_uu_weight[0, 20]",0.128,0.126,0.0,0.357,0.004,0.004,1175.032,1265.984,1.002
"K_uu_weight[0, 21]",0.106,0.11,0.0,0.305,0.003,0.004,1171.092,1249.514,1.002
"K_uu_weight[0, 22]",0.087,0.096,0.0,0.258,0.003,0.004,1167.194,1249.199,1.002
"K_uu_weight[0, 23]",0.071,0.083,0.0,0.218,0.002,0.004,1163.9,1264.691,1.001
"K_uu_weight[0, 24]",0.058,0.071,0.0,0.184,0.002,0.003,1162.26,1298.531,1.001
"K_uu_weight[0, 25]",0.047,0.061,0.0,0.153,0.002,0.003,1160.028,1299.918,1.001
"K_uu_weight[0, 26]",0.038,0.052,0.0,0.127,0.001,0.003,1159.103,1318.715,1.001
"K_uu_weight[0, 27]",0.03,0.044,0.0,0.105,0.001,0.002,1157.379,1318.715,1.0
"K_uu_weight[0, 28]",0.024,0.037,0.0,0.087,0.001,0.002,1156.385,1300.764,1.0
"K_uu_weight[0, 29]",0.019,0.031,0.0,0.071,0.001,0.002,1155.144,1300.764,1.0
"K_uu_weight[0, 30]",0.015,0.026,0.0,0.058,0.001,0.002,1154.696,1300.764,1.0
"K_uu_weight[0, 31]",0.012,0.022,0.0,0.046,0.001,0.002,1153.096,1283.12,1.0
"K_uu_weight[0, 32]",0.009,0.018,0.0,0.037,0.0,0.002,1152.146,1283.12,1.0
"K_uu_weight[0, 33]",0.007,0.015,0.0,0.029,0.0,0.001,1152.715,1283.12,1.0
"K_uu_weight[0, 34]",0.006,0.012,0.0,0.022,0.0,0.001,1152.925,1283.12,1.0
"K_uu_weight[0, 35]",0.004,0.01,0.0,0.018,0.0,0.001,1152.299,1283.12,1.0
"K_uu_weight[0, 36]",0.003,0.008,0.0,0.014,0.0,0.001,1153.031,1283.12,1.0
"K_uu_weight[0, 37]",0.003,0.007,0.0,0.011,0.0,0.001,1152.693,1282.385,1.0
"K_uu_weight[0, 38]",0.002,0.005,0.0,0.008,0.0,0.001,1153.674,1282.385,1.0
"K_uu_weight[0, 39]",0.001,0.004,0.0,0.006,0.0,0.001,1152.862,1282.385,1.0
"K_uu_weight[0, 40]",0.001,0.004,0.0,0.005,0.0,0.001,1152.421,1282.385,1.0
"K_uu_weight[0, 41]",0.001,0.003,0.0,0.004,0.0,0.001,1152.591,1282.385,1.0
"K_uu_weight[0, 42]",0.001,0.002,0.0,0.003,0.0,0.0,1152.669,1282.385,1.001
"K_uu_weight[0, 43]",0.0,0.002,0.0,0.002,0.0,0.0,1152.82,1282.385,1.001
"K_uu_weight[0, 44]",0.0,0.002,0.0,0.001,0.0,0.0,1153.008,1282.385,1.001
"K_uu_weight[0, 45]",0.0,0.001,0.0,0.001,0.0,0.0,1153.453,1282.385,1.001
