,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"eta_inducing_raw[13, 1]",-0.171,0.996,-1.837,1.78,0.016,0.023,3880.113,1609.609,1.004
"eta_inducing_raw[14, 0]",0.49,0.9,-1.316,2.019,0.016,0.022,3209.339,1653.552,0.999
"eta_inducing_raw[14, 1]",-0.165,0.965,-2.037,1.532,0.017,0.023,3159.294,1542.138,1.002
"eta_inducing_raw[15, 0]",0.498,0.961,-1.308,2.139,0.015,0.029,4231.382,1653.954,1.005
"eta_inducing_raw[15, 1]",-0.197,0.966,-2.068,1.566,0.015,0.025,4035.84,1261.656,1.008
"eta_inducing_raw[16, 0]",0.48,0.983,-1.345,2.302,0.018,0.026,2994.196,1423.144,0.999
"eta_inducing_raw[16, 1]",-0.175,0.976,-2.142,1.573,0.019,0.023,2655.68,1460.674,0.999
"eta_inducing_raw[17, 0]",0.408,0.93,-1.364,2.117,0.015,0.021,3918.597,1740.179,1.0
"eta_inducing_raw[17, 1]",-0.199,1.0,-2.02,1.688,0.016,0.024,3829.155,1456.081,1.001
"eta_inducing_raw[18, 0]",0.397,0.943,-1.31,2.22,0.016,0.023,3648.775,1376.564,0.999
"eta_inducing_raw[18, 1]",-0.143,0.99,-2.144,1.558,0.016,0.023,3997.583,1451.724,1.004
"eta_inducing_raw[19, 0]",0.317,0.951,-1.562,2.035,0.016,0.024,3458.964,1306.823,1.002
"eta_inducing_raw[19, 1]",-0.129,0.952,-1.997,1.566,0.016,0.025,3723.604,1457.725,1.001
"eta_inducing_raw[20, 0]",0.267,0.945,-1.509,2.077,0.017,0.023,2999.169,1452.073,1.004
"eta_inducing_raw[20, 1]",-0.174,0.97,-1.923,1.747,0.015,0.025,4061.837,1298.282,1.0
"eta_inducing_raw[21, 0]",0.209,1.004,-1.678,2.081,0.019,0.03,2803.322,1317.937,1.005
"eta_inducing_raw[21, 1]",-0.14,0.967,-1.849,1.737,0.015,0.02,3890.878,1676.083,1.003
"eta_inducing_raw[22, 0]",0.129,0.978,-1.834,1.865,0.018,0.024,3079.266,1442.173,1.002
"eta_inducing_raw[22, 1]",-0.133,0.988,-1.921,1.74,0.016,0.024,3625.836,1339.65,1.0
"eta_inducing_raw[23, 0]",0.042,0.973,-1.738,1.889,0.019,0.023,2567.044,1364.903,1.005
"eta_inducing_raw[23, 1]",-0.117,1.006,-1.871,1.878,0.017,0.029,3763.318,1248.859,1.002
"eta_inducing_raw[24, 0]",-0.002,0.955,-1.731,1.678,0.018,0.018,2685.528,1624.28,1.001
"eta_inducing_raw[24, 1]",-0.12,0.973,-1.926,1.698,0.015,0.024,4259.249,1508.001,1.001
"eta_inducing_raw[25, 0]",-0.068,0.978,-1.832,1.787,0.019,0.022,2746.582,1500.769,1.001
"eta_inducing_raw[25, 1]",-0.121,0.989,-1.953,1.736,0.018,0.024,3203.111,1478.277,1.003
"eta_inducing_raw[26, 0]",-0.134,0.974,-2.04,1.606,0.017,0.023,3327.399,1400.67,1.006
"eta_inducing_raw[26, 1]",-0.129,0.982,-1.972,1.703,0.016,0.024,3766.574,1453.093,1.003
"eta_inducing_raw[27, 0]",-0.17,0.983,-1.905,1.76,0.017,0.025,3358.239,1321.76,1.002
"eta_inducing_raw[27, 1]",-0.12,1.021,-2.009,1.78,0.018,0.027,3207.595,1384.778,1.002
"eta_inducing_raw[28, 0]",-0.135,0.956,-1.961,1.594,0.016,0.025,3474.0,1317.769,1.0
"eta_inducing_raw[28, 1]",-0.106,0.966,-1.907,1.62,0.016,0.02,3484.569,1501.926,1.0
"eta_inducing_raw[29, 0]",-0.171,0.935,-1.982,1.45,0.017,0.022,2944.414,1554.348,1.004
"eta_inducing_raw[29, 1]",-0.102,0.964,-2.013,1.59,0.017,0.028,3280.635,1453.717,1.001
"eta_inducing_raw[30, 0]",-0.1,0.962,-1.888,1.67,0.016,0.028,3716.017,1438.258,1.004
"eta_inducing_raw[30, 1]",-0.109,1.028,-1.977,1.787,0.017,0.025,3538.087,1493.858,1.004
"eta_inducing_raw[31, 0]",-0.008,0.92,-1.829,1.666,0.018,0.021,2655.444,1480.434,1.004
"eta_inducing_raw[31, 1]",-0.098,0.998,-1.834,1.863,0.017,0.024,3521.462,1425.945,1.006
"eta_inducing_raw[32, 0]",0.043,0.917,-1.751,1.647,0.018,0.021,2692.714,1532.467,1.001
"eta_inducing_raw[32, 1]",-0.093,0.988,-1.923,1.812,0.018,0.025,3124.421,1515.738,1.003
"eta_inducing_raw[33, 0]",0.153,0.953,-1.618,1.905,0.017,0.021,3214.409,1389.356,1.001
"eta_inducing_raw[33, 1]",-0.095,0.978,-1.883,1.769,0.016,0.026,3549.353,1442.891,1.002
"eta_inducing_raw[34, 0]",0.273,0.947,-1.442,2.099,0.015,0.027,4210.03,1452.503,1.0
"eta_inducing_raw[34, 1]",-0.104,0.961,-2.011,1.622,0.017,0.025,3204.296,1534.923,1.0
"eta_inducing_raw[35, 0]",0.297,0.925,-1.421,1.977,0.017,0.02,2991.739,1699.513,1.002
"eta_inducing_raw[35, 1]",-0.106,0.98,-1.922,1.752,0.016,0.023,3670.275,1507.773,1.003
"eta_inducing_raw[36, 0]",0.354,0.907,-1.39,2.056,0.016,0.022,3218.607,1304.921,1.002
"eta_inducing_raw[36, 1]",-0.085,1.004,-2.026,1.79,0.017,0.025,3371.746,1340.438,1.002
"eta_inducing_raw[37, 0]",0.377,0.941,-1.594,1.961,0.016,0.024,3454.333,1421.829,1.0
"eta_inducing_raw[37, 1]",-0.062,0.987,-1.894,1.817,0.017,0.023,3576.433,1547.977,1.001
"eta_inducing_raw[38, 0]",0.356,0.935,-1.404,2.087,0.017,0.02,2999.601,1451.258,1.0
"eta_inducing_raw[38, 1]",-0.059,1.049,-2.108,1.782,0.017,0.032,3867.986,1005.393,1.008
"eta_inducing_raw[39, 0]",0.393,0.925,-1.351,2.122,0.017,0.024,3143.674,1196.579,1.001
"eta_inducing_raw[39, 1]",-0.045,0.992,-1.781,1.819,0.017,0.024,3388.989,1373.917,1.001
"eta_inducing_raw[40, 0]",0.361,0.92,-1.275,2.064,0.018,0.024,2616.83,1304.564,1.001
"eta_inducing_raw[40, 1]",-0.062,0.985,-1.895,1.784,0.016,0.023,3655.312,1485.51,1.004
"eta_inducing_raw[41, 0]",0.318,0.943,-1.559,2.013,0.017,0.023,3212.535,1360.409,1.004
"eta_inducing_raw[41, 1]",-0.045,0.991,-2.084,1.668,0.017,0.026,3531.533,1237.407,1.0
"eta_inducing_raw[42, 0]",0.25,0.965,-1.643,1.969,0.017,0.022,3138.854,1514.36,1.005
"eta_inducing_raw[42, 1]",-0.049,1.016,-1.965,1.819,0.017,0.025,3387.822,1281.786,1.002
"eta_inducing_raw[43, 0]",0.22,0.97,-1.627,2.046,0.016,0.022,3657.085,1728.674,1.002
"eta_inducing_raw[43, 1]",-0.044,1.027,-1.834,1.999,0.014,0.027,5066.078,1365.911,1.005
"eta_inducing_raw[44, 0]",0.139,0.975,-1.654,1.981,0.018,0.025,3033.999,1512.405,1.004
"eta_inducing_raw[44, 1]",-0.027,1.008,-1.905,1.803,0.017,0.026,3286.54,1485.821,1.001
"eta_inducing_raw[45, 0]",0.113,1.002,-1.7,1.973,0.017,0.022,3317.775,1584.624,1.004
"eta_inducing_raw[45, 1]",-0.033,0.987,-1.879,1.815,0.017,0.028,3321.061,1168.241,1.0
"eta_inducing_raw[46, 0]",0.061,0.963,-1.701,1.86,0.018,0.022,2764.308,1401.133,1.001
"eta_inducing_raw[46, 1]",-0.019,0.999,-1.846,1.913,0.016,0.025,4059.246,1459.339,1.001
"eta_inducing_raw[47, 0]",0.092,1.019,-1.789,2.13,0.016,0.028,4340.502,1503.447,1.0
"eta_inducing_raw[47, 1]",-0.026,1.061,-2.114,1.793,0.018,0.028,3593.089,1457.977,1.006
"eta_inducing_raw[48, 0]",0.039,1.017,-1.86,1.957,0.017,0.024,3412.553,1377.822,1.0
"eta_inducing_raw[48, 1]",-0.028,0.997,-2.064,1.644,0.016,0.024,3866.148,1566.669,1.004
"eta_inducing_raw[49, 0]",0.016,1.018,-1.732,1.993,0.017,0.027,3737.495,1596.835,1.001
"eta_inducing_raw[49, 1]",-0.044,1.005,-1.769,1.995,0.016,0.024,3714.445,1330.407,1.003
"eta_inducing[0, 0]",-1.663,0.467,-2.501,-0.781,0.01,0.011,2095.74,1411.646,0.999
"eta_inducing[0, 1]",-1.22,0.49,-2.067,-0.392,0.014,0.011,1219.642,1490.39,1.002
"eta_inducing[1, 0]",-0.557,0.745,-1.953,0.836,0.016,0.017,2182.784,1222.629,1.003
"eta_inducing[1, 1]",-0.053,0.761,-1.325,1.516,0.017,0.018,2096.168,1180.213,1.003
"eta_inducing[2, 0]",-0.655,0.959,-2.461,1.154,0.019,0.019,2586.318,1453.646,1.001
"eta_inducing[2, 1]",-0.032,0.895,-1.762,1.549,0.017,0.022,2928.068,1381.571,1.002
"eta_inducing[3, 0]",-0.778,0.921,-2.398,0.944,0.016,0.023,3444.904,1533.651,1.0
"eta_inducing[3, 1]",-0.031,0.95,-1.8,1.786,0.02,0.024,2284.369,1223.706,1.001
"eta_inducing[4, 0]",-0.657,0.919,-2.404,1.064,0.018,0.021,2634.003,1264.996,1.001
"eta_inducing[4, 1]",-0.078,0.958,-1.77,1.697,0.017,0.022,3374.3,1608.32,1.0
"eta_inducing[5, 0]",-0.538,0.956,-2.324,1.265,0.018,0.023,2826.715,1485.0,1.0
"eta_inducing[5, 1]",-0.109,0.986,-1.96,1.633,0.017,0.023,3475.492,1466.634,1.0
"eta_inducing[6, 0]",-0.39,0.964,-2.176,1.401,0.017,0.023,3112.655,1380.899,1.002
"eta_inducing[6, 1]",-0.086,0.963,-1.851,1.739,0.016,0.024,3705.988,1518.664,0.999
"eta_inducing[7, 0]",-0.259,0.973,-2.131,1.511,0.016,0.025,3789.603,1752.264,1.002
"eta_inducing[7, 1]",-0.096,1.018,-2.178,1.687,0.018,0.024,3299.649,1518.43,1.002
"eta_inducing[8, 0]",-0.103,0.943,-1.777,1.769,0.018,0.024,2923.783,1408.854,1.0
"eta_inducing[8, 1]",-0.121,0.982,-1.996,1.655,0.015,0.029,4500.792,1456.415,1.0
"eta_inducing[9, 0]",0.043,0.968,-1.748,1.867,0.018,0.024,3115.902,1367.756,1.005
"eta_inducing[9, 1]",-0.143,0.985,-1.85,1.689,0.019,0.027,2784.112,1351.301,1.009
"eta_inducing[10, 0]",0.195,0.998,-1.725,1.991,0.015,0.023,4185.041,1497.895,1.002
"eta_inducing[10, 1]",-0.201,0.977,-1.996,1.684,0.016,0.023,3724.873,1381.18,1.003
"eta_inducing[11, 0]",0.31,1.013,-1.679,2.049,0.017,0.024,3555.744,1500.309,1.0
"eta_inducing[11, 1]",-0.183,0.997,-1.915,1.841,0.018,0.023,3057.291,1523.727,1.002
"eta_inducing[12, 0]",0.354,0.952,-1.344,2.111,0.017,0.022,3327.906,1514.419,1.0
"eta_inducing[12, 1]",-0.207,0.972,-2.001,1.603,0.018,0.021,2881.439,1734.235,1.002
"eta_inducing[13, 0]",0.498,0.991,-1.445,2.285,0.016,0.023,3623.999,1505.91,1.0
"eta_inducing[13, 1]",-0.171,0.996,-1.837,1.78,0.016,0.023,3880.113,1609.609,1.004
"eta_inducing[14, 0]",0.49,0.9,-1.316,2.019,0.016,0.022,3209.339,1653.552,0.999
"eta_inducing[14, 1]",-0.165,0.965,-2.037,1.532,0.017,0.023,3159.294,1542.138,1.002
"eta_inducing[15, 0]",0.498,0.961,-1.308,2.139,0.015,0.029,4231.382,1653.954,1.005
"eta_inducing[15, 1]",-0.197,0.966,-2.068,1.566,0.015,0.025,4035.84,1261.656,1.008
"eta_inducing[16, 0]",0.48,0.983,-1.345,2.302,0.018,0.026,2994.196,1423.144,0.999
"eta_inducing[16, 1]",-0.175,0.976,-2.142,1.573,0.019,0.023,2655.68,1460.674,0.999
"eta_inducing[17, 0]",0.408,0.93,-1.364,2.117,0.015,0.021,3918.597,1740.179,1.0
"eta_inducing[17, 1]",-0.199,1.0,-2.02,1.688,0.016,0.024,3829.155,1456.081,1.001
"eta_inducing[18, 0]",0.397,0.943,-1.31,2.22,0.016,0.023,3648.775,1376.564,0.999
"eta_inducing[18, 1]",-0.143,0.99,-2.144,1.558,0.016,0.023,3997.583,1451.724,1.004
"eta_inducing[19, 0]",0.317,0.951,-1.562,2.035,0.016,0.024,3458.964,1306.823,1.002
"eta_inducing[19, 1]",-0.129,0.952,-1.997,1.566,0.016,0.025,3723.604,1457.725,1.001
"eta_inducing[20, 0]",0.267,0.945,-1.509,2.077,0.017,0.023,2999.169,1452.073,1.004
"eta_inducing[20, 1]",-0.174,0.97,-1.923,1.747,0.015,0.025,4061.837,1298.282,1.0
"eta_inducing[21, 0]",0.209,1.004,-1.678,2.081,0.019,0.03,2803.322,1317.937,1.005
"eta_inducing[21, 1]",-0.14,0.967,-1.849,1.737,0.015,0.02,3890.878,1676.083,1.003
"eta_inducing[22, 0]",0.129,0.978,-1.834,1.865,0.018,0.024,3079.266,1442.173,1.002
"eta_inducing[22, 1]",-0.133,0.988,-1.921,1.74,0.016,0.024,3625.836,1339.65,1.0
"eta_inducing[23, 0]",0.042,0.973,-1.738,1.889,0.019,0.023,2567.044,1364.903,1.005
"eta_inducing[23, 1]",-0.117,1.006,-1.871,1.878,0.017,0.029,3763.318,1248.859,1.002
"eta_inducing[24, 0]",-0.002,0.955,-1.731,1.678,0.018,0.018,2685.528,1624.28,1.001
"eta_inducing[24, 1]",-0.12,0.973,-1.926,1.698,0.015,0.024,4259.249,1508.001,1.001
"eta_inducing[25, 0]",-0.068,0.978,-1.832,1.787,0.019,0.022,2746.582,1500.769,1.001
"eta_inducing[25, 1]",-0.121,0.989,-1.953,1.736,0.018,0.024,3203.111,1478.277,1.003
"eta_inducing[26, 0]",-0.134,0.974,-2.04,1.606,0.017,0.023,3327.399,1400.67,1.006
"eta_inducing[26, 1]",-0.129,0.982,-1.972,1.703,0.016,0.024,3766.574,1453.093,1.003
"eta_inducing[27, 0]",-0.17,0.983,-1.905,1.76,0.017,0.025,3358.239,1321.76,1.002
"eta_inducing[27, 1]",-0.12,1.021,-2.009,1.78,0.018,0.027,3207.595,1384.778,1.002
"eta_inducing[28, 0]",-0.135,0.956,-1.961,1.594,0.016,0.025,3474.0,1317.769,1.0
"eta_inducing[28, 1]",-0.106,0.966,-1.907,1.62,0.016,0.02,3484.569,1501.926,1.0
"eta_inducing[29, 0]",-0.171,0.935,-1.982,1.45,0.017,0.022,2944.414,1554.348,1.004
"eta_inducing[29, 1]",-0.102,0.964,-2.013,1.59,0.017,0.028,3280.635,1453.717,1.001
"eta_inducing[30, 0]",-0.1,0.962,-1.888,1.67,0.016,0.028,3716.017,1438.258,1.004
"eta_inducing[30, 1]",-0.109,1.028,-1.977,1.787,0.017,0.025,3538.087,1493.858,1.004
"eta_inducing[31, 0]",-0.008,0.92,-1.829,1.666,0.018,0.021,2655.444,1480.434,1.004
"eta_inducing[31, 1]",-0.098,0.998,-1.834,1.863,0.017,0.024,3521.462,1425.945,1.006
"eta_inducing[32, 0]",0.043,0.917,-1.751,1.647,0.018,0.021,2692.714,1532.467,1.001
"eta_inducing[32, 1]",-0.093,0.988,-1.923,1.812,0.018,0.025,3124.421,1515.738,1.003
"eta_inducing[33, 0]",0.153,0.953,-1.618,1.905,0.017,0.021,3214.409,1389.356,1.001
"eta_inducing[33, 1]",-0.095,0.978,-1.883,1.769,0.016,0.026,3549.353,1442.891,1.002
"eta_inducing[34, 0]",0.273,0.947,-1.442,2.099,0.015,0.027,4210.03,1452.503,1.0
"eta_inducing[34, 1]",-0.104,0.961,-2.011,1.622,0.017,0.025,3204.296,1534.923,1.0
"eta_inducing[35, 0]",0.297,0.925,-1.421,1.977,0.017,0.02,2991.739,1699.513,1.002
"eta_inducing[35, 1]",-0.106,0.98,-1.922,1.752,0.016,0.023,3670.275,1507.773,1.003
"eta_inducing[36, 0]",0.354,0.907,-1.39,2.056,0.016,0.022,3218.607,1304.921,1.002
"eta_inducing[36, 1]",-0.085,1.004,-2.026,1.79,0.017,0.025,3371.746,1340.438,1.002
"eta_inducing[37, 0]",0.377,0.941,-1.594,1.961,0.016,0.024,3454.333,1421.829,1.0
"eta_inducing[37, 1]",-0.062,0.987,-1.894,1.817,0.017,0.023,3576.433,1547.977,1.001
"eta_inducing[38, 0]",0.356,0.935,-1.404,2.087,0.017,0.02,2999.601,1451.258,1.0
"eta_inducing[38, 1]",-0.059,1.049,-2.108,1.782,0.017,0.032,3867.986,1005.393,1.008
"eta_inducing[39, 0]",0.393,0.925,-1.351,2.122,0.017,0.024,3143.674,1196.579,1.001
"eta_inducing[39, 1]",-0.045,0.992,-1.781,1.819,0.017,0.024,3388.989,1373.917,1.001
"eta_inducing[40, 0]",0.361,0.92,-1.275,2.064,0.018,0.024,2616.83,1304.564,1.001
"eta_inducing[40, 1]",-0.062,0.985,-1.895,1.784,0.016,0.023,3655.312,1485.51,1.004
"eta_inducing[41, 0]",0.318,0.943,-1.559,2.013,0.017,0.023,3212.535,1360.409,1.004
"eta_inducing[41, 1]",-0.045,0.991,-2.084,1.668,0.017,0.026,3531.533,1237.407,1.0
"eta_inducing[42, 0]",0.25,0.965,-1.643,1.969,0.017,0.022,3138.854,1514.36,1.005
"eta_inducing[42, 1]",-0.049,1.016,-1.965,1.819,0.017,0.025,3387.822,1281.786,1.002
"eta_inducing[43, 0]",0.22,0.97,-1.627,2.046,0.016,0.022,3657.085,1728.674,1.002
"eta_inducing[43, 1]",-0.044,1.027,-1.834,1.999,0.014,0.027,5066.078,1365.911,1.005
"eta_inducing[44, 0]",0.139,0.975,-1.654,1.981,0.018,0.025,3033.999,1512.405,1.004
"eta_inducing[44, 1]",-0.027,1.008,-1.905,1.803,0.017,0.026,3286.54,1485.821,1.001
"eta_inducing[45, 0]",0.113,1.002,-1.7,1.973,0.017,0.022,3317.775,1584.624,1.004
"eta_inducing[45, 1]",-0.033,0.987,-1.879,1.815,0.017,0.028,3321.061,1168.241,1.0
"eta_inducing[46, 0]",0.061,0.963,-1.701,1.86,0.018,0.022,2764.308,1401.133,1.001
"eta_inducing[46, 1]",-0.019,0.999,-1.846,1.913,0.016,0.025,4059.246,1459.339,1.001
"eta_inducing[47, 0]",0.092,1.019,-1.789,2.13,0.016,0.028,4340.502,1503.447,1.0
"eta_inducing[47, 1]",-0.026,1.061,-2.114,1.793,0.018,0.028,3593.089,1457.977,1.006
"eta_inducing[48, 0]",0.039,1.017,-1.86,1.957,0.017,0.024,3412.553,1377.822,1.0
"eta_inducing[48, 1]",-0.028,0.997,-2.064,1.644,0.016,0.024,3866.148,1566.669,1.004
"eta_inducing[49, 0]",0.016,1.018,-1.732,1.993,0.017,0.027,3737.495,1596.835,1.001
"eta_inducing[49, 1]",-0.044,1.005,-1.769,1.995,0.016,0.024,3714.445,1330.407,1.003
"K_uu_weight[0, 0]",1.001,0.445,0.311,1.813,0.011,0.012,1605.742,1528.315,1.0
"K_uu_weight[0, 1]",0.995,0.443,0.309,1.8,0.011,0.012,1604.006,1553.939,1.0
"K_uu_weight[0, 2]",0.978,0.438,0.301,1.768,0.011,0.011,1597.61,1515.176,1.0
"K_uu_weight[0, 3]",0.95,0.429,0.291,1.722,0.01,0.011,1590.899,1539.244,1.0
"K_uu_weight[0, 4]",0.912,0.417,0.276,1.673,0.01,0.011,1578.433,1514.381,1.0
"K_uu_weight[0, 5]",0.866,0.403,0.256,1.597,0.01,0.011,1560.265,1515.004,1.0
"K_uu_weight[0, 6]",0.813,0.387,0.255,1.535,0.009,0.01,1535.929,1401.988,1.001
"K_uu_weight[0, 7]",0.755,0.369,0.203,1.417,0.009,0.01,1506.308,1333.87,1.001
"K_uu_weight[0, 8]",0.694,0.351,0.154,1.302,0.009,0.01,1478.502,1387.78,1.001
"K_uu_weight[0, 9]",0.632,0.332,0.134,1.203,0.008,0.009,1448.036,1408.263,1.001
"K_uu_weight[0, 10]",0.569,0.313,0.09,1.086,0.008,0.009,1414.467,1308.678,1.001
"K_uu_weight[0, 11]",0.508,0.293,0.068,0.996,0.007,0.009,1384.289,1286.967,1.001
"K_uu_weight[0, 12]",0.449,0.273,0.046,0.906,0.007,0.008,1358.295,1278.435,1.001
"K_uu_weight[0, 13]",0.394,0.252,0.034,0.825,0.006,0.008,1335.216,1402.432,1.001
"K_uu_weight[0, 14]",0.343,0.232,0.02,0.74,0.006,0.007,1316.46,1538.556,1.001
"K_uu_weight[0, 15]",0.296,0.212,0.011,0.659,0.005,0.007,1298.927,1540.552,1.002
"K_uu_weight[0, 16]",0.253,0.192,0.006,0.582,0.005,0.007,1282.823,1492.087,1.002
"K_uu_weight[0, 17]",0.215,0.174,0.004,0.517,0.005,0.006,1272.438,1425.477,1.002
"K_uu_weight[0, 18]",0.181,0.155,0.002,0.449,0.004,0.006,1261.066,1446.533,1.002
"K_uu_weight[0, 19]",0.152,0.138,0.001,0.389,0.004,0.006,1254.277,1426.407,1.002
"K_uu_weight[0, 20]",0.127,0.122,0.0,0.337,0.003,0.005,1244.742,1426.901,1.002
"K_uu_weight[0, 21]",0.105,0.108,0.0,0.288,0.003,0.005,1238.785,1448.927,1.002
"K_uu_weight[0, 22]",0.086,0.094,0.0,0.247,0.002,0.005,1232.122,1448.927,1.002
"K_uu_weight[0, 23]",0.07,0.082,0.0,0.207,0.002,0.005,1227.075,1427.167,1.002
"K_uu_weight[0, 24]",0.057,0.071,0.0,0.172,0.002,0.004,1222.348,1405.923,1.002
"K_uu_weight[0, 25]",0.046,0.061,0.0,0.142,0.002,0.004,1217.353,1406.052,1.002
"K_uu_weight[0, 26]",0.037,0.053,0.0,0.117,0.001,0.004,1214.424,1385.707,1.002
"K_uu_weight[0, 27]",0.03,0.045,0.0,0.097,0.001,0.004,1210.356,1385.707,1.002
"K_uu_weight[0, 28]",0.024,0.038,0.0,0.08,0.001,0.004,1208.035,1385.707,1.002
"K_uu_weight[0, 29]",0.019,0.033,0.0,0.065,0.001,0.003,1206.341,1385.707,1.002
"K_uu_weight[0, 30]",0.015,0.028,0.0,0.052,0.001,0.003,1203.435,1365.793,1.002
"K_uu_weight[0, 31]",0.012,0.024,0.0,0.042,0.001,0.003,1201.357,1346.443,1.002
"K_uu_weight[0, 32]",0.009,0.02,0.0,0.033,0.001,0.003,1199.831,1346.443,1.002
"K_uu_weight[0, 33]",0.007,0.017,0.0,0.026,0.0,0.003,1198.038,1365.793,1.002
"K_uu_weight[0, 34]",0.005,0.014,0.0,0.02,0.0,0.002,1196.829,1346.268,1.002
"K_uu_weight[0, 35]",0.004,0.012,0.0,0.016,0.0,0.002,1196.187,1365.673,1.002
"K_uu_weight[0, 36]",0.003,0.01,0.0,0.012,0.0,0.002,1194.398,1365.673,1.002
"K_uu_weight[0, 37]",0.003,0.009,0.0,0.009,0.0,0.002,1193.862,1346.327,1.002
"K_uu_weight[0, 38]",0.002,0.008,0.0,0.007,0.0,0.002,1193.362,1346.327,1.002
"K_uu_weight[0, 39]",0.001,0.006,0.0,0.006,0.0,0.001,1192.806,1346.327,1.002
"K_uu_weight[0, 40]",0.001,0.005,0.0,0.004,0.0,0.001,1190.49,1346.327,1.002
"K_uu_weight[0, 41]",0.001,0.005,0.0,0.003,0.0,0.001,1189.313,1346.327,1.002
"K_uu_weight[0, 42]",0.001,0.004,0.0,0.002,0.0,0.001,1188.224,1346.385,1.002
"K_uu_weight[0, 43]",0.001,0.003,0.0,0.002,0.0,0.001,1187.605,1346.385,1.002
"K_uu_weight[0, 44]",0.0,0.003,0.0,0.001,0.0,0.001,1186.811,1346.385,1.002
"K_uu_weight[0, 45]",0.0,0.002,0.0,0.001,0.0,0.001,1186.517,1346.385,1.002
