,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"eta_inducing_raw[12, 1]",-0.204,1.007,-2.082,1.64,0.017,0.026,3333.536,1575.233,1.001
"eta_inducing_raw[13, 0]",0.435,0.91,-1.279,2.125,0.018,0.022,2570.503,1634.492,1.006
"eta_inducing_raw[13, 1]",-0.198,1.007,-2.045,1.757,0.022,0.023,2053.58,1337.88,1.002
"eta_inducing_raw[14, 0]",0.482,0.955,-1.301,2.262,0.02,0.02,2274.617,1472.945,1.002
"eta_inducing_raw[14, 1]",-0.201,1.025,-2.03,1.678,0.02,0.025,2718.095,1173.329,1.0
"eta_inducing_raw[15, 0]",0.481,0.94,-1.196,2.303,0.019,0.022,2463.653,1292.442,1.003
"eta_inducing_raw[15, 1]",-0.222,0.981,-2.091,1.564,0.019,0.023,2633.794,1203.789,1.003
"eta_inducing_raw[16, 0]",0.451,0.958,-1.314,2.296,0.02,0.022,2420.301,1518.938,1.004
"eta_inducing_raw[16, 1]",-0.179,0.967,-1.915,1.738,0.019,0.024,2585.473,1172.166,1.002
"eta_inducing_raw[17, 0]",0.409,0.944,-1.406,2.124,0.019,0.021,2478.355,1561.039,1.001
"eta_inducing_raw[17, 1]",-0.161,0.994,-2.028,1.662,0.02,0.023,2488.05,1397.651,1.001
"eta_inducing_raw[18, 0]",0.362,0.936,-1.293,2.26,0.019,0.021,2440.532,1395.687,1.001
"eta_inducing_raw[18, 1]",-0.135,0.994,-1.978,1.773,0.016,0.027,3701.373,1298.131,1.002
"eta_inducing_raw[19, 0]",0.309,0.957,-1.676,1.978,0.02,0.021,2297.75,1453.955,1.0
"eta_inducing_raw[19, 1]",-0.175,0.96,-2.037,1.456,0.018,0.021,2920.275,1320.637,1.001
"eta_inducing_raw[20, 0]",0.256,0.942,-1.452,2.047,0.017,0.021,2994.104,1592.834,1.008
"eta_inducing_raw[20, 1]",-0.204,0.98,-2.16,1.535,0.018,0.027,2910.295,1422.084,1.003
"eta_inducing_raw[21, 0]",0.21,0.972,-1.516,2.179,0.019,0.021,2526.242,1398.326,1.002
"eta_inducing_raw[21, 1]",-0.141,0.969,-2.094,1.579,0.019,0.022,2644.619,1625.768,1.0
"eta_inducing_raw[22, 0]",0.129,0.955,-1.595,1.946,0.019,0.019,2609.071,1536.113,1.002
"eta_inducing_raw[22, 1]",-0.128,0.98,-1.93,1.67,0.02,0.023,2399.263,1522.279,1.004
"eta_inducing_raw[23, 0]",0.087,0.983,-1.871,1.862,0.023,0.024,1741.394,1452.888,1.004
"eta_inducing_raw[23, 1]",-0.106,0.98,-1.97,1.647,0.02,0.024,2320.157,1490.827,1.003
"eta_inducing_raw[24, 0]",-0.045,0.953,-1.895,1.619,0.021,0.02,2056.764,1441.366,1.003
"eta_inducing_raw[24, 1]",-0.136,0.964,-1.916,1.628,0.018,0.023,2852.925,1605.462,1.004
"eta_inducing_raw[25, 0]",-0.095,0.96,-1.884,1.701,0.019,0.024,2467.029,1536.069,1.003
"eta_inducing_raw[25, 1]",-0.13,1.009,-2.055,1.721,0.02,0.027,2527.233,1363.23,1.003
"eta_inducing_raw[26, 0]",-0.111,0.927,-1.881,1.549,0.018,0.02,2657.083,1705.796,1.001
"eta_inducing_raw[26, 1]",-0.103,0.979,-1.977,1.759,0.017,0.024,3537.947,1624.968,1.0
"eta_inducing_raw[27, 0]",-0.165,0.959,-2.035,1.597,0.02,0.025,2444.97,1007.763,1.0
"eta_inducing_raw[27, 1]",-0.067,1.0,-1.766,1.91,0.016,0.024,3847.032,1603.111,0.999
"eta_inducing_raw[28, 0]",-0.199,0.946,-1.987,1.489,0.017,0.022,2934.863,1655.592,1.003
"eta_inducing_raw[28, 1]",-0.076,0.952,-1.99,1.53,0.02,0.022,2280.374,1556.331,1.008
"eta_inducing_raw[29, 0]",-0.153,0.922,-1.82,1.639,0.018,0.021,2500.988,1495.928,1.002
"eta_inducing_raw[29, 1]",-0.063,1.02,-2.106,1.711,0.017,0.024,3667.229,1540.604,1.0
"eta_inducing_raw[30, 0]",-0.087,0.928,-1.887,1.606,0.02,0.018,2112.538,1496.26,1.002
"eta_inducing_raw[30, 1]",-0.101,1.024,-1.942,1.728,0.019,0.025,2853.486,1262.356,1.001
"eta_inducing_raw[31, 0]",-0.059,0.918,-1.783,1.708,0.018,0.021,2482.104,1527.566,1.0
"eta_inducing_raw[31, 1]",-0.064,0.979,-1.878,1.771,0.019,0.022,2686.736,1450.891,1.001
"eta_inducing_raw[32, 0]",0.034,0.955,-1.662,1.812,0.02,0.021,2220.953,1453.166,1.0
"eta_inducing_raw[32, 1]",-0.058,0.985,-1.851,1.806,0.02,0.023,2472.479,1387.189,1.002
"eta_inducing_raw[33, 0]",0.144,0.915,-1.506,1.883,0.016,0.023,3166.315,1478.347,1.004
"eta_inducing_raw[33, 1]",-0.051,1.025,-1.971,1.86,0.021,0.022,2366.275,1370.841,1.0
"eta_inducing_raw[34, 0]",0.25,0.927,-1.435,2.082,0.019,0.022,2455.859,1641.535,1.005
"eta_inducing_raw[34, 1]",-0.038,0.984,-1.975,1.722,0.018,0.023,2995.389,1411.407,1.001
"eta_inducing_raw[35, 0]",0.3,0.958,-1.545,2.04,0.017,0.022,3144.716,1461.077,1.001
"eta_inducing_raw[35, 1]",-0.016,1.022,-1.903,1.862,0.018,0.028,3444.374,1475.065,1.002
"eta_inducing_raw[36, 0]",0.348,0.965,-1.635,2.035,0.017,0.023,3348.109,1602.648,1.0
"eta_inducing_raw[36, 1]",-0.033,1.007,-1.918,1.725,0.018,0.024,3112.953,1267.166,1.002
"eta_inducing_raw[37, 0]",0.405,0.976,-1.493,2.157,0.019,0.025,2533.601,1739.513,0.999
"eta_inducing_raw[37, 1]",-0.06,1.002,-1.863,1.804,0.017,0.023,3628.409,1775.011,1.0
"eta_inducing_raw[38, 0]",0.4,0.965,-1.484,2.077,0.021,0.023,2076.123,1322.641,1.0
"eta_inducing_raw[38, 1]",-0.033,1.009,-1.904,1.88,0.019,0.026,2938.84,1344.983,0.999
"eta_inducing_raw[39, 0]",0.314,0.915,-1.42,1.989,0.019,0.02,2378.738,1406.056,1.002
"eta_inducing_raw[39, 1]",-0.039,1.016,-2.109,1.717,0.019,0.023,2911.301,1326.449,1.001
"eta_inducing_raw[40, 0]",0.303,0.94,-1.406,2.088,0.017,0.022,3012.347,1522.527,1.002
"eta_inducing_raw[40, 1]",-0.034,0.952,-1.984,1.711,0.018,0.026,2751.453,1383.454,1.005
"eta_inducing_raw[41, 0]",0.319,0.99,-1.476,2.301,0.017,0.023,3300.973,1694.582,1.004
"eta_inducing_raw[41, 1]",-0.02,1.016,-1.94,1.866,0.019,0.025,3010.09,1331.93,1.001
"eta_inducing_raw[42, 0]",0.293,0.975,-1.52,2.136,0.02,0.022,2318.334,1556.228,1.002
"eta_inducing_raw[42, 1]",-0.038,1.016,-1.941,1.868,0.018,0.024,3309.949,1207.865,0.999
"eta_inducing_raw[43, 0]",0.195,0.962,-1.729,1.921,0.02,0.022,2337.836,1312.613,1.003
"eta_inducing_raw[43, 1]",-0.032,0.984,-1.74,1.893,0.015,0.026,4201.033,1482.868,1.004
"eta_inducing_raw[44, 0]",0.144,0.987,-1.755,1.945,0.019,0.022,2663.618,1627.262,1.002
"eta_inducing_raw[44, 1]",0.004,1.015,-1.886,1.927,0.022,0.025,2156.59,1297.8,1.0
"eta_inducing_raw[45, 0]",0.135,0.935,-1.671,1.836,0.02,0.022,2178.738,1351.91,1.0
"eta_inducing_raw[45, 1]",-0.029,0.965,-1.856,1.809,0.018,0.024,2887.759,1619.147,1.008
"eta_inducing_raw[46, 0]",0.086,1.006,-1.773,1.966,0.018,0.023,3066.382,1427.039,1.003
"eta_inducing_raw[46, 1]",-0.001,0.992,-1.833,1.872,0.02,0.023,2409.5,1544.644,1.001
"eta_inducing_raw[47, 0]",0.053,1.02,-1.767,1.943,0.021,0.023,2419.353,1372.913,1.002
"eta_inducing_raw[47, 1]",-0.017,0.942,-1.616,1.982,0.018,0.023,2586.31,1477.552,1.0
"eta_inducing_raw[48, 0]",0.041,0.963,-1.638,1.921,0.017,0.023,3325.306,1419.275,1.001
"eta_inducing_raw[48, 1]",-0.009,0.954,-1.851,1.81,0.018,0.024,2688.166,1225.408,1.0
"eta_inducing_raw[49, 0]",0.019,1.039,-1.889,1.965,0.02,0.024,2804.468,1341.909,1.001
"eta_inducing_raw[49, 1]",0.01,1.02,-1.924,1.801,0.019,0.023,2997.296,1414.626,1.001
"eta_inducing[0, 0]",-1.666,0.484,-2.608,-0.817,0.013,0.011,1515.526,1374.455,1.001
"eta_inducing[0, 1]",-1.316,0.486,-2.227,-0.479,0.017,0.014,841.47,956.97,1.0
"eta_inducing[1, 0]",-0.59,0.796,-2.009,0.893,0.021,0.019,1497.062,1429.704,1.003
"eta_inducing[1, 1]",-0.022,0.639,-1.124,1.269,0.017,0.015,1348.264,1262.832,1.003
"eta_inducing[2, 0]",-0.696,0.948,-2.509,1.085,0.02,0.025,2207.121,1265.868,1.007
"eta_inducing[2, 1]",-0.031,0.89,-1.607,1.669,0.022,0.019,1699.321,1464.471,1.003
"eta_inducing[3, 0]",-0.796,0.908,-2.422,0.938,0.018,0.021,2547.751,1263.063,1.001
"eta_inducing[3, 1]",-0.106,0.977,-1.947,1.659,0.021,0.023,2235.795,1444.402,1.008
"eta_inducing[4, 0]",-0.64,0.924,-2.376,1.046,0.019,0.022,2326.622,1419.327,1.001
"eta_inducing[4, 1]",-0.088,0.998,-1.922,1.82,0.024,0.028,1819.075,1309.429,1.004
"eta_inducing[5, 0]",-0.571,0.965,-2.303,1.376,0.02,0.024,2313.783,1404.22,1.001
"eta_inducing[5, 1]",-0.132,0.95,-2.06,1.536,0.018,0.02,2983.94,1490.88,1.001
"eta_inducing[6, 0]",-0.407,0.954,-2.222,1.371,0.019,0.021,2489.087,1591.081,1.0
"eta_inducing[6, 1]",-0.161,0.942,-1.941,1.6,0.019,0.019,2562.762,1506.258,1.002
"eta_inducing[7, 0]",-0.273,0.953,-2.026,1.547,0.02,0.021,2278.574,1398.255,1.002
"eta_inducing[7, 1]",-0.189,0.977,-2.022,1.688,0.022,0.022,2055.544,1314.872,1.001
"eta_inducing[8, 0]",-0.106,0.933,-1.893,1.636,0.018,0.02,2701.468,1646.778,1.008
"eta_inducing[8, 1]",-0.186,0.974,-1.814,1.78,0.019,0.022,2554.588,1331.737,1.002
"eta_inducing[9, 0]",0.023,0.957,-1.695,1.865,0.02,0.022,2320.151,1430.653,1.001
"eta_inducing[9, 1]",-0.193,0.972,-2.128,1.57,0.019,0.022,2567.012,1259.827,1.002
"eta_inducing[10, 0]",0.186,0.969,-1.737,1.882,0.021,0.02,2142.236,1571.79,1.001
"eta_inducing[10, 1]",-0.196,0.985,-2.09,1.625,0.02,0.023,2561.5,1398.823,1.0
"eta_inducing[11, 0]",0.302,0.967,-1.561,2.029,0.019,0.026,2604.21,1595.979,1.0
"eta_inducing[11, 1]",-0.224,0.981,-2.097,1.599,0.019,0.023,2558.163,1313.887,1.002
"eta_inducing[12, 0]",0.418,0.984,-1.279,2.382,0.019,0.022,2635.872,1418.261,1.0
"eta_inducing[12, 1]",-0.204,1.007,-2.082,1.64,0.017,0.026,3333.536,1575.233,1.001
"eta_inducing[13, 0]",0.435,0.91,-1.279,2.125,0.018,0.022,2570.503,1634.492,1.006
"eta_inducing[13, 1]",-0.198,1.007,-2.045,1.757,0.022,0.023,2053.58,1337.88,1.002
"eta_inducing[14, 0]",0.482,0.955,-1.301,2.262,0.02,0.02,2274.617,1472.945,1.002
"eta_inducing[14, 1]",-0.201,1.025,-2.03,1.678,0.02,0.025,2718.095,1173.329,1.0
"eta_inducing[15, 0]",0.481,0.94,-1.196,2.303,0.019,0.022,2463.653,1292.442,1.003
"eta_inducing[15, 1]",-0.222,0.981,-2.091,1.564,0.019,0.023,2633.794,1203.789,1.003
"eta_inducing[16, 0]",0.451,0.958,-1.314,2.296,0.02,0.022,2420.301,1518.938,1.004
"eta_inducing[16, 1]",-0.179,0.967,-1.915,1.738,0.019,0.024,2585.473,1172.166,1.002
"eta_inducing[17, 0]",0.409,0.944,-1.406,2.124,0.019,0.021,2478.355,1561.039,1.001
"eta_inducing[17, 1]",-0.161,0.994,-2.028,1.662,0.02,0.023,2488.05,1397.651,1.001
"eta_inducing[18, 0]",0.362,0.936,-1.293,2.26,0.019,0.021,2440.532,1395.687,1.001
"eta_inducing[18, 1]",-0.135,0.994,-1.978,1.773,0.016,0.027,3701.373,1298.131,1.002
"eta_inducing[19, 0]",0.309,0.957,-1.676,1.978,0.02,0.021,2297.75,1453.955,1.0
"eta_inducing[19, 1]",-0.175,0.96,-2.037,1.456,0.018,0.021,2920.275,1320.637,1.001
"eta_inducing[20, 0]",0.256,0.942,-1.452,2.047,0.017,0.021,2994.104,1592.834,1.008
"eta_inducing[20, 1]",-0.204,0.98,-2.16,1.535,0.018,0.027,2910.295,1422.084,1.003
"eta_inducing[21, 0]",0.21,0.972,-1.516,2.179,0.019,0.021,2526.242,1398.326,1.002
"eta_inducing[21, 1]",-0.141,0.969,-2.094,1.579,0.019,0.022,2644.619,1625.768,1.0
"eta_inducing[22, 0]",0.129,0.955,-1.595,1.946,0.019,0.019,2609.071,1536.113,1.002
"eta_inducing[22, 1]",-0.128,0.98,-1.93,1.67,0.02,0.023,2399.263,1522.279,1.004
"eta_inducing[23, 0]",0.087,0.983,-1.871,1.862,0.023,0.024,1741.394,1452.888,1.004
"eta_inducing[23, 1]",-0.106,0.98,-1.97,1.647,0.02,0.024,2320.157,1490.827,1.003
"eta_inducing[24, 0]",-0.045,0.953,-1.895,1.619,0.021,0.02,2056.764,1441.366,1.003
"eta_inducing[24, 1]",-0.136,0.964,-1.916,1.628,0.018,0.023,2852.925,1605.462,1.004
"eta_inducing[25, 0]",-0.095,0.96,-1.884,1.701,0.019,0.024,2467.029,1536.069,1.003
"eta_inducing[25, 1]",-0.13,1.009,-2.055,1.721,0.02,0.027,2527.233,1363.23,1.003
"eta_inducing[26, 0]",-0.111,0.927,-1.881,1.549,0.018,0.02,2657.083,1705.796,1.001
"eta_inducing[26, 1]",-0.103,0.979,-1.977,1.759,0.017,0.024,3537.947,1624.968,1.0
"eta_inducing[27, 0]",-0.165,0.959,-2.035,1.597,0.02,0.025,2444.97,1007.763,1.0
"eta_inducing[27, 1]",-0.067,1.0,-1.766,1.91,0.016,0.024,3847.032,1603.111,0.999
"eta_inducing[28, 0]",-0.199,0.946,-1.987,1.489,0.017,0.022,2934.863,1655.592,1.003
"eta_inducing[28, 1]",-0.076,0.952,-1.99,1.53,0.02,0.022,2280.374,1556.331,1.008
"eta_inducing[29, 0]",-0.153,0.922,-1.82,1.639,0.018,0.021,2500.988,1495.928,1.002
"eta_inducing[29, 1]",-0.063,1.02,-2.106,1.711,0.017,0.024,3667.229,1540.604,1.0
"eta_inducing[30, 0]",-0.087,0.928,-1.887,1.606,0.02,0.018,2112.538,1496.26,1.002
"eta_inducing[30, 1]",-0.101,1.024,-1.942,1.728,0.019,0.025,2853.486,1262.356,1.001
"eta_inducing[31, 0]",-0.059,0.918,-1.783,1.708,0.018,0.021,2482.104,1527.566,1.0
"eta_inducing[31, 1]",-0.064,0.979,-1.878,1.771,0.019,0.022,2686.736,1450.891,1.001
"eta_inducing[32, 0]",0.034,0.955,-1.662,1.812,0.02,0.021,2220.953,1453.166,1.0
"eta_inducing[32, 1]",-0.058,0.985,-1.851,1.806,0.02,0.023,2472.479,1387.189,1.002
"eta_inducing[33, 0]",0.144,0.915,-1.506,1.883,0.016,0.023,3166.315,1478.347,1.004
"eta_inducing[33, 1]",-0.051,1.025,-1.971,1.86,0.021,0.022,2366.275,1370.841,1.0
"eta_inducing[34, 0]",0.25,0.927,-1.435,2.082,0.019,0.022,2455.859,1641.535,1.005
"eta_inducing[34, 1]",-0.038,0.984,-1.975,1.722,0.018,0.023,2995.389,1411.407,1.001
"eta_inducing[35, 0]",0.3,0.958,-1.545,2.04,0.017,0.022,3144.716,1461.077,1.001
"eta_inducing[35, 1]",-0.016,1.022,-1.903,1.862,0.018,0.028,3444.374,1475.065,1.002
"eta_inducing[36, 0]",0.348,0.965,-1.635,2.035,0.017,0.023,3348.109,1602.648,1.0
"eta_inducing[36, 1]",-0.033,1.007,-1.918,1.725,0.018,0.024,3112.953,1267.166,1.002
"eta_inducing[37, 0]",0.405,0.976,-1.493,2.157,0.019,0.025,2533.601,1739.513,0.999
"eta_inducing[37, 1]",-0.06,1.002,-1.863,1.804,0.017,0.023,3628.409,1775.011,1.0
"eta_inducing[38, 0]",0.4,0.965,-1.484,2.077,0.021,0.023,2076.123,1322.641,1.0
"eta_inducing[38, 1]",-0.033,1.009,-1.904,1.88,0.019,0.026,2938.84,1344.983,0.999
"eta_inducing[39, 0]",0.314,0.915,-1.42,1.989,0.019,0.02,2378.738,1406.056,1.002
"eta_inducing[39, 1]",-0.039,1.016,-2.109,1.717,0.019,0.023,2911.301,1326.449,1.001
"eta_inducing[40, 0]",0.303,0.94,-1.406,2.088,0.017,0.022,3012.347,1522.527,1.002
"eta_inducing[40, 1]",-0.034,0.952,-1.984,1.711,0.018,0.026,2751.453,1383.454,1.005
"eta_inducing[41, 0]",0.319,0.99,-1.476,2.301,0.017,0.023,3300.973,1694.582,1.004
"eta_inducing[41, 1]",-0.02,1.016,-1.94,1.866,0.019,0.025,3010.09,1331.93,1.001
"eta_inducing[42, 0]",0.293,0.975,-1.52,2.136,0.02,0.022,2318.334,1556.228,1.002
"eta_inducing[42, 1]",-0.038,1.016,-1.941,1.868,0.018,0.024,3309.949,1207.865,0.999
"eta_inducing[43, 0]",0.195,0.962,-1.729,1.921,0.02,0.022,2337.836,1312.613,1.003
"eta_inducing[43, 1]",-0.032,0.984,-1.74,1.893,0.015,0.026,4201.033,1482.868,1.004
"eta_inducing[44, 0]",0.144,0.987,-1.755,1.945,0.019,0.022,2663.618,1627.262,1.002
"eta_inducing[44, 1]",0.004,1.015,-1.886,1.927,0.022,0.025,2156.59,1297.8,1.0
"eta_inducing[45, 0]",0.135,0.935,-1.671,1.836,0.02,0.022,2178.738,1351.91,1.0
"eta_inducing[45, 1]",-0.029,0.965,-1.856,1.809,0.018,0.024,2887.759,1619.147,1.008
"eta_inducing[46, 0]",0.086,1.006,-1.773,1.966,0.018,0.023,3066.382,1427.039,1.003
"eta_inducing[46, 1]",-0.001,0.992,-1.833,1.872,0.02,0.023,2409.5,1544.644,1.001
"eta_inducing[47, 0]",0.053,1.02,-1.767,1.943,0.021,0.023,2419.353,1372.913,1.002
"eta_inducing[47, 1]",-0.017,0.942,-1.616,1.982,0.018,0.023,2586.31,1477.552,1.0
"eta_inducing[48, 0]",0.041,0.963,-1.638,1.921,0.017,0.023,3325.306,1419.275,1.001
"eta_inducing[48, 1]",-0.009,0.954,-1.851,1.81,0.018,0.024,2688.166,1225.408,1.0
"eta_inducing[49, 0]",0.019,1.039,-1.889,1.965,0.02,0.024,2804.468,1341.909,1.001
"eta_inducing[49, 1]",0.01,1.02,-1.924,1.801,0.019,0.023,2997.296,1414.626,1.001
"K_uu_weight[0, 0]",1.0,0.451,0.34,1.833,0.014,0.015,1115.714,1343.662,1.002
"K_uu_weight[0, 1]",0.994,0.449,0.338,1.824,0.013,0.015,1113.601,1383.473,1.002
"K_uu_weight[0, 2]",0.977,0.444,0.327,1.786,0.013,0.015,1107.252,1447.574,1.003
"K_uu_weight[0, 3]",0.949,0.435,0.324,1.749,0.013,0.014,1094.86,1397.235,1.002
"K_uu_weight[0, 4]",0.911,0.424,0.299,1.691,0.013,0.014,1078.267,1416.884,1.002
"K_uu_weight[0, 5]",0.865,0.41,0.273,1.616,0.013,0.014,1056.775,1401.248,1.001
"K_uu_weight[0, 6]",0.813,0.394,0.239,1.528,0.012,0.013,1032.612,1421.482,1.001
"K_uu_weight[0, 7]",0.755,0.377,0.195,1.424,0.012,0.013,1002.142,1358.825,1.001
"K_uu_weight[0, 8]",0.695,0.359,0.171,1.335,0.011,0.012,970.551,1248.559,1.001
"K_uu_weight[0, 9]",0.633,0.34,0.153,1.253,0.011,0.012,938.316,1189.349,1.001
"K_uu_weight[0, 10]",0.571,0.32,0.117,1.154,0.01,0.011,912.115,1231.15,1.001
"K_uu_weight[0, 11]",0.51,0.3,0.094,1.067,0.01,0.011,891.063,1125.813,1.001
"K_uu_weight[0, 12]",0.452,0.279,0.046,0.942,0.009,0.01,873.437,1063.678,1.001
"K_uu_weight[0, 13]",0.396,0.258,0.035,0.861,0.008,0.009,861.392,1031.418,1.001
"K_uu_weight[0, 14]",0.345,0.237,0.017,0.761,0.008,0.009,849.16,967.174,1.002
"K_uu_weight[0, 15]",0.298,0.216,0.011,0.676,0.007,0.008,839.058,949.834,1.002
"K_uu_weight[0, 16]",0.255,0.196,0.004,0.596,0.006,0.007,828.776,913.984,1.002
"K_uu_weight[0, 17]",0.217,0.176,0.001,0.525,0.006,0.007,822.292,864.908,1.002
"K_uu_weight[0, 18]",0.184,0.158,0.001,0.463,0.005,0.006,818.143,857.248,1.002
"K_uu_weight[0, 19]",0.154,0.14,0.0,0.407,0.004,0.006,815.712,869.384,1.002
"K_uu_weight[0, 20]",0.128,0.124,0.0,0.352,0.004,0.005,813.858,866.125,1.001
"K_uu_weight[0, 21]",0.106,0.108,0.0,0.302,0.003,0.005,812.702,915.368,1.001
"K_uu_weight[0, 22]",0.087,0.094,0.0,0.259,0.003,0.004,813.64,873.314,1.001
"K_uu_weight[0, 23]",0.071,0.082,0.0,0.221,0.003,0.004,814.401,873.314,1.001
"K_uu_weight[0, 24]",0.058,0.07,0.0,0.186,0.002,0.003,815.113,889.706,1.001
"K_uu_weight[0, 25]",0.047,0.06,0.0,0.156,0.002,0.003,815.203,906.095,1.001
"K_uu_weight[0, 26]",0.038,0.051,0.0,0.13,0.002,0.003,814.233,897.245,1.001
"K_uu_weight[0, 27]",0.03,0.044,0.0,0.108,0.001,0.002,814.051,908.881,1.001
"K_uu_weight[0, 28]",0.024,0.037,0.0,0.088,0.001,0.002,814.165,932.687,1.001
"K_uu_weight[0, 29]",0.019,0.031,0.0,0.071,0.001,0.002,814.933,966.432,1.001
"K_uu_weight[0, 30]",0.015,0.026,0.0,0.057,0.001,0.002,815.627,966.432,1.001
"K_uu_weight[0, 31]",0.012,0.021,0.0,0.046,0.001,0.001,815.518,966.432,1.001
"K_uu_weight[0, 32]",0.009,0.018,0.0,0.036,0.0,0.001,816.355,947.268,1.001
"K_uu_weight[0, 33]",0.007,0.015,0.0,0.029,0.0,0.001,816.463,956.805,1.001
"K_uu_weight[0, 34]",0.006,0.012,0.0,0.023,0.0,0.001,817.033,956.805,1.001
"K_uu_weight[0, 35]",0.004,0.01,0.0,0.018,0.0,0.001,817.496,956.805,1.001
"K_uu_weight[0, 36]",0.003,0.008,0.0,0.014,0.0,0.001,818.769,956.805,1.001
"K_uu_weight[0, 37]",0.003,0.007,0.0,0.01,0.0,0.001,819.262,956.805,1.001
"K_uu_weight[0, 38]",0.002,0.005,0.0,0.008,0.0,0.001,819.294,956.805,1.001
"K_uu_weight[0, 39]",0.001,0.004,0.0,0.006,0.0,0.0,819.281,956.805,1.001
"K_uu_weight[0, 40]",0.001,0.003,0.0,0.005,0.0,0.0,820.311,956.805,1.001
"K_uu_weight[0, 41]",0.001,0.003,0.0,0.003,0.0,0.0,821.137,956.805,1.001
"K_uu_weight[0, 42]",0.001,0.002,0.0,0.003,0.0,0.0,821.192,956.805,1.001
"K_uu_weight[0, 43]",0.0,0.002,0.0,0.002,0.0,0.0,821.926,966.752,1.001
"K_uu_weight[0, 44]",0.0,0.001,0.0,0.001,0.0,0.0,822.246,966.752,1.001
"K_uu_weight[0, 45]",0.0,0.001,0.0,0.001,0.0,0.0,822.565,966.752,1.001
"K_uu_weight[0, 46]",0.0,0.001,0.0,0.001,0.0,0.0,822.718,966.752,1.001
"K_uu_weight[0, 47]",0.0,0.001,0.0,0.001,0.0,0.0,822.763,966.752,1.001
