lag_days
0.948896
2.05869
0.0418091
2.82139
1.41353
5.89629
0.255685
6.42726
0.407352
11.0536
1.38275
0.857817
14.7416
6.30989
2.5067
1.11827
9.24106
0.016097
17.7312
0.050072
0.0355411
0.190826
0.230177
0.802879
9.30494
0.663589
2.22024
2.48275
0.459036
6.40023
1.20994
1.18427
2.88397
3.7512
0.649054
5.0494
1.58145
0.960182
1.25641
5.5918
0.406995
5.9549
0.350813
8.20316
1.73785
2.55567
0.967966
2.75395
3.15374
1.60975
4.59453
1.82953
4.45314
1.37134
2.54372
2.31359
3.15587
3.35409
1.1303
0.750337
1.16901
0.469415
4.77965
2.31596
3.42665
2.04663
2.97534
0.849366
6.6849
1.36108
2.02254
0.219382
0.956597
0.693349
7.71355
1.60084
2.21927
2.18349
3.72689
0.996664
5.03407
1.31597
3.07783
2.62592
1.37287
1.73904
1.79172
4.75032
1.08378
1.02241
1.74095
8.28009
0.578716
0.152019
1.61186
2.73137
1.35258
2.82269
1.11642
2.82719
3.37241
5.22213
1.70705
2.6399
1.49299
5.4106
0.883742
6.68332
1.23324
7.47862
0.701535
9.13
1.82076
0.0230195
0.888061
8.66
0.0985065
1.73267
4.70649
1.44395
2.48186
6.77133
2.12946
2.105
3.38693
3.30011
1.07311
6.85618
2.40239
2.27022
1.29818
2.34633
3.91178
0.561833
1.53324
3.09209
1.0139
1.02222
3.13142
2.72577
3.17162
0.790279
1.9153
4.67178
2.88281
3.88144
0.712202
1.36953
11.8848
0.241658
0.620956
0.647076
0.578542
5.39695
13.6526
0.59288
8.77961
0.679976
0.703613
0.663842
1.67188
2.79168
3.10233
5.40702
0.663201
4.27433
2.34352
4.19503
1.70186
4.24299
3.19644
2.55308
1.50285
9.81254
0.25893
1.15153
1.24601
1.30523
1.26945
1.37803
1.2006
2.43915
0.604437
3.03504
4.02158
2.41629
2.57728
4.0634
0.824336
7.37502
0.689623
2.44093
11.4049
0.639932
0.0260977
0.0161412
0.941662
2.27311
7.47015
0.638381
4.26198
2.04137
2.49276
1.22427
0.997243
2.33447
6.91244
4.85988
0.0459462
0.103761
0.841519
0.328418
0.523215
9.39124
1.46956
0.80966
3.68967
0.882492
7.545
0.900915
7.1736
3.57597
1.36952
6.15201
1.11284
1.95377
1.70798
1.59983
1.57669
2.98518
3.28681
2.25987
2.64798
3.03037
0.0369946
1.27952
4.00509
2.01543
4.28093
1.96115
2.09153
4.57202
1.47169
1.5978
0.530324
4.27598
1.73169
2.75963
9.23336
0.444163
9.24809
0.718082
6.93127
10.2828
7.74994
2.49571
0.900496
1.88663
5.17953
0.582483
2.31768
3.22455
2.92432
0.528464
1.2373
1.34937
0.126611
11.1849
0.296355
1.55601
7.06093
0.452911
0.661073
4.04751
5.81206
6.02671
4.23138
1.53729
5.11449
0.93855
5.27285
1.19825
5.69053
0.991536
1.69261
0.571492
3.74009
3.99479
5.56618
1.4804
1.13144
1.82614
2.61071
2.74149
2.53012
0.00375918
0.00451901
0.915395
1.92486
0.306293
0.933745
3.99428
1.66321
7.4824
1.02036
1.71061
4.89461
2.18703
3.50654
2.40096
0.616416
0.568569
2.23401
3.83978
2.19956
3.91245
0.00850134
0.00376145
0.00399447
0.00373597
0.00378776
0.00399885
0.00400329
0.00399943
0.00397784
0.00385771
0.00382636
0.00378683
0.0145036
0.419434
7.80733
0.716842
0.806351
2.89957
3.11888
0.573044
1.33949
11.8856
2.32235
2.41669
10.2439
1.76217
6.89303
2.9486
3.14132
6.75685
2.02506
0.639353
0.727976
7.54478
1.87069
3.68746
1.98052
3.72373
0.906445
7.01078
4.03117
0.540928
0.609631
0.561636
1.87979
3.58921
1.19867
7.04108
0.529751
2.4085
3.85481
0.831655
11.8462
1.33189
0.430944
2.95315
2.567
3.73065
1.25883
1.91302
0.150941
4.2613
3.92709
14.1683
0.766408
0.840015
5.67992
1.4086
6.28417
1.6172
2.44478
0.739945
0.647678
11.7814
1.14927
5.36739
3.35196
3.35597
1.09828
6.05162
1.10685
3.40678
4.91868
1.46158
0.641149
8.32693
4.84394
1.51145
3.38973
3.0156
2.96546
1.85479
2.49026
3.67397
2.83641
3.09412
2.73341
1.89227
3.32416
3.02861
1.70821
7.36629
0.637224
2.38169
2.75967
3.35723
2.09037
3.15475
2.43642
0.671873
3.79146
2.75206
0.420544
0.718506
0.163996
9.64723
0.0568475
2.91455
3.0171
6.46178
2.63432
2.32136
3.07445
3.15059
1.641
3.34775
1.33171
0.704408
1.07854
3.55512
4.46607
1.86291
1.28373
0.566696
4.31872
1.30706
1.08175
5.26267
3.09353
0.940714
8.58383
1.37644
2.97467
1.41639
0.932677
0.413836
2.72119
1.02612
0.0940435
1.24417
0.301947
3.79239
6.55964
6.86681
0.0384781
18.5809
0.0350087
0.0218684
0.0102512
2.43815
1.651
1.32885
1.37432
3.63717
2.47376
0.902742
3.41297
2.15448
2.88966
3.27242
2.87846
2.20928
2.05516
2.96519
0.548098
8.40749
0.519674
9.09978
0.710713
1.12833
5.61616
0.855991
0.434519
0.03925
2.92634
2.22529
6.38565
7.16628
0.226508
0.392841
0.722397
1.46952
2.2481
5.96625
8.06042
8.01272
0.345618
0.435483
0.70373
0.708968
0.394731
0.331964
4.46655
10.3085
1.45917
2.4219
2.20964
4.67181
6.76121
2.69179
4.04661
3.03722
2.9176
0.406367
1.00197
9.54656
2.24999
3.34515
0.987368
6.79294
0.808468
0.385049
4.35231
3.22379
6.07075
1.43421
0.938277
1.57655
3.47586
1.99469
2.07694
2.47807
3.20349
5.53581
2.81701
2.72049
0.280012
0.256925
0.162025
0.706715
0.278499
0.30575
0.0134246
0.0147671
5.476
0.661237
11.4736
0.451584
1.34822
7.74516
2.00746
1.94841
0.621908
6.6535
2.67406
3.02538
0.409127
3.77845
5.1121
3.85842
2.20972
2.56735
3.43096
2.56912
0.175077
0.0324584
0.0783852
7.16492
3.13598
1.41096
10.5028
0.34073
0.773981
7.19685
1.2935
6.06568
3.36832
2.41303
1.39338
4.52212
5.11872
1.12774
5.44656
2.01889
4.19214
4.17333
0.630045
0.0625482
17.6528
0.663393
6.61742
8.31277
3.09181
2.90225
3.03766
1.43266
3.05312
4.96233
9.00572
7.37331
2.69861
3.56759
1.8953
1.053
6.98185
3.28092
5.38109
2.48902
