,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"K_uu_weight[37, 27]",0.547,0.307,0.085,1.088,0.01,0.01,892.357,1099.841,1.003
"K_uu_weight[37, 28]",0.607,0.326,0.111,1.174,0.01,0.01,932.148,1176.59,1.003
"K_uu_weight[37, 29]",0.668,0.344,0.136,1.259,0.01,0.011,978.392,1189.891,1.002
"K_uu_weight[37, 30]",0.727,0.361,0.164,1.34,0.011,0.011,1027.825,1202.192,1.002
"K_uu_weight[37, 31]",0.783,0.377,0.19,1.419,0.011,0.011,1074.197,1183.738,1.002
"K_uu_weight[37, 32]",0.835,0.392,0.216,1.503,0.011,0.012,1122.49,1212.043,1.002
"K_uu_weight[37, 33]",0.88,0.405,0.269,1.607,0.011,0.012,1171.665,1200.043,1.001
"K_uu_weight[37, 34]",0.917,0.416,0.269,1.646,0.012,0.012,1201.9,1230.924,1.001
"K_uu_weight[37, 35]",0.945,0.424,0.29,1.7,0.012,0.012,1222.47,1224.265,1.001
"K_uu_weight[37, 36]",0.962,0.429,0.293,1.721,0.012,0.012,1234.637,1224.265,1.001
"K_uu_weight[37, 37]",0.968,0.431,0.296,1.735,0.012,0.012,1239.141,1274.875,1.001
"K_uu_weight[37, 38]",0.962,0.429,0.293,1.721,0.012,0.012,1234.637,1224.265,1.001
"K_uu_weight[37, 39]",0.945,0.424,0.29,1.7,0.012,0.012,1222.47,1224.265,1.001
"K_uu_weight[37, 40]",0.917,0.416,0.269,1.646,0.012,0.012,1201.9,1230.924,1.001
"K_uu_weight[37, 41]",0.88,0.405,0.269,1.607,0.011,0.012,1171.665,1200.043,1.001
"K_uu_weight[37, 42]",0.835,0.392,0.216,1.503,0.011,0.012,1122.49,1212.043,1.002
"K_uu_weight[37, 43]",0.783,0.377,0.19,1.419,0.011,0.011,1074.197,1183.738,1.002
"K_uu_weight[37, 44]",0.727,0.361,0.164,1.34,0.011,0.011,1027.825,1202.192,1.002
"K_uu_weight[37, 45]",0.668,0.344,0.136,1.259,0.01,0.011,978.392,1189.891,1.002
"K_uu_weight[37, 46]",0.607,0.326,0.111,1.174,0.01,0.01,932.148,1176.59,1.003
"K_uu_weight[37, 47]",0.547,0.307,0.085,1.088,0.01,0.01,892.357,1099.841,1.003
"K_uu_weight[37, 48]",0.488,0.287,0.053,0.98,0.009,0.009,857.677,1074.36,1.003
"K_uu_weight[37, 49]",0.432,0.267,0.036,0.891,0.009,0.009,832.463,1071.908,1.003
"K_uu_weight[38, 0]",0.002,0.005,0.0,0.006,0.0,0.001,750.774,835.019,1.005
"K_uu_weight[38, 1]",0.002,0.006,0.0,0.008,0.0,0.001,750.412,835.019,1.005
"K_uu_weight[38, 2]",0.003,0.008,0.0,0.011,0.0,0.001,750.367,843.198,1.005
"K_uu_weight[38, 3]",0.004,0.009,0.0,0.014,0.0,0.001,750.085,845.351,1.005
"K_uu_weight[38, 4]",0.005,0.011,0.0,0.019,0.0,0.001,749.616,845.351,1.005
"K_uu_weight[38, 5]",0.006,0.014,0.0,0.024,0.0,0.002,749.186,845.351,1.005
"K_uu_weight[38, 6]",0.008,0.016,0.0,0.031,0.0,0.002,749.179,876.211,1.005
"K_uu_weight[38, 7]",0.011,0.02,0.0,0.039,0.001,0.002,747.898,876.211,1.005
"K_uu_weight[38, 8]",0.014,0.024,0.0,0.049,0.001,0.002,747.335,876.211,1.005
"K_uu_weight[38, 9]",0.018,0.029,0.0,0.061,0.001,0.003,746.286,867.64,1.005
"K_uu_weight[38, 10]",0.022,0.034,0.0,0.075,0.001,0.003,745.311,891.642,1.005
"K_uu_weight[38, 11]",0.028,0.04,0.0,0.093,0.001,0.003,744.447,899.462,1.005
"K_uu_weight[38, 12]",0.035,0.048,0.0,0.112,0.001,0.003,744.225,890.915,1.005
"K_uu_weight[38, 13]",0.044,0.056,0.0,0.136,0.002,0.004,744.398,890.445,1.005
"K_uu_weight[38, 14]",0.054,0.066,0.0,0.162,0.002,0.004,744.824,858.006,1.005
"K_uu_weight[38, 15]",0.067,0.076,0.0,0.193,0.002,0.004,745.593,865.658,1.005
"K_uu_weight[38, 16]",0.082,0.088,0.0,0.228,0.003,0.005,747.339,858.206,1.005
"K_uu_weight[38, 17]",0.1,0.102,0.0,0.272,0.003,0.005,749.724,882.458,1.005
"K_uu_weight[38, 18]",0.121,0.116,0.0,0.318,0.004,0.006,753.234,882.141,1.005
"K_uu_weight[38, 19]",0.146,0.132,0.0,0.369,0.004,0.006,755.862,943.532,1.005
"K_uu_weight[38, 20]",0.174,0.149,0.0,0.426,0.005,0.006,760.325,952.857,1.004
"K_uu_weight[38, 21]",0.207,0.167,0.0,0.493,0.005,0.007,766.818,962.025,1.004
"K_uu_weight[38, 22]",0.243,0.186,0.0,0.562,0.006,0.007,772.62,992.611,1.004
"K_uu_weight[38, 23]",0.284,0.206,0.006,0.635,0.007,0.008,782.7,982.448,1.004
"K_uu_weight[38, 24]",0.329,0.226,0.015,0.723,0.007,0.008,794.82,1002.68,1.004
"K_uu_weight[38, 25]",0.379,0.247,0.026,0.804,0.008,0.008,812.274,1048.766,1.003
"K_uu_weight[38, 26]",0.432,0.267,0.036,0.891,0.009,0.009,832.463,1071.908,1.003
"K_uu_weight[38, 27]",0.488,0.287,0.053,0.98,0.009,0.009,857.677,1074.36,1.003
"K_uu_weight[38, 28]",0.547,0.307,0.085,1.088,0.01,0.01,892.357,1099.841,1.003
"K_uu_weight[38, 29]",0.607,0.326,0.111,1.174,0.01,0.01,932.148,1176.59,1.003
"K_uu_weight[38, 30]",0.668,0.344,0.136,1.259,0.01,0.011,978.392,1189.891,1.002
"K_uu_weight[38, 31]",0.727,0.361,0.164,1.34,0.011,0.011,1027.825,1202.192,1.002
"K_uu_weight[38, 32]",0.783,0.377,0.19,1.419,0.011,0.011,1074.197,1183.738,1.002
"K_uu_weight[38, 33]",0.835,0.392,0.216,1.503,0.011,0.012,1122.49,1212.043,1.002
"K_uu_weight[38, 34]",0.88,0.405,0.269,1.607,0.011,0.012,1171.665,1200.043,1.001
"K_uu_weight[38, 35]",0.917,0.416,0.269,1.646,0.012,0.012,1201.9,1230.924,1.001
"K_uu_weight[38, 36]",0.945,0.424,0.29,1.7,0.012,0.012,1222.47,1224.265,1.001
"K_uu_weight[38, 37]",0.962,0.429,0.293,1.721,0.012,0.012,1234.637,1224.265,1.001
"K_uu_weight[38, 38]",0.968,0.431,0.296,1.735,0.012,0.012,1239.141,1274.875,1.001
"K_uu_weight[38, 39]",0.962,0.429,0.293,1.721,0.012,0.012,1234.637,1224.265,1.001
"K_uu_weight[38, 40]",0.945,0.424,0.29,1.7,0.012,0.012,1222.47,1224.265,1.001
"K_uu_weight[38, 41]",0.917,0.416,0.269,1.646,0.012,0.012,1201.9,1230.924,1.001
"K_uu_weight[38, 42]",0.88,0.405,0.269,1.607,0.011,0.012,1171.665,1200.043,1.001
"K_uu_weight[38, 43]",0.835,0.392,0.216,1.503,0.011,0.012,1122.49,1212.043,1.002
"K_uu_weight[38, 44]",0.783,0.377,0.19,1.419,0.011,0.011,1074.197,1183.738,1.002
"K_uu_weight[38, 45]",0.727,0.361,0.164,1.34,0.011,0.011,1027.825,1202.192,1.002
"K_uu_weight[38, 46]",0.668,0.344,0.136,1.259,0.01,0.011,978.392,1189.891,1.002
"K_uu_weight[38, 47]",0.607,0.326,0.111,1.174,0.01,0.01,932.148,1176.59,1.003
"K_uu_weight[38, 48]",0.547,0.307,0.085,1.088,0.01,0.01,892.357,1099.841,1.003
"K_uu_weight[38, 49]",0.488,0.287,0.053,0.98,0.009,0.009,857.677,1074.36,1.003
"K_uu_weight[39, 0]",0.001,0.004,0.0,0.005,0.0,0.001,750.996,835.019,1.005
"K_uu_weight[39, 1]",0.002,0.005,0.0,0.006,0.0,0.001,750.774,835.019,1.005
"K_uu_weight[39, 2]",0.002,0.006,0.0,0.008,0.0,0.001,750.412,835.019,1.005
"K_uu_weight[39, 3]",0.003,0.008,0.0,0.011,0.0,0.001,750.367,843.198,1.005
"K_uu_weight[39, 4]",0.004,0.009,0.0,0.014,0.0,0.001,750.085,845.351,1.005
"K_uu_weight[39, 5]",0.005,0.011,0.0,0.019,0.0,0.001,749.616,845.351,1.005
"K_uu_weight[39, 6]",0.006,0.014,0.0,0.024,0.0,0.002,749.186,845.351,1.005
"K_uu_weight[39, 7]",0.008,0.016,0.0,0.031,0.0,0.002,749.179,876.211,1.005
"K_uu_weight[39, 8]",0.011,0.02,0.0,0.039,0.001,0.002,747.898,876.211,1.005
"K_uu_weight[39, 9]",0.014,0.024,0.0,0.049,0.001,0.002,747.335,876.211,1.005
"K_uu_weight[39, 10]",0.018,0.029,0.0,0.061,0.001,0.003,746.286,867.64,1.005
"K_uu_weight[39, 11]",0.022,0.034,0.0,0.075,0.001,0.003,745.311,891.642,1.005
"K_uu_weight[39, 12]",0.028,0.04,0.0,0.093,0.001,0.003,744.447,899.462,1.005
"K_uu_weight[39, 13]",0.035,0.048,0.0,0.112,0.001,0.003,744.225,890.915,1.005
"K_uu_weight[39, 14]",0.044,0.056,0.0,0.136,0.002,0.004,744.398,890.445,1.005
"K_uu_weight[39, 15]",0.054,0.066,0.0,0.162,0.002,0.004,744.824,858.006,1.005
"K_uu_weight[39, 16]",0.067,0.076,0.0,0.193,0.002,0.004,745.593,865.658,1.005
"K_uu_weight[39, 17]",0.082,0.088,0.0,0.228,0.003,0.005,747.339,858.206,1.005
"K_uu_weight[39, 18]",0.1,0.102,0.0,0.272,0.003,0.005,749.724,882.458,1.005
"K_uu_weight[39, 19]",0.121,0.116,0.0,0.318,0.004,0.006,753.234,882.141,1.005
"K_uu_weight[39, 20]",0.146,0.132,0.0,0.369,0.004,0.006,755.862,943.532,1.005
"K_uu_weight[39, 21]",0.174,0.149,0.0,0.426,0.005,0.006,760.325,952.857,1.004
"K_uu_weight[39, 22]",0.207,0.167,0.0,0.493,0.005,0.007,766.818,962.025,1.004
"K_uu_weight[39, 23]",0.243,0.186,0.0,0.562,0.006,0.007,772.62,992.611,1.004
"K_uu_weight[39, 24]",0.284,0.206,0.006,0.635,0.007,0.008,782.7,982.448,1.004
"K_uu_weight[39, 25]",0.329,0.226,0.015,0.723,0.007,0.008,794.82,1002.68,1.004
"K_uu_weight[39, 26]",0.379,0.247,0.026,0.804,0.008,0.008,812.274,1048.766,1.003
"K_uu_weight[39, 27]",0.432,0.267,0.036,0.891,0.009,0.009,832.463,1071.908,1.003
"K_uu_weight[39, 28]",0.488,0.287,0.053,0.98,0.009,0.009,857.677,1074.36,1.003
"K_uu_weight[39, 29]",0.547,0.307,0.085,1.088,0.01,0.01,892.357,1099.841,1.003
"K_uu_weight[39, 30]",0.607,0.326,0.111,1.174,0.01,0.01,932.148,1176.59,1.003
"K_uu_weight[39, 31]",0.668,0.344,0.136,1.259,0.01,0.011,978.392,1189.891,1.002
"K_uu_weight[39, 32]",0.727,0.361,0.164,1.34,0.011,0.011,1027.825,1202.192,1.002
"K_uu_weight[39, 33]",0.783,0.377,0.19,1.419,0.011,0.011,1074.197,1183.738,1.002
"K_uu_weight[39, 34]",0.835,0.392,0.216,1.503,0.011,0.012,1122.49,1212.043,1.002
"K_uu_weight[39, 35]",0.88,0.405,0.269,1.607,0.011,0.012,1171.665,1200.043,1.001
"K_uu_weight[39, 36]",0.917,0.416,0.269,1.646,0.012,0.012,1201.9,1230.924,1.001
"K_uu_weight[39, 37]",0.945,0.424,0.29,1.7,0.012,0.012,1222.47,1224.265,1.001
"K_uu_weight[39, 38]",0.962,0.429,0.293,1.721,0.012,0.012,1234.637,1224.265,1.001
"K_uu_weight[39, 39]",0.968,0.431,0.296,1.735,0.012,0.012,1239.141,1274.875,1.001
"K_uu_weight[39, 40]",0.962,0.429,0.293,1.721,0.012,0.012,1234.637,1224.265,1.001
"K_uu_weight[39, 41]",0.945,0.424,0.29,1.7,0.012,0.012,1222.47,1224.265,1.001
"K_uu_weight[39, 42]",0.917,0.416,0.269,1.646,0.012,0.012,1201.9,1230.924,1.001
"K_uu_weight[39, 43]",0.88,0.405,0.269,1.607,0.011,0.012,1171.665,1200.043,1.001
"K_uu_weight[39, 44]",0.835,0.392,0.216,1.503,0.011,0.012,1122.49,1212.043,1.002
"K_uu_weight[39, 45]",0.783,0.377,0.19,1.419,0.011,0.011,1074.197,1183.738,1.002
"K_uu_weight[39, 46]",0.727,0.361,0.164,1.34,0.011,0.011,1027.825,1202.192,1.002
"K_uu_weight[39, 47]",0.668,0.344,0.136,1.259,0.01,0.011,978.392,1189.891,1.002
"K_uu_weight[39, 48]",0.607,0.326,0.111,1.174,0.01,0.01,932.148,1176.59,1.003
"K_uu_weight[39, 49]",0.547,0.307,0.085,1.088,0.01,0.01,892.357,1099.841,1.003
"K_uu_weight[40, 0]",0.001,0.003,0.0,0.004,0.0,0.001,751.585,835.019,1.006
"K_uu_weight[40, 1]",0.001,0.004,0.0,0.005,0.0,0.001,750.996,835.019,1.005
"K_uu_weight[40, 2]",0.002,0.005,0.0,0.006,0.0,0.001,750.774,835.019,1.005
"K_uu_weight[40, 3]",0.002,0.006,0.0,0.008,0.0,0.001,750.412,835.019,1.005
"K_uu_weight[40, 4]",0.003,0.008,0.0,0.011,0.0,0.001,750.367,843.198,1.005
"K_uu_weight[40, 5]",0.004,0.009,0.0,0.014,0.0,0.001,750.085,845.351,1.005
"K_uu_weight[40, 6]",0.005,0.011,0.0,0.019,0.0,0.001,749.616,845.351,1.005
"K_uu_weight[40, 7]",0.006,0.014,0.0,0.024,0.0,0.002,749.186,845.351,1.005
"K_uu_weight[40, 8]",0.008,0.016,0.0,0.031,0.0,0.002,749.179,876.211,1.005
"K_uu_weight[40, 9]",0.011,0.02,0.0,0.039,0.001,0.002,747.898,876.211,1.005
"K_uu_weight[40, 10]",0.014,0.024,0.0,0.049,0.001,0.002,747.335,876.211,1.005
"K_uu_weight[40, 11]",0.018,0.029,0.0,0.061,0.001,0.003,746.286,867.64,1.005
"K_uu_weight[40, 12]",0.022,0.034,0.0,0.075,0.001,0.003,745.311,891.642,1.005
"K_uu_weight[40, 13]",0.028,0.04,0.0,0.093,0.001,0.003,744.447,899.462,1.005
"K_uu_weight[40, 14]",0.035,0.048,0.0,0.112,0.001,0.003,744.225,890.915,1.005
"K_uu_weight[40, 15]",0.044,0.056,0.0,0.136,0.002,0.004,744.398,890.445,1.005
"K_uu_weight[40, 16]",0.054,0.066,0.0,0.162,0.002,0.004,744.824,858.006,1.005
"K_uu_weight[40, 17]",0.067,0.076,0.0,0.193,0.002,0.004,745.593,865.658,1.005
"K_uu_weight[40, 18]",0.082,0.088,0.0,0.228,0.003,0.005,747.339,858.206,1.005
"K_uu_weight[40, 19]",0.1,0.102,0.0,0.272,0.003,0.005,749.724,882.458,1.005
"K_uu_weight[40, 20]",0.121,0.116,0.0,0.318,0.004,0.006,753.234,882.141,1.005
"K_uu_weight[40, 21]",0.146,0.132,0.0,0.369,0.004,0.006,755.862,943.532,1.005
"K_uu_weight[40, 22]",0.174,0.149,0.0,0.426,0.005,0.006,760.325,952.857,1.004
"K_uu_weight[40, 23]",0.207,0.167,0.0,0.493,0.005,0.007,766.818,962.025,1.004
"K_uu_weight[40, 24]",0.243,0.186,0.0,0.562,0.006,0.007,772.62,992.611,1.004
"K_uu_weight[40, 25]",0.284,0.206,0.006,0.635,0.007,0.008,782.7,982.448,1.004
"K_uu_weight[40, 26]",0.329,0.226,0.015,0.723,0.007,0.008,794.82,1002.68,1.004
"K_uu_weight[40, 27]",0.379,0.247,0.026,0.804,0.008,0.008,812.274,1048.766,1.003
"K_uu_weight[40, 28]",0.432,0.267,0.036,0.891,0.009,0.009,832.463,1071.908,1.003
"K_uu_weight[40, 29]",0.488,0.287,0.053,0.98,0.009,0.009,857.677,1074.36,1.003
"K_uu_weight[40, 30]",0.547,0.307,0.085,1.088,0.01,0.01,892.357,1099.841,1.003
"K_uu_weight[40, 31]",0.607,0.326,0.111,1.174,0.01,0.01,932.148,1176.59,1.003
"K_uu_weight[40, 32]",0.668,0.344,0.136,1.259,0.01,0.011,978.392,1189.891,1.002
"K_uu_weight[40, 33]",0.727,0.361,0.164,1.34,0.011,0.011,1027.825,1202.192,1.002
"K_uu_weight[40, 34]",0.783,0.377,0.19,1.419,0.011,0.011,1074.197,1183.738,1.002
"K_uu_weight[40, 35]",0.835,0.392,0.216,1.503,0.011,0.012,1122.49,1212.043,1.002
"K_uu_weight[40, 36]",0.88,0.405,0.269,1.607,0.011,0.012,1171.665,1200.043,1.001
"K_uu_weight[40, 37]",0.917,0.416,0.269,1.646,0.012,0.012,1201.9,1230.924,1.001
"K_uu_weight[40, 38]",0.945,0.424,0.29,1.7,0.012,0.012,1222.47,1224.265,1.001
"K_uu_weight[40, 39]",0.962,0.429,0.293,1.721,0.012,0.012,1234.637,1224.265,1.001
"K_uu_weight[40, 40]",0.968,0.431,0.296,1.735,0.012,0.012,1239.141,1274.875,1.001
"K_uu_weight[40, 41]",0.962,0.429,0.293,1.721,0.012,0.012,1234.637,1224.265,1.001
"K_uu_weight[40, 42]",0.945,0.424,0.29,1.7,0.012,0.012,1222.47,1224.265,1.001
"K_uu_weight[40, 43]",0.917,0.416,0.269,1.646,0.012,0.012,1201.9,1230.924,1.001
"K_uu_weight[40, 44]",0.88,0.405,0.269,1.607,0.011,0.012,1171.665,1200.043,1.001
"K_uu_weight[40, 45]",0.835,0.392,0.216,1.503,0.011,0.012,1122.49,1212.043,1.002
"K_uu_weight[40, 46]",0.783,0.377,0.19,1.419,0.011,0.011,1074.197,1183.738,1.002
"K_uu_weight[40, 47]",0.727,0.361,0.164,1.34,0.011,0.011,1027.825,1202.192,1.002
"K_uu_weight[40, 48]",0.668,0.344,0.136,1.259,0.01,0.011,978.392,1189.891,1.002
"K_uu_weight[40, 49]",0.607,0.326,0.111,1.174,0.01,0.01,932.148,1176.59,1.003
"K_uu_weight[41, 0]",0.001,0.003,0.0,0.003,0.0,0.0,752.462,835.019,1.006
"K_uu_weight[41, 1]",0.001,0.003,0.0,0.004,0.0,0.001,751.585,835.019,1.006
"K_uu_weight[41, 2]",0.001,0.004,0.0,0.005,0.0,0.001,750.996,835.019,1.005
"K_uu_weight[41, 3]",0.002,0.005,0.0,0.006,0.0,0.001,750.774,835.019,1.005
"K_uu_weight[41, 4]",0.002,0.006,0.0,0.008,0.0,0.001,750.412,835.019,1.005
"K_uu_weight[41, 5]",0.003,0.008,0.0,0.011,0.0,0.001,750.367,843.198,1.005
"K_uu_weight[41, 6]",0.004,0.009,0.0,0.014,0.0,0.001,750.085,845.351,1.005
"K_uu_weight[41, 7]",0.005,0.011,0.0,0.019,0.0,0.001,749.616,845.351,1.005
"K_uu_weight[41, 8]",0.006,0.014,0.0,0.024,0.0,0.002,749.186,845.351,1.005
"K_uu_weight[41, 9]",0.008,0.016,0.0,0.031,0.0,0.002,749.179,876.211,1.005
"K_uu_weight[41, 10]",0.011,0.02,0.0,0.039,0.001,0.002,747.898,876.211,1.005
"K_uu_weight[41, 11]",0.014,0.024,0.0,0.049,0.001,0.002,747.335,876.211,1.005
"K_uu_weight[41, 12]",0.018,0.029,0.0,0.061,0.001,0.003,746.286,867.64,1.005
"K_uu_weight[41, 13]",0.022,0.034,0.0,0.075,0.001,0.003,745.311,891.642,1.005
"K_uu_weight[41, 14]",0.028,0.04,0.0,0.093,0.001,0.003,744.447,899.462,1.005
"K_uu_weight[41, 15]",0.035,0.048,0.0,0.112,0.001,0.003,744.225,890.915,1.005
"K_uu_weight[41, 16]",0.044,0.056,0.0,0.136,0.002,0.004,744.398,890.445,1.005
