,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"eta_inducing_raw[11, 1]",-0.21,0.973,-1.952,1.772,0.017,0.023,3359.371,1562.99,1.006
"eta_inducing_raw[12, 0]",0.473,0.945,-1.339,2.247,0.016,0.023,3280.898,1302.113,1.004
"eta_inducing_raw[12, 1]",-0.213,0.938,-1.949,1.599,0.014,0.025,4209.985,1256.928,1.001
"eta_inducing_raw[13, 0]",0.5,0.945,-1.293,2.23,0.017,0.021,3170.851,1477.968,1.003
"eta_inducing_raw[13, 1]",-0.226,0.979,-1.861,1.781,0.016,0.027,3869.476,1370.467,1.001
"eta_inducing_raw[14, 0]",0.521,1.002,-1.384,2.379,0.017,0.024,3451.393,1548.726,1.002
"eta_inducing_raw[14, 1]",-0.215,0.935,-1.949,1.457,0.015,0.025,4011.478,1128.503,1.0
"eta_inducing_raw[15, 0]",0.543,0.96,-1.273,2.314,0.017,0.029,3150.837,1285.188,1.0
"eta_inducing_raw[15, 1]",-0.221,1.006,-2.247,1.61,0.018,0.027,3272.914,1129.191,1.003
"eta_inducing_raw[16, 0]",0.531,0.953,-1.352,2.24,0.018,0.022,2824.789,1401.443,1.003
"eta_inducing_raw[16, 1]",-0.183,0.987,-2.119,1.675,0.015,0.025,4341.443,1538.339,1.006
"eta_inducing_raw[17, 0]",0.492,0.955,-1.359,2.282,0.016,0.022,3471.045,1568.921,1.004
"eta_inducing_raw[17, 1]",-0.191,0.949,-2.076,1.537,0.016,0.025,3613.106,1408.8,1.005
"eta_inducing_raw[18, 0]",0.422,1.006,-1.475,2.238,0.016,0.024,3927.274,1358.578,1.006
"eta_inducing_raw[18, 1]",-0.183,1.008,-2.132,1.673,0.017,0.031,3697.781,1072.09,1.003
"eta_inducing_raw[19, 0]",0.37,0.932,-1.316,2.101,0.016,0.021,3246.457,1495.965,1.002
"eta_inducing_raw[19, 1]",-0.135,0.984,-1.874,1.665,0.016,0.028,3623.159,1241.45,1.005
"eta_inducing_raw[20, 0]",0.322,0.91,-1.256,2.16,0.016,0.022,3229.099,1680.347,1.004
"eta_inducing_raw[20, 1]",-0.162,0.973,-2.027,1.619,0.016,0.026,3756.839,1250.85,1.005
"eta_inducing_raw[21, 0]",0.228,0.957,-1.427,2.096,0.017,0.025,3192.089,1238.372,1.001
"eta_inducing_raw[21, 1]",-0.143,0.969,-2.011,1.708,0.017,0.022,3293.584,1404.578,1.0
"eta_inducing_raw[22, 0]",0.15,0.947,-1.707,1.858,0.017,0.023,3304.044,1429.624,1.002
"eta_inducing_raw[22, 1]",-0.111,0.988,-1.922,1.783,0.014,0.027,4650.934,1458.766,1.003
"eta_inducing_raw[23, 0]",0.099,0.975,-1.69,2.023,0.017,0.025,3184.337,1342.792,1.0
"eta_inducing_raw[23, 1]",-0.13,0.963,-1.95,1.741,0.016,0.027,3586.728,1230.519,1.002
"eta_inducing_raw[24, 0]",0.037,1.0,-2.08,1.686,0.02,0.026,2585.971,1265.752,1.004
"eta_inducing_raw[24, 1]",-0.135,1.013,-1.943,1.808,0.017,0.027,3318.303,1341.533,1.0
"eta_inducing_raw[25, 0]",-0.031,0.946,-1.81,1.747,0.018,0.022,2910.117,1515.905,1.0
"eta_inducing_raw[25, 1]",-0.135,0.99,-1.898,1.788,0.017,0.023,3412.722,1613.252,1.004
"eta_inducing_raw[26, 0]",-0.067,0.944,-1.802,1.644,0.015,0.021,3774.778,1496.201,1.002
"eta_inducing_raw[26, 1]",-0.11,1.024,-1.862,1.861,0.016,0.028,4335.453,1346.656,1.004
"eta_inducing_raw[27, 0]",-0.119,1.0,-1.991,1.793,0.017,0.026,3334.279,1517.721,1.001
"eta_inducing_raw[27, 1]",-0.091,0.985,-1.91,1.727,0.016,0.025,3883.81,1423.116,1.001
"eta_inducing_raw[28, 0]",-0.102,0.944,-1.783,1.752,0.018,0.024,2711.094,1297.345,1.001
"eta_inducing_raw[28, 1]",-0.087,0.941,-1.909,1.65,0.015,0.025,3951.34,1556.917,1.003
"eta_inducing_raw[29, 0]",-0.129,0.948,-1.972,1.561,0.016,0.021,3638.144,1415.54,1.0
"eta_inducing_raw[29, 1]",-0.098,0.965,-1.798,1.818,0.019,0.026,2587.779,1372.663,1.0
"eta_inducing_raw[30, 0]",-0.077,0.913,-1.841,1.552,0.016,0.022,3338.495,1592.53,1.0
"eta_inducing_raw[30, 1]",-0.096,1.011,-1.977,1.753,0.016,0.025,4040.697,1381.879,1.002
"eta_inducing_raw[31, 0]",0.018,0.899,-1.687,1.634,0.016,0.019,3199.073,1665.822,1.006
"eta_inducing_raw[31, 1]",-0.079,1.011,-1.887,1.814,0.017,0.027,3671.67,1352.957,1.002
"eta_inducing_raw[32, 0]",0.077,0.975,-1.814,1.86,0.02,0.028,2557.42,1071.142,1.001
"eta_inducing_raw[32, 1]",-0.054,1.001,-1.889,1.871,0.014,0.027,4735.172,1397.882,1.001
"eta_inducing_raw[33, 0]",0.212,0.966,-1.536,2.149,0.017,0.026,3049.424,1240.7,1.007
"eta_inducing_raw[33, 1]",-0.031,1.045,-1.94,1.933,0.016,0.029,3968.62,1124.376,1.005
"eta_inducing_raw[34, 0]",0.294,0.95,-1.303,2.17,0.016,0.023,3446.784,1543.097,1.001
"eta_inducing_raw[34, 1]",-0.059,0.986,-1.86,1.873,0.018,0.027,3111.811,978.653,1.002
"eta_inducing_raw[35, 0]",0.392,0.921,-1.358,2.13,0.017,0.022,3133.893,1445.201,1.003
"eta_inducing_raw[35, 1]",-0.053,1.009,-1.78,1.953,0.017,0.025,3668.853,1354.525,1.002
"eta_inducing_raw[36, 0]",0.404,0.941,-1.381,2.142,0.017,0.027,3166.95,1536.005,1.004
"eta_inducing_raw[36, 1]",-0.043,1.011,-1.893,1.989,0.015,0.03,4614.555,1256.065,1.004
"eta_inducing_raw[37, 0]",0.419,0.967,-1.387,2.237,0.017,0.029,3285.087,1085.244,1.005
"eta_inducing_raw[37, 1]",-0.026,1.045,-2.01,1.931,0.017,0.037,3693.049,1291.429,1.003
"eta_inducing_raw[38, 0]",0.432,0.931,-1.313,2.091,0.015,0.022,3660.183,1395.005,1.001
"eta_inducing_raw[38, 1]",-0.027,0.994,-1.78,1.862,0.015,0.023,4304.611,1452.686,1.001
"eta_inducing_raw[39, 0]",0.437,0.945,-1.216,2.247,0.017,0.023,3118.576,1352.525,1.002
"eta_inducing_raw[39, 1]",-0.037,0.964,-1.736,1.758,0.016,0.025,3876.682,1336.106,1.002
"eta_inducing_raw[40, 0]",0.377,0.998,-1.469,2.224,0.017,0.024,3672.534,1430.088,1.001
"eta_inducing_raw[40, 1]",-0.029,1.005,-1.885,1.878,0.016,0.026,4187.014,1272.477,1.002
"eta_inducing_raw[41, 0]",0.313,0.963,-1.457,2.137,0.017,0.025,3335.16,1488.974,1.003
"eta_inducing_raw[41, 1]",-0.002,0.974,-1.861,1.772,0.016,0.023,3586.463,1297.013,1.003
"eta_inducing_raw[42, 0]",0.278,0.986,-1.58,2.156,0.015,0.023,4345.24,1505.674,1.002
"eta_inducing_raw[42, 1]",-0.031,0.963,-1.837,1.746,0.016,0.023,3767.013,1337.593,1.006
"eta_inducing_raw[43, 0]",0.216,0.961,-1.563,2.083,0.016,0.024,3498.42,1326.472,1.001
"eta_inducing_raw[43, 1]",-0.021,1.013,-1.81,1.86,0.017,0.024,3612.596,1615.271,1.008
"eta_inducing_raw[44, 0]",0.199,1.041,-1.677,2.204,0.016,0.026,4165.902,1451.551,1.005
"eta_inducing_raw[44, 1]",-0.037,1.011,-1.903,1.893,0.015,0.026,4604.687,1428.741,1.002
"eta_inducing_raw[45, 0]",0.136,0.958,-1.553,2.092,0.014,0.024,4680.369,1309.952,1.001
"eta_inducing_raw[45, 1]",0.0,0.949,-1.839,1.694,0.018,0.021,2810.258,1516.53,1.001
"eta_inducing_raw[46, 0]",0.113,1.033,-1.92,1.873,0.017,0.028,3934.624,1315.008,1.001
"eta_inducing_raw[46, 1]",0.007,1.025,-1.973,1.766,0.017,0.028,3411.918,1450.095,1.0
"eta_inducing_raw[47, 0]",0.044,0.992,-1.709,2.067,0.017,0.025,3558.909,1230.312,1.002
"eta_inducing_raw[47, 1]",-0.003,1.005,-1.829,1.825,0.016,0.024,4135.977,1482.898,1.001
"eta_inducing_raw[48, 0]",0.045,1.021,-1.785,2.036,0.014,0.025,4992.516,1623.858,1.002
"eta_inducing_raw[48, 1]",-0.033,0.982,-1.997,1.693,0.016,0.026,3678.863,1255.726,1.003
"eta_inducing_raw[49, 0]",0.06,0.95,-1.729,1.787,0.014,0.023,4339.998,1609.611,1.005
"eta_inducing_raw[49, 1]",0.007,0.992,-1.754,1.912,0.015,0.027,4074.624,1446.023,1.004
"eta_inducing[0, 0]",-1.553,0.548,-2.641,-0.625,0.013,0.012,1899.423,1365.233,1.0
"eta_inducing[0, 1]",-1.33,0.489,-2.204,-0.498,0.013,0.01,1446.549,1269.127,1.001
"eta_inducing[1, 0]",-0.499,0.729,-2.026,0.753,0.017,0.016,1949.586,1280.907,1.002
"eta_inducing[1, 1]",-0.034,0.664,-1.332,1.19,0.015,0.018,2068.409,1336.119,1.0
"eta_inducing[2, 0]",-0.585,0.94,-2.34,1.192,0.018,0.023,2635.332,1380.061,1.001
"eta_inducing[2, 1]",-0.044,0.898,-1.744,1.625,0.018,0.022,2468.047,1414.913,1.001
"eta_inducing[3, 0]",-0.713,0.923,-2.52,0.987,0.017,0.022,3059.232,1591.027,1.003
"eta_inducing[3, 1]",-0.069,0.966,-1.892,1.75,0.017,0.023,3144.242,1495.261,1.001
"eta_inducing[4, 0]",-0.612,0.913,-2.224,1.284,0.015,0.024,3807.989,1439.875,1.0
"eta_inducing[4, 1]",-0.085,0.992,-1.923,1.81,0.016,0.026,3761.715,1293.937,1.0
"eta_inducing[5, 0]",-0.474,0.958,-2.216,1.292,0.016,0.027,3575.55,1441.182,0.999
"eta_inducing[5, 1]",-0.125,0.973,-1.918,1.706,0.015,0.024,3971.806,1413.539,1.002
"eta_inducing[6, 0]",-0.405,0.936,-2.084,1.46,0.017,0.022,3148.428,1401.552,1.005
"eta_inducing[6, 1]",-0.143,1.009,-1.91,1.856,0.016,0.024,4189.354,1595.992,1.002
"eta_inducing[7, 0]",-0.229,0.916,-1.991,1.452,0.018,0.025,2626.734,1304.079,1.003
"eta_inducing[7, 1]",-0.195,0.96,-1.999,1.605,0.017,0.026,3221.884,1291.638,1.003
"eta_inducing[8, 0]",-0.077,0.974,-1.821,1.745,0.015,0.024,4108.562,1695.69,1.0
"eta_inducing[8, 1]",-0.182,0.964,-2.012,1.619,0.016,0.025,3496.04,1318.636,1.003
"eta_inducing[9, 0]",0.066,0.956,-1.619,1.955,0.016,0.025,3408.665,1364.596,1.004
"eta_inducing[9, 1]",-0.219,0.931,-1.995,1.469,0.015,0.026,3954.327,1569.019,1.001
"eta_inducing[10, 0]",0.24,0.947,-1.643,1.955,0.019,0.023,2504.397,1426.097,1.003
"eta_inducing[10, 1]",-0.184,0.975,-1.935,1.732,0.016,0.024,3644.413,1545.694,1.001
"eta_inducing[11, 0]",0.372,1.001,-1.43,2.313,0.015,0.026,4381.49,1449.243,1.0
"eta_inducing[11, 1]",-0.21,0.973,-1.952,1.772,0.017,0.023,3359.371,1562.99,1.006
"eta_inducing[12, 0]",0.473,0.945,-1.339,2.247,0.016,0.023,3280.898,1302.113,1.004
"eta_inducing[12, 1]",-0.213,0.938,-1.949,1.599,0.014,0.025,4209.985,1256.928,1.001
"eta_inducing[13, 0]",0.5,0.945,-1.293,2.23,0.017,0.021,3170.851,1477.968,1.003
"eta_inducing[13, 1]",-0.226,0.979,-1.861,1.781,0.016,0.027,3869.476,1370.467,1.001
"eta_inducing[14, 0]",0.521,1.002,-1.384,2.379,0.017,0.024,3451.393,1548.726,1.002
"eta_inducing[14, 1]",-0.215,0.935,-1.949,1.457,0.015,0.025,4011.478,1128.503,1.0
"eta_inducing[15, 0]",0.543,0.96,-1.273,2.314,0.017,0.029,3150.837,1285.188,1.0
"eta_inducing[15, 1]",-0.221,1.006,-2.247,1.61,0.018,0.027,3272.914,1129.191,1.003
"eta_inducing[16, 0]",0.531,0.953,-1.352,2.24,0.018,0.022,2824.789,1401.443,1.003
"eta_inducing[16, 1]",-0.183,0.987,-2.119,1.675,0.015,0.025,4341.443,1538.339,1.006
"eta_inducing[17, 0]",0.492,0.955,-1.359,2.282,0.016,0.022,3471.045,1568.921,1.004
"eta_inducing[17, 1]",-0.191,0.949,-2.076,1.537,0.016,0.025,3613.106,1408.8,1.005
"eta_inducing[18, 0]",0.422,1.006,-1.475,2.238,0.016,0.024,3927.274,1358.578,1.006
"eta_inducing[18, 1]",-0.183,1.008,-2.132,1.673,0.017,0.031,3697.781,1072.09,1.003
"eta_inducing[19, 0]",0.37,0.932,-1.316,2.101,0.016,0.021,3246.457,1495.965,1.002
"eta_inducing[19, 1]",-0.135,0.984,-1.874,1.665,0.016,0.028,3623.159,1241.45,1.005
"eta_inducing[20, 0]",0.322,0.91,-1.256,2.16,0.016,0.022,3229.099,1680.347,1.004
"eta_inducing[20, 1]",-0.162,0.973,-2.027,1.619,0.016,0.026,3756.839,1250.85,1.005
"eta_inducing[21, 0]",0.228,0.957,-1.427,2.096,0.017,0.025,3192.089,1238.372,1.001
"eta_inducing[21, 1]",-0.143,0.969,-2.011,1.708,0.017,0.022,3293.584,1404.578,1.0
"eta_inducing[22, 0]",0.15,0.947,-1.707,1.858,0.017,0.023,3304.044,1429.624,1.002
"eta_inducing[22, 1]",-0.111,0.988,-1.922,1.783,0.014,0.027,4650.934,1458.766,1.003
"eta_inducing[23, 0]",0.099,0.975,-1.69,2.023,0.017,0.025,3184.337,1342.792,1.0
"eta_inducing[23, 1]",-0.13,0.963,-1.95,1.741,0.016,0.027,3586.728,1230.519,1.002
"eta_inducing[24, 0]",0.037,1.0,-2.08,1.686,0.02,0.026,2585.971,1265.752,1.004
"eta_inducing[24, 1]",-0.135,1.013,-1.943,1.808,0.017,0.027,3318.303,1341.533,1.0
"eta_inducing[25, 0]",-0.031,0.946,-1.81,1.747,0.018,0.022,2910.117,1515.905,1.0
"eta_inducing[25, 1]",-0.135,0.99,-1.898,1.788,0.017,0.023,3412.722,1613.252,1.004
"eta_inducing[26, 0]",-0.067,0.944,-1.802,1.644,0.015,0.021,3774.778,1496.201,1.002
"eta_inducing[26, 1]",-0.11,1.024,-1.862,1.861,0.016,0.028,4335.453,1346.656,1.004
"eta_inducing[27, 0]",-0.119,1.0,-1.991,1.793,0.017,0.026,3334.279,1517.721,1.001
"eta_inducing[27, 1]",-0.091,0.985,-1.91,1.727,0.016,0.025,3883.81,1423.116,1.001
"eta_inducing[28, 0]",-0.102,0.944,-1.783,1.752,0.018,0.024,2711.094,1297.345,1.001
"eta_inducing[28, 1]",-0.087,0.941,-1.909,1.65,0.015,0.025,3951.34,1556.917,1.003
"eta_inducing[29, 0]",-0.129,0.948,-1.972,1.561,0.016,0.021,3638.144,1415.54,1.0
"eta_inducing[29, 1]",-0.098,0.965,-1.798,1.818,0.019,0.026,2587.779,1372.663,1.0
"eta_inducing[30, 0]",-0.077,0.913,-1.841,1.552,0.016,0.022,3338.495,1592.53,1.0
"eta_inducing[30, 1]",-0.096,1.011,-1.977,1.753,0.016,0.025,4040.697,1381.879,1.002
"eta_inducing[31, 0]",0.018,0.899,-1.687,1.634,0.016,0.019,3199.073,1665.822,1.006
"eta_inducing[31, 1]",-0.079,1.011,-1.887,1.814,0.017,0.027,3671.67,1352.957,1.002
"eta_inducing[32, 0]",0.077,0.975,-1.814,1.86,0.02,0.028,2557.42,1071.142,1.001
"eta_inducing[32, 1]",-0.054,1.001,-1.889,1.871,0.014,0.027,4735.172,1397.882,1.001
"eta_inducing[33, 0]",0.212,0.966,-1.536,2.149,0.017,0.026,3049.424,1240.7,1.007
"eta_inducing[33, 1]",-0.031,1.045,-1.94,1.933,0.016,0.029,3968.62,1124.376,1.005
"eta_inducing[34, 0]",0.294,0.95,-1.303,2.17,0.016,0.023,3446.784,1543.097,1.001
"eta_inducing[34, 1]",-0.059,0.986,-1.86,1.873,0.018,0.027,3111.811,978.653,1.002
"eta_inducing[35, 0]",0.392,0.921,-1.358,2.13,0.017,0.022,3133.893,1445.201,1.003
"eta_inducing[35, 1]",-0.053,1.009,-1.78,1.953,0.017,0.025,3668.853,1354.525,1.002
"eta_inducing[36, 0]",0.404,0.941,-1.381,2.142,0.017,0.027,3166.95,1536.005,1.004
"eta_inducing[36, 1]",-0.043,1.011,-1.893,1.989,0.015,0.03,4614.555,1256.065,1.004
"eta_inducing[37, 0]",0.419,0.967,-1.387,2.237,0.017,0.029,3285.087,1085.244,1.005
"eta_inducing[37, 1]",-0.026,1.045,-2.01,1.931,0.017,0.037,3693.049,1291.429,1.003
"eta_inducing[38, 0]",0.432,0.931,-1.313,2.091,0.015,0.022,3660.183,1395.005,1.001
"eta_inducing[38, 1]",-0.027,0.994,-1.78,1.862,0.015,0.023,4304.611,1452.686,1.001
"eta_inducing[39, 0]",0.437,0.945,-1.216,2.247,0.017,0.023,3118.576,1352.525,1.002
"eta_inducing[39, 1]",-0.037,0.964,-1.736,1.758,0.016,0.025,3876.682,1336.106,1.002
"eta_inducing[40, 0]",0.377,0.998,-1.469,2.224,0.017,0.024,3672.534,1430.088,1.001
"eta_inducing[40, 1]",-0.029,1.005,-1.885,1.878,0.016,0.026,4187.014,1272.477,1.002
"eta_inducing[41, 0]",0.313,0.963,-1.457,2.137,0.017,0.025,3335.16,1488.974,1.003
"eta_inducing[41, 1]",-0.002,0.974,-1.861,1.772,0.016,0.023,3586.463,1297.013,1.003
"eta_inducing[42, 0]",0.278,0.986,-1.58,2.156,0.015,0.023,4345.24,1505.674,1.002
"eta_inducing[42, 1]",-0.031,0.963,-1.837,1.746,0.016,0.023,3767.013,1337.593,1.006
"eta_inducing[43, 0]",0.216,0.961,-1.563,2.083,0.016,0.024,3498.42,1326.472,1.001
"eta_inducing[43, 1]",-0.021,1.013,-1.81,1.86,0.017,0.024,3612.596,1615.271,1.008
"eta_inducing[44, 0]",0.199,1.041,-1.677,2.204,0.016,0.026,4165.902,1451.551,1.005
"eta_inducing[44, 1]",-0.037,1.011,-1.903,1.893,0.015,0.026,4604.687,1428.741,1.002
"eta_inducing[45, 0]",0.136,0.958,-1.553,2.092,0.014,0.024,4680.369,1309.952,1.001
"eta_inducing[45, 1]",0.0,0.949,-1.839,1.694,0.018,0.021,2810.258,1516.53,1.001
"eta_inducing[46, 0]",0.113,1.033,-1.92,1.873,0.017,0.028,3934.624,1315.008,1.001
"eta_inducing[46, 1]",0.007,1.025,-1.973,1.766,0.017,0.028,3411.918,1450.095,1.0
"eta_inducing[47, 0]",0.044,0.992,-1.709,2.067,0.017,0.025,3558.909,1230.312,1.002
"eta_inducing[47, 1]",-0.003,1.005,-1.829,1.825,0.016,0.024,4135.977,1482.898,1.001
"eta_inducing[48, 0]",0.045,1.021,-1.785,2.036,0.014,0.025,4992.516,1623.858,1.002
"eta_inducing[48, 1]",-0.033,0.982,-1.997,1.693,0.016,0.026,3678.863,1255.726,1.003
"eta_inducing[49, 0]",0.06,0.95,-1.729,1.787,0.014,0.023,4339.998,1609.611,1.005
"eta_inducing[49, 1]",0.007,0.992,-1.754,1.912,0.015,0.027,4074.624,1446.023,1.004
"K_uu_weight[0, 0]",0.989,0.46,0.315,1.852,0.011,0.014,1593.91,1407.885,1.001
"K_uu_weight[0, 1]",0.983,0.459,0.312,1.843,0.011,0.014,1590.024,1407.885,1.001
"K_uu_weight[0, 2]",0.966,0.453,0.303,1.815,0.011,0.013,1582.493,1429.824,1.001
"K_uu_weight[0, 3]",0.939,0.445,0.293,1.766,0.011,0.013,1570.436,1451.293,1.001
"K_uu_weight[0, 4]",0.902,0.433,0.285,1.711,0.01,0.013,1552.005,1470.284,1.001
"K_uu_weight[0, 5]",0.857,0.42,0.257,1.636,0.01,0.013,1523.052,1440.286,1.001
"K_uu_weight[0, 6]",0.806,0.404,0.219,1.536,0.01,0.013,1490.064,1533.628,1.001
"K_uu_weight[0, 7]",0.749,0.387,0.206,1.459,0.01,0.012,1452.102,1472.375,1.001
"K_uu_weight[0, 8]",0.69,0.368,0.186,1.382,0.009,0.012,1413.69,1522.458,1.001
"K_uu_weight[0, 9]",0.629,0.349,0.12,1.253,0.009,0.011,1374.054,1435.226,1.001
"K_uu_weight[0, 10]",0.568,0.329,0.103,1.171,0.008,0.011,1336.496,1354.546,1.001
"K_uu_weight[0, 11]",0.508,0.308,0.064,1.059,0.008,0.011,1302.98,1290.942,1.001
"K_uu_weight[0, 12]",0.45,0.287,0.051,0.976,0.007,0.01,1274.41,1309.691,1.001
"K_uu_weight[0, 13]",0.396,0.265,0.021,0.867,0.007,0.01,1248.879,1256.987,1.001
"K_uu_weight[0, 14]",0.345,0.244,0.007,0.773,0.006,0.009,1230.906,1209.304,1.001
"K_uu_weight[0, 15]",0.298,0.223,0.015,0.701,0.006,0.009,1215.878,1239.981,1.001
"K_uu_weight[0, 16]",0.256,0.202,0.002,0.609,0.005,0.008,1199.997,1200.21,1.001
"K_uu_weight[0, 17]",0.218,0.182,0.001,0.539,0.005,0.007,1188.943,1254.97,1.001
"K_uu_weight[0, 18]",0.184,0.163,0.0,0.471,0.004,0.007,1181.936,1237.961,1.001
"K_uu_weight[0, 19]",0.154,0.145,0.0,0.406,0.004,0.006,1173.074,1219.843,1.001
"K_uu_weight[0, 20]",0.129,0.128,0.0,0.346,0.003,0.006,1169.518,1127.554,1.001
"K_uu_weight[0, 21]",0.107,0.112,0.0,0.299,0.003,0.006,1164.869,1075.696,1.001
"K_uu_weight[0, 22]",0.088,0.098,0.0,0.252,0.003,0.005,1161.309,1076.58,1.001
"K_uu_weight[0, 23]",0.072,0.085,0.0,0.21,0.002,0.005,1159.266,1064.898,1.001
"K_uu_weight[0, 24]",0.059,0.073,0.0,0.175,0.002,0.004,1157.84,1081.335,1.001
"K_uu_weight[0, 25]",0.047,0.063,0.0,0.144,0.002,0.004,1157.216,1066.778,1.001
"K_uu_weight[0, 26]",0.038,0.054,0.0,0.118,0.001,0.003,1153.442,997.513,1.001
"K_uu_weight[0, 27]",0.03,0.045,0.0,0.097,0.001,0.003,1152.619,999.908,1.001
"K_uu_weight[0, 28]",0.024,0.038,0.0,0.079,0.001,0.003,1151.844,999.565,1.001
"K_uu_weight[0, 29]",0.019,0.032,0.0,0.064,0.001,0.002,1150.57,999.565,1.001
"K_uu_weight[0, 30]",0.015,0.027,0.0,0.051,0.001,0.002,1148.593,1011.91,1.001
"K_uu_weight[0, 31]",0.012,0.023,0.0,0.041,0.001,0.002,1146.818,1011.91,1.001
"K_uu_weight[0, 32]",0.009,0.019,0.0,0.032,0.0,0.002,1145.952,954.1,1.001
"K_uu_weight[0, 33]",0.007,0.016,0.0,0.026,0.0,0.001,1144.626,964.519,1.001
"K_uu_weight[0, 34]",0.006,0.013,0.0,0.02,0.0,0.001,1144.148,964.787,1.001
"K_uu_weight[0, 35]",0.004,0.011,0.0,0.016,0.0,0.001,1143.68,964.787,1.001
"K_uu_weight[0, 36]",0.003,0.009,0.0,0.012,0.0,0.001,1143.073,947.476,1.001
"K_uu_weight[0, 37]",0.003,0.007,0.0,0.009,0.0,0.001,1140.783,954.074,1.001
"K_uu_weight[0, 38]",0.002,0.006,0.0,0.007,0.0,0.001,1138.534,944.697,1.001
"K_uu_weight[0, 39]",0.001,0.005,0.0,0.005,0.0,0.001,1138.577,944.697,1.001
"K_uu_weight[0, 40]",0.001,0.004,0.0,0.004,0.0,0.0,1137.656,944.697,1.001
"K_uu_weight[0, 41]",0.001,0.003,0.0,0.003,0.0,0.0,1136.07,987.599,1.001
"K_uu_weight[0, 42]",0.001,0.002,0.0,0.002,0.0,0.0,1135.824,939.3,1.001
"K_uu_weight[0, 43]",0.0,0.002,0.0,0.002,0.0,0.0,1135.748,948.167,1.001
"K_uu_weight[0, 44]",0.0,0.002,0.0,0.001,0.0,0.0,1135.325,948.167,1.001
"K_uu_weight[0, 45]",0.0,0.001,0.0,0.001,0.0,0.0,1134.73,948.167,1.001
"K_uu_weight[0, 46]",0.0,0.001,0.0,0.001,0.0,0.0,1134.406,948.167,1.001
