,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"eta_inducing_raw[11, 1]",-0.239,0.984,-2.088,1.578,0.017,0.029,3476.236,1087.587,1.0
"eta_inducing_raw[12, 0]",0.386,0.938,-1.4,2.128,0.016,0.025,3466.91,1327.041,1.004
"eta_inducing_raw[12, 1]",-0.238,0.983,-2.07,1.608,0.017,0.026,3441.43,1317.669,1.003
"eta_inducing_raw[13, 0]",0.424,0.948,-1.314,2.188,0.021,0.022,2112.052,1340.173,1.002
"eta_inducing_raw[13, 1]",-0.187,0.95,-2.001,1.523,0.017,0.024,3135.794,1530.204,1.002
"eta_inducing_raw[14, 0]",0.487,0.978,-1.25,2.307,0.016,0.022,3526.235,1448.859,1.0
"eta_inducing_raw[14, 1]",-0.218,0.969,-2.098,1.594,0.015,0.024,4222.026,1413.83,1.003
"eta_inducing_raw[15, 0]",0.491,1.01,-1.295,2.508,0.018,0.031,3114.891,1073.074,1.002
"eta_inducing_raw[15, 1]",-0.181,0.979,-1.953,1.755,0.015,0.024,4318.454,1544.282,1.002
"eta_inducing_raw[16, 0]",0.467,0.956,-1.133,2.42,0.017,0.024,3009.338,1197.665,1.001
"eta_inducing_raw[16, 1]",-0.153,0.988,-1.981,1.726,0.015,0.023,4333.334,1543.991,1.003
"eta_inducing_raw[17, 0]",0.408,0.941,-1.286,2.202,0.017,0.021,3110.98,1696.816,1.0
"eta_inducing_raw[17, 1]",-0.162,1.0,-1.969,1.739,0.018,0.03,3162.168,1346.404,1.001
"eta_inducing_raw[18, 0]",0.393,0.941,-1.266,2.172,0.017,0.024,3062.741,1442.457,1.004
"eta_inducing_raw[18, 1]",-0.181,0.97,-2.024,1.524,0.015,0.024,4087.802,1488.715,1.003
"eta_inducing_raw[19, 0]",0.333,0.944,-1.582,1.985,0.017,0.022,3161.755,1368.763,1.005
"eta_inducing_raw[19, 1]",-0.163,1.002,-2.09,1.627,0.018,0.03,2983.448,1069.008,1.006
"eta_inducing_raw[20, 0]",0.234,0.912,-1.573,1.907,0.018,0.024,2659.154,1295.731,1.005
"eta_inducing_raw[20, 1]",-0.169,0.988,-1.943,1.663,0.016,0.025,4023.952,1582.125,1.001
"eta_inducing_raw[21, 0]",0.181,0.949,-1.7,1.92,0.017,0.023,3170.485,1332.394,1.001
"eta_inducing_raw[21, 1]",-0.16,1.002,-1.999,1.737,0.017,0.026,3397.246,1196.2,1.002
"eta_inducing_raw[22, 0]",0.125,1.008,-1.824,1.988,0.017,0.027,3599.916,1184.722,1.002
"eta_inducing_raw[22, 1]",-0.111,0.944,-1.855,1.654,0.02,0.027,2302.708,824.034,1.0
"eta_inducing_raw[23, 0]",0.068,0.947,-1.613,1.802,0.018,0.023,2700.308,1382.557,1.002
"eta_inducing_raw[23, 1]",-0.145,0.982,-1.924,1.737,0.016,0.026,3547.033,1196.733,1.006
"eta_inducing_raw[24, 0]",-0.053,0.986,-1.799,1.787,0.02,0.025,2468.743,1516.598,1.008
"eta_inducing_raw[24, 1]",-0.123,1.025,-2.125,1.714,0.017,0.027,3588.225,1058.852,1.002
"eta_inducing_raw[25, 0]",-0.102,0.982,-1.879,1.709,0.019,0.026,2709.77,1283.763,1.004
"eta_inducing_raw[25, 1]",-0.09,0.989,-1.919,1.678,0.019,0.024,2851.557,1446.213,0.999
"eta_inducing_raw[26, 0]",-0.116,0.909,-1.856,1.595,0.015,0.023,3524.679,1108.221,1.006
"eta_inducing_raw[26, 1]",-0.124,0.981,-1.899,1.749,0.017,0.024,3348.162,1338.974,1.003
"eta_inducing_raw[27, 0]",-0.142,0.938,-1.846,1.59,0.015,0.02,3862.883,1639.977,1.004
"eta_inducing_raw[27, 1]",-0.15,0.995,-2.091,1.669,0.016,0.023,4001.704,1412.959,1.003
"eta_inducing_raw[28, 0]",-0.191,0.938,-1.884,1.676,0.016,0.022,3576.418,1523.143,1.003
"eta_inducing_raw[28, 1]",-0.094,0.968,-1.848,1.727,0.017,0.025,3335.387,1456.719,1.001
"eta_inducing_raw[29, 0]",-0.167,0.927,-1.894,1.58,0.015,0.023,3927.637,1523.942,1.002
"eta_inducing_raw[29, 1]",-0.122,1.019,-1.904,1.886,0.019,0.029,3023.02,1448.198,1.0
"eta_inducing_raw[30, 0]",-0.1,0.974,-1.942,1.694,0.016,0.026,3963.819,1311.109,1.004
"eta_inducing_raw[30, 1]",-0.048,0.965,-1.923,1.739,0.016,0.026,3764.455,1448.892,1.004
"eta_inducing_raw[31, 0]",-0.043,0.924,-1.759,1.7,0.016,0.022,3261.562,1661.314,1.0
"eta_inducing_raw[31, 1]",-0.064,0.969,-1.895,1.659,0.015,0.022,4118.321,1529.26,1.001
"eta_inducing_raw[32, 0]",0.055,0.961,-1.919,1.727,0.016,0.023,3852.752,1518.083,1.002
"eta_inducing_raw[32, 1]",-0.062,1.015,-2.061,1.703,0.016,0.026,4061.873,1459.197,1.004
"eta_inducing_raw[33, 0]",0.146,0.969,-1.582,2.027,0.018,0.028,2802.624,728.733,1.007
"eta_inducing_raw[33, 1]",-0.04,0.953,-1.842,1.762,0.014,0.026,4513.212,1382.393,0.999
"eta_inducing_raw[34, 0]",0.229,0.973,-1.81,1.833,0.018,0.026,2945.14,1380.238,1.006
"eta_inducing_raw[34, 1]",-0.063,1.0,-1.983,1.766,0.018,0.025,3091.229,1440.507,1.001
"eta_inducing_raw[35, 0]",0.304,0.912,-1.362,2.039,0.015,0.024,3784.095,1517.002,1.002
"eta_inducing_raw[35, 1]",-0.048,0.937,-1.874,1.636,0.015,0.025,4079.967,1448.635,1.002
"eta_inducing_raw[36, 0]",0.345,0.947,-1.404,2.111,0.016,0.024,3717.51,1397.939,1.0
"eta_inducing_raw[36, 1]",-0.025,0.972,-1.828,1.837,0.019,0.024,2601.591,1572.365,1.003
"eta_inducing_raw[37, 0]",0.388,0.961,-1.319,2.298,0.017,0.028,3337.916,1329.893,1.011
"eta_inducing_raw[37, 1]",-0.061,1.012,-2.08,1.659,0.016,0.03,4007.753,1256.931,1.002
"eta_inducing_raw[38, 0]",0.366,0.943,-1.356,2.152,0.016,0.022,3364.805,1463.103,1.006
"eta_inducing_raw[38, 1]",-0.029,0.984,-1.799,1.911,0.015,0.028,4228.848,1282.819,1.001
"eta_inducing_raw[39, 0]",0.372,0.938,-1.505,1.975,0.019,0.027,2651.929,1282.08,1.001
"eta_inducing_raw[39, 1]",-0.043,1.003,-1.92,1.803,0.018,0.028,3112.63,822.176,1.0
"eta_inducing_raw[40, 0]",0.314,0.955,-1.475,2.053,0.016,0.024,3763.283,1373.902,1.001
"eta_inducing_raw[40, 1]",-0.021,1.062,-1.983,1.942,0.015,0.031,4844.188,1057.63,1.003
"eta_inducing_raw[41, 0]",0.294,0.962,-1.5,2.12,0.018,0.026,2707.595,797.096,1.003
"eta_inducing_raw[41, 1]",-0.038,0.973,-1.768,1.806,0.016,0.024,3789.99,1424.889,1.005
"eta_inducing_raw[42, 0]",0.26,0.996,-1.607,2.055,0.017,0.026,3382.864,1417.954,1.007
"eta_inducing_raw[42, 1]",-0.006,0.96,-1.786,1.768,0.016,0.025,3436.042,1272.264,1.005
"eta_inducing_raw[43, 0]",0.18,0.974,-1.695,1.92,0.018,0.027,3083.645,1309.526,1.004
"eta_inducing_raw[43, 1]",-0.043,1.008,-1.971,1.796,0.017,0.025,3752.894,1488.862,1.002
"eta_inducing_raw[44, 0]",0.127,0.959,-1.695,1.823,0.017,0.024,3142.328,1326.181,1.006
"eta_inducing_raw[44, 1]",0.01,0.989,-1.808,1.939,0.016,0.026,3863.123,1489.758,1.001
"eta_inducing_raw[45, 0]",0.142,1.006,-1.811,1.982,0.02,0.025,2594.227,985.592,1.004
"eta_inducing_raw[45, 1]",-0.02,0.967,-1.912,1.709,0.017,0.024,3412.901,1445.22,1.003
"eta_inducing_raw[46, 0]",0.06,0.998,-1.766,1.867,0.017,0.03,3646.325,1062.611,1.005
"eta_inducing_raw[46, 1]",-0.059,0.974,-1.929,1.728,0.017,0.026,3224.186,1372.432,1.004
"eta_inducing_raw[47, 0]",0.083,1.046,-1.91,1.944,0.018,0.029,3338.13,1254.169,1.004
"eta_inducing_raw[47, 1]",-0.005,0.987,-1.776,1.797,0.018,0.022,3167.192,1532.511,1.003
"eta_inducing_raw[48, 0]",0.049,1.045,-1.995,1.921,0.016,0.029,4347.898,1210.799,1.0
"eta_inducing_raw[48, 1]",-0.008,0.975,-1.83,1.815,0.017,0.024,3416.836,1483.127,1.003
"eta_inducing_raw[49, 0]",0.027,1.007,-1.929,1.776,0.016,0.027,3904.731,1031.445,1.007
"eta_inducing_raw[49, 1]",-0.011,1.039,-1.939,1.954,0.019,0.028,2947.477,1166.824,1.003
"eta_inducing[0, 0]",-1.68,0.487,-2.584,-0.777,0.011,0.009,1931.646,1293.687,1.002
"eta_inducing[0, 1]",-1.322,0.499,-2.234,-0.445,0.014,0.013,1090.884,683.99,1.0
"eta_inducing[1, 0]",-0.612,0.794,-2.208,0.859,0.016,0.022,2453.47,1180.688,1.008
"eta_inducing[1, 1]",-0.041,0.65,-1.241,1.174,0.014,0.018,2180.954,1539.643,1.001
"eta_inducing[2, 0]",-0.662,0.959,-2.343,1.144,0.016,0.024,3765.16,1179.989,1.0
"eta_inducing[2, 1]",-0.06,0.856,-1.63,1.541,0.017,0.023,2638.011,1172.167,1.002
"eta_inducing[3, 0]",-0.783,0.934,-2.577,0.917,0.018,0.024,2834.249,1120.085,1.003
"eta_inducing[3, 1]",-0.064,0.942,-1.784,1.745,0.019,0.023,2505.041,1350.267,1.002
"eta_inducing[4, 0]",-0.637,0.894,-2.245,1.04,0.016,0.022,3333.695,1333.297,1.002
"eta_inducing[4, 1]",-0.071,0.967,-1.992,1.642,0.016,0.025,3456.078,1526.787,1.003
"eta_inducing[5, 0]",-0.556,0.932,-2.234,1.177,0.018,0.026,2820.624,1289.889,1.003
"eta_inducing[5, 1]",-0.097,1.008,-1.918,1.834,0.019,0.022,2893.345,1739.669,1.001
"eta_inducing[6, 0]",-0.411,0.963,-2.262,1.342,0.016,0.023,3488.988,1326.465,1.003
"eta_inducing[6, 1]",-0.152,0.961,-1.843,1.785,0.018,0.024,2901.948,1443.541,1.001
"eta_inducing[7, 0]",-0.269,0.954,-2.024,1.437,0.016,0.023,3607.093,1618.816,0.999
"eta_inducing[7, 1]",-0.136,1.03,-2.046,1.922,0.019,0.03,2835.787,1158.123,1.004
"eta_inducing[8, 0]",-0.103,0.955,-1.964,1.642,0.015,0.023,3901.163,1667.529,1.001
"eta_inducing[8, 1]",-0.176,0.925,-1.892,1.645,0.017,0.023,3128.055,1140.332,1.001
"eta_inducing[9, 0]",0.026,0.975,-1.788,1.845,0.018,0.024,2974.632,1508.889,0.999
"eta_inducing[9, 1]",-0.197,0.953,-1.9,1.662,0.017,0.025,3251.822,1339.687,1.001
"eta_inducing[10, 0]",0.179,0.986,-1.81,1.872,0.017,0.026,3189.274,1387.904,1.001
"eta_inducing[10, 1]",-0.185,0.987,-2.081,1.693,0.018,0.026,2998.875,1186.938,1.006
"eta_inducing[11, 0]",0.326,0.962,-1.445,2.118,0.017,0.023,3252.807,1533.943,1.006
"eta_inducing[11, 1]",-0.239,0.984,-2.088,1.578,0.017,0.029,3476.236,1087.587,1.0
"eta_inducing[12, 0]",0.386,0.938,-1.4,2.128,0.016,0.025,3466.91,1327.041,1.004
"eta_inducing[12, 1]",-0.238,0.983,-2.07,1.608,0.017,0.026,3441.43,1317.669,1.003
"eta_inducing[13, 0]",0.424,0.948,-1.314,2.188,0.021,0.022,2112.052,1340.173,1.002
"eta_inducing[13, 1]",-0.187,0.95,-2.001,1.523,0.017,0.024,3135.794,1530.204,1.002
"eta_inducing[14, 0]",0.487,0.978,-1.25,2.307,0.016,0.022,3526.235,1448.859,1.0
"eta_inducing[14, 1]",-0.218,0.969,-2.098,1.594,0.015,0.024,4222.026,1413.83,1.003
"eta_inducing[15, 0]",0.491,1.01,-1.295,2.508,0.018,0.031,3114.891,1073.074,1.002
"eta_inducing[15, 1]",-0.181,0.979,-1.953,1.755,0.015,0.024,4318.454,1544.282,1.002
"eta_inducing[16, 0]",0.467,0.956,-1.133,2.42,0.017,0.024,3009.338,1197.665,1.001
"eta_inducing[16, 1]",-0.153,0.988,-1.981,1.726,0.015,0.023,4333.334,1543.991,1.003
"eta_inducing[17, 0]",0.408,0.941,-1.286,2.202,0.017,0.021,3110.98,1696.816,1.0
"eta_inducing[17, 1]",-0.162,1.0,-1.969,1.739,0.018,0.03,3162.168,1346.404,1.001
"eta_inducing[18, 0]",0.393,0.941,-1.266,2.172,0.017,0.024,3062.741,1442.457,1.004
"eta_inducing[18, 1]",-0.181,0.97,-2.024,1.524,0.015,0.024,4087.802,1488.715,1.003
"eta_inducing[19, 0]",0.333,0.944,-1.582,1.985,0.017,0.022,3161.755,1368.763,1.005
"eta_inducing[19, 1]",-0.163,1.002,-2.09,1.627,0.018,0.03,2983.448,1069.008,1.006
"eta_inducing[20, 0]",0.234,0.912,-1.573,1.907,0.018,0.024,2659.154,1295.731,1.005
"eta_inducing[20, 1]",-0.169,0.988,-1.943,1.663,0.016,0.025,4023.952,1582.125,1.001
"eta_inducing[21, 0]",0.181,0.949,-1.7,1.92,0.017,0.023,3170.485,1332.394,1.001
"eta_inducing[21, 1]",-0.16,1.002,-1.999,1.737,0.017,0.026,3397.246,1196.2,1.002
"eta_inducing[22, 0]",0.125,1.008,-1.824,1.988,0.017,0.027,3599.916,1184.722,1.002
"eta_inducing[22, 1]",-0.111,0.944,-1.855,1.654,0.02,0.027,2302.708,824.034,1.0
"eta_inducing[23, 0]",0.068,0.947,-1.613,1.802,0.018,0.023,2700.308,1382.557,1.002
"eta_inducing[23, 1]",-0.145,0.982,-1.924,1.737,0.016,0.026,3547.033,1196.733,1.006
"eta_inducing[24, 0]",-0.053,0.986,-1.799,1.787,0.02,0.025,2468.743,1516.598,1.008
"eta_inducing[24, 1]",-0.123,1.025,-2.125,1.714,0.017,0.027,3588.225,1058.852,1.002
"eta_inducing[25, 0]",-0.102,0.982,-1.879,1.709,0.019,0.026,2709.77,1283.763,1.004
"eta_inducing[25, 1]",-0.09,0.989,-1.919,1.678,0.019,0.024,2851.557,1446.213,0.999
"eta_inducing[26, 0]",-0.116,0.909,-1.856,1.595,0.015,0.023,3524.679,1108.221,1.006
"eta_inducing[26, 1]",-0.124,0.981,-1.899,1.749,0.017,0.024,3348.162,1338.974,1.003
"eta_inducing[27, 0]",-0.142,0.938,-1.846,1.59,0.015,0.02,3862.883,1639.977,1.004
"eta_inducing[27, 1]",-0.15,0.995,-2.091,1.669,0.016,0.023,4001.704,1412.959,1.003
"eta_inducing[28, 0]",-0.191,0.938,-1.884,1.676,0.016,0.022,3576.418,1523.143,1.003
"eta_inducing[28, 1]",-0.094,0.968,-1.848,1.727,0.017,0.025,3335.387,1456.719,1.001
"eta_inducing[29, 0]",-0.167,0.927,-1.894,1.58,0.015,0.023,3927.637,1523.942,1.002
"eta_inducing[29, 1]",-0.122,1.019,-1.904,1.886,0.019,0.029,3023.02,1448.198,1.0
"eta_inducing[30, 0]",-0.1,0.974,-1.942,1.694,0.016,0.026,3963.819,1311.109,1.004
"eta_inducing[30, 1]",-0.048,0.965,-1.923,1.739,0.016,0.026,3764.455,1448.892,1.004
"eta_inducing[31, 0]",-0.043,0.924,-1.759,1.7,0.016,0.022,3261.562,1661.314,1.0
"eta_inducing[31, 1]",-0.064,0.969,-1.895,1.659,0.015,0.022,4118.321,1529.26,1.001
"eta_inducing[32, 0]",0.055,0.961,-1.919,1.727,0.016,0.023,3852.752,1518.083,1.002
"eta_inducing[32, 1]",-0.062,1.015,-2.061,1.703,0.016,0.026,4061.873,1459.197,1.004
"eta_inducing[33, 0]",0.146,0.969,-1.582,2.027,0.018,0.028,2802.624,728.733,1.007
"eta_inducing[33, 1]",-0.04,0.953,-1.842,1.762,0.014,0.026,4513.212,1382.393,0.999
"eta_inducing[34, 0]",0.229,0.973,-1.81,1.833,0.018,0.026,2945.14,1380.238,1.006
"eta_inducing[34, 1]",-0.063,1.0,-1.983,1.766,0.018,0.025,3091.229,1440.507,1.001
"eta_inducing[35, 0]",0.304,0.912,-1.362,2.039,0.015,0.024,3784.095,1517.002,1.002
"eta_inducing[35, 1]",-0.048,0.937,-1.874,1.636,0.015,0.025,4079.967,1448.635,1.002
"eta_inducing[36, 0]",0.345,0.947,-1.404,2.111,0.016,0.024,3717.51,1397.939,1.0
"eta_inducing[36, 1]",-0.025,0.972,-1.828,1.837,0.019,0.024,2601.591,1572.365,1.003
"eta_inducing[37, 0]",0.388,0.961,-1.319,2.298,0.017,0.028,3337.916,1329.893,1.011
"eta_inducing[37, 1]",-0.061,1.012,-2.08,1.659,0.016,0.03,4007.753,1256.931,1.002
"eta_inducing[38, 0]",0.366,0.943,-1.356,2.152,0.016,0.022,3364.805,1463.103,1.006
"eta_inducing[38, 1]",-0.029,0.984,-1.799,1.911,0.015,0.028,4228.848,1282.819,1.001
"eta_inducing[39, 0]",0.372,0.938,-1.505,1.975,0.019,0.027,2651.929,1282.08,1.001
"eta_inducing[39, 1]",-0.043,1.003,-1.92,1.803,0.018,0.028,3112.63,822.176,1.0
"eta_inducing[40, 0]",0.314,0.955,-1.475,2.053,0.016,0.024,3763.283,1373.902,1.001
"eta_inducing[40, 1]",-0.021,1.062,-1.983,1.942,0.015,0.031,4844.188,1057.63,1.003
"eta_inducing[41, 0]",0.294,0.962,-1.5,2.12,0.018,0.026,2707.595,797.096,1.003
"eta_inducing[41, 1]",-0.038,0.973,-1.768,1.806,0.016,0.024,3789.99,1424.889,1.005
"eta_inducing[42, 0]",0.26,0.996,-1.607,2.055,0.017,0.026,3382.864,1417.954,1.007
"eta_inducing[42, 1]",-0.006,0.96,-1.786,1.768,0.016,0.025,3436.042,1272.264,1.005
"eta_inducing[43, 0]",0.18,0.974,-1.695,1.92,0.018,0.027,3083.645,1309.526,1.004
"eta_inducing[43, 1]",-0.043,1.008,-1.971,1.796,0.017,0.025,3752.894,1488.862,1.002
"eta_inducing[44, 0]",0.127,0.959,-1.695,1.823,0.017,0.024,3142.328,1326.181,1.006
"eta_inducing[44, 1]",0.01,0.989,-1.808,1.939,0.016,0.026,3863.123,1489.758,1.001
"eta_inducing[45, 0]",0.142,1.006,-1.811,1.982,0.02,0.025,2594.227,985.592,1.004
"eta_inducing[45, 1]",-0.02,0.967,-1.912,1.709,0.017,0.024,3412.901,1445.22,1.003
"eta_inducing[46, 0]",0.06,0.998,-1.766,1.867,0.017,0.03,3646.325,1062.611,1.005
"eta_inducing[46, 1]",-0.059,0.974,-1.929,1.728,0.017,0.026,3224.186,1372.432,1.004
"eta_inducing[47, 0]",0.083,1.046,-1.91,1.944,0.018,0.029,3338.13,1254.169,1.004
"eta_inducing[47, 1]",-0.005,0.987,-1.776,1.797,0.018,0.022,3167.192,1532.511,1.003
"eta_inducing[48, 0]",0.049,1.045,-1.995,1.921,0.016,0.029,4347.898,1210.799,1.0
"eta_inducing[48, 1]",-0.008,0.975,-1.83,1.815,0.017,0.024,3416.836,1483.127,1.003
"eta_inducing[49, 0]",0.027,1.007,-1.929,1.776,0.016,0.027,3904.731,1031.445,1.007
"eta_inducing[49, 1]",-0.011,1.039,-1.939,1.954,0.019,0.028,2947.477,1166.824,1.003
"K_uu_weight[0, 0]",1.009,0.458,0.323,1.896,0.011,0.011,1743.465,1272.964,1.0
"K_uu_weight[0, 1]",1.003,0.456,0.32,1.885,0.011,0.011,1741.034,1272.964,1.0
"K_uu_weight[0, 2]",0.986,0.45,0.31,1.856,0.01,0.011,1726.678,1290.15,1.0
"K_uu_weight[0, 3]",0.958,0.441,0.31,1.825,0.01,0.011,1706.05,1297.205,1.0
"K_uu_weight[0, 4]",0.92,0.429,0.261,1.727,0.01,0.01,1675.056,1329.594,1.0
"K_uu_weight[0, 5]",0.875,0.415,0.261,1.669,0.01,0.01,1634.847,1229.573,1.0
"K_uu_weight[0, 6]",0.822,0.398,0.231,1.582,0.01,0.01,1591.325,1230.946,1.0
"K_uu_weight[0, 7]",0.764,0.381,0.197,1.496,0.009,0.009,1549.226,1265.861,1.0
"K_uu_weight[0, 8]",0.704,0.362,0.175,1.409,0.009,0.009,1504.038,1262.964,1.001
"K_uu_weight[0, 9]",0.641,0.342,0.137,1.298,0.009,0.009,1421.319,1179.308,1.001
"K_uu_weight[0, 10]",0.579,0.321,0.095,1.171,0.008,0.008,1359.397,1155.67,1.001
"K_uu_weight[0, 11]",0.517,0.3,0.08,1.072,0.008,0.008,1300.948,1264.55,1.0
"K_uu_weight[0, 12]",0.459,0.279,0.06,0.988,0.007,0.007,1251.426,1222.749,1.001
"K_uu_weight[0, 13]",0.403,0.258,0.041,0.893,0.007,0.007,1211.041,1199.148,1.001
"K_uu_weight[0, 14]",0.351,0.236,0.027,0.795,0.006,0.006,1180.26,1216.233,1.001
"K_uu_weight[0, 15]",0.303,0.215,0.016,0.705,0.006,0.006,1151.061,1216.062,1.002
"K_uu_weight[0, 16]",0.26,0.194,0.01,0.619,0.005,0.005,1126.71,1186.159,1.002
"K_uu_weight[0, 17]",0.221,0.175,0.001,0.539,0.005,0.005,1106.569,1216.294,1.002
"K_uu_weight[0, 18]",0.186,0.156,0.001,0.469,0.004,0.005,1084.885,1157.762,1.003
"K_uu_weight[0, 19]",0.156,0.138,0.0,0.406,0.004,0.004,1071.733,1195.56,1.002
"K_uu_weight[0, 20]",0.13,0.121,0.0,0.351,0.003,0.004,1064.039,1207.291,1.003
"K_uu_weight[0, 21]",0.107,0.106,0.0,0.303,0.003,0.004,1052.544,1177.197,1.002
"K_uu_weight[0, 22]",0.088,0.092,0.0,0.259,0.002,0.003,1044.212,1176.734,1.003
"K_uu_weight[0, 23]",0.072,0.079,0.0,0.217,0.002,0.003,1041.269,1180.625,1.004
"K_uu_weight[0, 24]",0.058,0.068,0.0,0.18,0.002,0.003,1036.611,1167.108,1.004
"K_uu_weight[0, 25]",0.047,0.057,0.0,0.151,0.001,0.002,1034.658,1148.844,1.003
"K_uu_weight[0, 26]",0.038,0.049,0.0,0.125,0.001,0.002,1030.53,1108.92,1.003
"K_uu_weight[0, 27]",0.03,0.041,0.0,0.101,0.001,0.002,1027.302,1162.754,1.003
"K_uu_weight[0, 28]",0.024,0.034,0.0,0.081,0.001,0.002,1025.142,1149.152,1.002
"K_uu_weight[0, 29]",0.019,0.028,0.0,0.066,0.001,0.001,1024.321,1194.105,1.002
"K_uu_weight[0, 30]",0.015,0.023,0.0,0.054,0.001,0.001,1023.07,1179.004,1.002
"K_uu_weight[0, 31]",0.011,0.019,0.0,0.043,0.0,0.001,1022.606,1179.484,1.002
"K_uu_weight[0, 32]",0.009,0.016,0.0,0.034,0.0,0.001,1021.622,1179.484,1.002
"K_uu_weight[0, 33]",0.007,0.013,0.0,0.027,0.0,0.001,1020.636,1179.484,1.002
"K_uu_weight[0, 34]",0.005,0.01,0.0,0.021,0.0,0.001,1019.215,1179.484,1.002
"K_uu_weight[0, 35]",0.004,0.008,0.0,0.016,0.0,0.001,1018.617,1179.484,1.002
"K_uu_weight[0, 36]",0.003,0.007,0.0,0.012,0.0,0.0,1019.432,1179.484,1.002
"K_uu_weight[0, 37]",0.002,0.005,0.0,0.01,0.0,0.0,1020.041,1179.484,1.002
"K_uu_weight[0, 38]",0.002,0.004,0.0,0.007,0.0,0.0,1021.26,1179.484,1.002
"K_uu_weight[0, 39]",0.001,0.003,0.0,0.005,0.0,0.0,1021.984,1203.163,1.002
"K_uu_weight[0, 40]",0.001,0.003,0.0,0.004,0.0,0.0,1021.685,1203.163,1.001
"K_uu_weight[0, 41]",0.001,0.002,0.0,0.003,0.0,0.0,1021.441,1203.163,1.001
"K_uu_weight[0, 42]",0.001,0.002,0.0,0.002,0.0,0.0,1022.305,1203.163,1.001
"K_uu_weight[0, 43]",0.0,0.001,0.0,0.002,0.0,0.0,1021.429,1203.163,1.001
"K_uu_weight[0, 44]",0.0,0.001,0.0,0.001,0.0,0.0,1021.03,1203.163,1.001
"K_uu_weight[0, 45]",0.0,0.001,0.0,0.001,0.0,0.0,1020.297,1188.638,1.001
