,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"eta_inducing_raw[13, 1]",-0.207,0.958,-1.805,1.726,0.033,0.025,834.081,673.95,1.006
"eta_inducing_raw[14, 0]",0.431,1.083,-2.125,2.124,0.06,0.059,378.824,77.954,1.008
"eta_inducing_raw[14, 1]",-0.215,0.986,-1.942,1.666,0.019,0.047,2540.196,732.744,1.005
"eta_inducing_raw[15, 0]",0.516,0.933,-1.29,2.269,0.017,0.024,2930.58,1441.92,1.001
"eta_inducing_raw[15, 1]",-0.167,0.936,-2.033,1.509,0.014,0.023,4237.127,1468.979,1.012
"eta_inducing_raw[16, 0]",0.493,0.913,-1.276,2.099,0.02,0.02,2143.496,1713.955,1.002
"eta_inducing_raw[16, 1]",-0.134,0.981,-2.096,1.644,0.019,0.025,2758.308,1327.921,1.002
"eta_inducing_raw[17, 0]",0.454,0.947,-1.328,2.21,0.015,0.027,3975.575,1463.741,1.006
"eta_inducing_raw[17, 1]",-0.203,0.958,-2.048,1.522,0.021,0.023,2233.031,1401.785,1.003
"eta_inducing_raw[18, 0]",0.475,0.989,-1.251,2.389,0.043,0.04,594.445,283.097,1.014
"eta_inducing_raw[18, 1]",-0.141,0.966,-1.914,1.728,0.016,0.025,3725.218,1345.419,1.002
"eta_inducing_raw[19, 0]",0.363,0.939,-1.515,2.028,0.016,0.028,3326.633,1272.568,1.006
"eta_inducing_raw[19, 1]",-0.135,0.966,-1.936,1.675,0.016,0.027,3549.751,1311.923,1.004
"eta_inducing_raw[20, 0]",0.315,0.988,-1.41,2.181,0.022,0.029,2062.954,1146.916,1.003
"eta_inducing_raw[20, 1]",-0.188,0.936,-2.019,1.484,0.014,0.028,4312.155,1389.338,1.01
"eta_inducing_raw[21, 0]",0.198,0.988,-1.751,1.889,0.025,0.023,1609.106,1515.909,1.004
"eta_inducing_raw[21, 1]",-0.147,0.96,-1.965,1.604,0.015,0.024,4114.088,1268.04,1.003
"eta_inducing_raw[22, 0]",0.226,1.007,-1.592,2.096,0.045,0.036,560.935,213.919,1.019
"eta_inducing_raw[22, 1]",-0.166,0.957,-1.943,1.549,0.015,0.025,4038.422,1588.227,1.004
"eta_inducing_raw[23, 0]",0.101,0.995,-1.751,1.951,0.018,0.026,3079.532,1522.579,1.002
"eta_inducing_raw[23, 1]",-0.123,1.029,-1.942,1.73,0.042,0.027,605.507,277.534,1.006
"eta_inducing_raw[24, 0]",0.006,0.966,-1.839,1.733,0.03,0.026,1136.207,1402.583,1.008
"eta_inducing_raw[24, 1]",-0.053,1.042,-2.102,2.003,0.065,0.059,304.418,79.0,1.014
"eta_inducing_raw[25, 0]",-0.074,0.942,-1.792,1.601,0.03,0.02,993.946,1384.804,1.006
"eta_inducing_raw[25, 1]",-0.121,0.94,-1.857,1.62,0.018,0.021,2846.324,1392.545,1.004
"eta_inducing_raw[26, 0]",-0.083,1.029,-2.041,1.79,0.017,0.029,3635.675,1004.831,1.009
"eta_inducing_raw[26, 1]",-0.115,0.95,-1.796,1.748,0.016,0.025,3461.25,1414.668,1.003
"eta_inducing_raw[27, 0]",-0.092,0.942,-1.926,1.571,0.027,0.024,1193.076,1515.325,1.006
"eta_inducing_raw[27, 1]",-0.112,0.995,-1.993,1.697,0.019,0.025,2656.915,1520.081,1.001
"eta_inducing_raw[28, 0]",-0.09,0.991,-2.081,1.612,0.028,0.026,1333.48,1225.769,1.006
"eta_inducing_raw[28, 1]",-0.08,0.935,-1.762,1.565,0.019,0.022,2507.814,1385.561,1.005
"eta_inducing_raw[29, 0]",-0.151,0.928,-1.997,1.542,0.014,0.025,4409.194,1426.41,1.011
"eta_inducing_raw[29, 1]",-0.147,0.948,-1.857,1.498,0.04,0.026,579.777,224.806,1.011
"eta_inducing_raw[30, 0]",-0.056,0.932,-1.866,1.581,0.013,0.024,5166.482,1441.563,1.01
"eta_inducing_raw[30, 1]",-0.13,0.994,-2.076,1.734,0.017,0.029,3268.62,1508.02,1.006
"eta_inducing_raw[31, 0]",-0.031,0.982,-1.784,1.787,0.041,0.03,599.621,189.032,1.012
"eta_inducing_raw[31, 1]",-0.059,1.03,-2.061,1.708,0.033,0.027,1015.614,1446.927,1.004
"eta_inducing_raw[32, 0]",0.05,0.964,-1.799,1.815,0.023,0.025,1839.029,1174.998,1.006
"eta_inducing_raw[32, 1]",-0.066,0.945,-1.753,1.797,0.013,0.025,4996.011,1290.83,1.01
"eta_inducing_raw[33, 0]",0.151,0.952,-1.487,2.044,0.017,0.023,3067.556,1648.993,1.003
"eta_inducing_raw[33, 1]",-0.098,0.972,-1.861,1.783,0.015,0.024,4036.208,1522.372,1.0
"eta_inducing_raw[34, 0]",0.271,0.921,-1.467,2.034,0.017,0.028,3061.068,1180.293,1.004
"eta_inducing_raw[34, 1]",-0.085,1.002,-2.008,1.64,0.019,0.027,2650.123,1405.556,1.002
"eta_inducing_raw[35, 0]",0.376,1.0,-1.348,2.302,0.046,0.035,508.153,135.2,1.009
"eta_inducing_raw[35, 1]",-0.104,0.993,-1.857,1.757,0.023,0.025,1874.095,1301.35,1.003
"eta_inducing_raw[36, 0]",0.397,0.928,-1.189,2.285,0.016,0.024,3503.124,1469.664,1.006
"eta_inducing_raw[36, 1]",-0.089,0.952,-1.851,1.809,0.017,0.023,3006.082,1281.52,1.004
"eta_inducing_raw[37, 0]",0.449,0.936,-1.198,2.193,0.036,0.028,711.865,342.426,1.006
"eta_inducing_raw[37, 1]",-0.065,0.908,-1.8,1.613,0.016,0.024,3009.329,1610.365,1.003
"eta_inducing_raw[38, 0]",0.392,0.967,-1.35,2.2,0.018,0.024,3055.669,1233.986,1.0
"eta_inducing_raw[38, 1]",-0.071,0.959,-1.838,1.794,0.015,0.027,4029.073,1352.494,1.01
"eta_inducing_raw[39, 0]",0.421,0.94,-1.237,2.146,0.017,0.021,3101.036,1620.383,1.002
"eta_inducing_raw[39, 1]",-0.071,1.012,-1.91,1.802,0.02,0.026,2576.227,1189.586,1.009
"eta_inducing_raw[40, 0]",0.316,1.0,-1.933,1.915,0.059,0.054,335.879,73.214,1.009
"eta_inducing_raw[40, 1]",-0.098,1.015,-1.981,1.75,0.026,0.025,1464.46,1606.85,1.004
"eta_inducing_raw[41, 0]",0.35,0.94,-1.469,2.024,0.016,0.024,3381.554,1686.231,1.002
"eta_inducing_raw[41, 1]",-0.014,0.997,-1.779,1.911,0.023,0.027,1815.474,1414.017,1.003
"eta_inducing_raw[42, 0]",0.239,1.006,-1.765,2.06,0.017,0.033,3482.428,1134.126,1.014
"eta_inducing_raw[42, 1]",-0.055,0.931,-1.848,1.53,0.019,0.024,2348.75,1495.062,1.002
"eta_inducing_raw[43, 0]",0.188,1.003,-1.718,1.998,0.028,0.024,1359.583,1228.519,1.006
"eta_inducing_raw[43, 1]",-0.031,0.994,-1.885,1.85,0.015,0.036,4222.157,979.603,1.03
"eta_inducing_raw[44, 0]",0.207,1.007,-1.561,2.055,0.041,0.034,625.656,182.922,1.006
"eta_inducing_raw[44, 1]",-0.072,0.979,-1.906,1.685,0.03,0.024,1069.584,1500.458,1.011
"eta_inducing_raw[45, 0]",0.096,0.969,-1.783,1.894,0.015,0.026,3972.503,1321.835,1.0
"eta_inducing_raw[45, 1]",-0.009,1.014,-1.807,1.934,0.032,0.025,1057.182,1305.133,1.007
"eta_inducing_raw[46, 0]",0.083,0.983,-1.789,1.889,0.018,0.026,3092.676,1239.79,1.002
"eta_inducing_raw[46, 1]",0.002,1.009,-1.737,1.988,0.021,0.032,2360.347,1378.814,1.005
"eta_inducing_raw[47, 0]",0.032,1.02,-1.965,1.747,0.054,0.035,388.547,79.279,1.01
"eta_inducing_raw[47, 1]",-0.074,0.967,-1.721,1.823,0.026,0.022,1435.763,1386.685,1.002
"eta_inducing_raw[48, 0]",0.057,0.983,-1.684,2.018,0.014,0.027,4742.188,1388.428,1.013
"eta_inducing_raw[48, 1]",-0.007,0.971,-1.79,1.902,0.02,0.028,2413.171,1338.451,1.0
"eta_inducing_raw[49, 0]",0.068,0.943,-1.58,1.912,0.04,0.025,634.526,293.338,1.006
"eta_inducing_raw[49, 1]",-0.023,0.983,-2.055,1.708,0.019,0.024,2533.024,1624.058,1.002
"eta_inducing[0, 0]",-1.624,0.525,-2.573,-0.62,0.013,0.012,1628.032,1161.465,1.004
"eta_inducing[0, 1]",-1.236,0.516,-2.104,-0.345,0.025,0.015,252.75,64.747,1.021
"eta_inducing[1, 0]",-0.529,0.707,-1.791,0.915,0.019,0.016,1428.051,1395.988,1.003
"eta_inducing[1, 1]",-0.082,0.76,-1.455,1.449,0.016,0.022,2370.754,983.62,1.009
"eta_inducing[2, 0]",-0.559,0.986,-2.271,1.334,0.047,0.036,478.299,100.286,1.007
"eta_inducing[2, 1]",-0.018,0.833,-1.589,1.497,0.017,0.019,2400.793,1482.87,1.002
"eta_inducing[3, 0]",-0.743,0.897,-2.384,0.981,0.015,0.024,3730.872,1682.844,1.009
"eta_inducing[3, 1]",-0.009,0.972,-1.803,1.73,0.018,0.026,2830.987,1410.157,1.0
"eta_inducing[4, 0]",-0.692,0.999,-2.514,1.183,0.038,0.029,744.263,1228.804,1.005
"eta_inducing[4, 1]",-0.083,0.983,-1.838,1.791,0.032,0.028,978.116,720.43,1.003
"eta_inducing[5, 0]",-0.513,0.957,-2.286,1.269,0.017,0.025,3078.739,1410.489,1.006
"eta_inducing[5, 1]",-0.033,0.948,-1.782,1.787,0.033,0.023,843.895,1303.513,1.008
"eta_inducing[6, 0]",-0.366,0.992,-2.209,1.37,0.037,0.027,727.754,766.216,1.013
"eta_inducing[6, 1]",-0.1,0.989,-1.998,1.681,0.024,0.024,1665.145,1351.066,1.003
"eta_inducing[7, 0]",-0.272,0.921,-1.928,1.544,0.017,0.026,3022.826,1130.466,1.004
"eta_inducing[7, 1]",-0.16,1.068,-2.128,1.707,0.047,0.033,521.932,119.266,1.006
"eta_inducing[8, 0]",-0.077,0.987,-2.068,1.624,0.025,0.026,1512.638,1424.239,1.003
"eta_inducing[8, 1]",-0.105,1.017,-2.145,1.599,0.031,0.027,1070.457,1439.389,1.006
"eta_inducing[9, 0]",0.096,0.948,-1.707,1.803,0.027,0.022,1265.02,1349.706,1.005
"eta_inducing[9, 1]",-0.141,0.971,-1.946,1.636,0.016,0.026,3757.562,1510.566,1.004
"eta_inducing[10, 0]",0.224,0.962,-1.546,2.01,0.02,0.023,2325.519,1497.245,1.005
"eta_inducing[10, 1]",-0.137,0.973,-1.844,1.773,0.026,0.021,1460.861,1588.405,1.002
"eta_inducing[11, 0]",0.286,0.982,-1.433,2.062,0.045,0.026,442.467,385.743,1.012
"eta_inducing[11, 1]",-0.176,0.969,-2.032,1.681,0.014,0.027,4413.081,1359.64,1.006
"eta_inducing[12, 0]",0.4,0.9,-1.357,2.055,0.015,0.024,3463.423,1429.432,1.015
"eta_inducing[12, 1]",-0.219,0.937,-2.041,1.462,0.02,0.023,2341.569,1519.529,1.003
"eta_inducing[13, 0]",0.506,0.941,-1.228,2.324,0.017,0.023,2999.926,1398.433,1.005
"eta_inducing[13, 1]",-0.207,0.958,-1.805,1.726,0.033,0.025,834.081,673.95,1.006
"eta_inducing[14, 0]",0.431,1.083,-2.125,2.124,0.06,0.059,378.824,77.954,1.008
"eta_inducing[14, 1]",-0.215,0.986,-1.942,1.666,0.019,0.047,2540.196,732.744,1.005
"eta_inducing[15, 0]",0.516,0.933,-1.29,2.269,0.017,0.024,2930.58,1441.92,1.001
"eta_inducing[15, 1]",-0.167,0.936,-2.033,1.509,0.014,0.023,4237.127,1468.979,1.012
"eta_inducing[16, 0]",0.493,0.913,-1.276,2.099,0.02,0.02,2143.496,1713.955,1.002
"eta_inducing[16, 1]",-0.134,0.981,-2.096,1.644,0.019,0.025,2758.308,1327.921,1.002
"eta_inducing[17, 0]",0.454,0.947,-1.328,2.21,0.015,0.027,3975.575,1463.741,1.006
"eta_inducing[17, 1]",-0.203,0.958,-2.048,1.522,0.021,0.023,2233.031,1401.785,1.003
"eta_inducing[18, 0]",0.475,0.989,-1.251,2.389,0.043,0.04,594.445,283.097,1.014
"eta_inducing[18, 1]",-0.141,0.966,-1.914,1.728,0.016,0.025,3725.218,1345.419,1.002
"eta_inducing[19, 0]",0.363,0.939,-1.515,2.028,0.016,0.028,3326.633,1272.568,1.006
"eta_inducing[19, 1]",-0.135,0.966,-1.936,1.675,0.016,0.027,3549.751,1311.923,1.004
"eta_inducing[20, 0]",0.315,0.988,-1.41,2.181,0.022,0.029,2062.954,1146.916,1.003
"eta_inducing[20, 1]",-0.188,0.936,-2.019,1.484,0.014,0.028,4312.155,1389.338,1.01
"eta_inducing[21, 0]",0.198,0.988,-1.751,1.889,0.025,0.023,1609.106,1515.909,1.004
"eta_inducing[21, 1]",-0.147,0.96,-1.965,1.604,0.015,0.024,4114.088,1268.04,1.003
"eta_inducing[22, 0]",0.226,1.007,-1.592,2.096,0.045,0.036,560.935,213.919,1.019
"eta_inducing[22, 1]",-0.166,0.957,-1.943,1.549,0.015,0.025,4038.422,1588.227,1.004
"eta_inducing[23, 0]",0.101,0.995,-1.751,1.951,0.018,0.026,3079.532,1522.579,1.002
"eta_inducing[23, 1]",-0.123,1.029,-1.942,1.73,0.042,0.027,605.507,277.534,1.006
"eta_inducing[24, 0]",0.006,0.966,-1.839,1.733,0.03,0.026,1136.207,1402.583,1.008
"eta_inducing[24, 1]",-0.053,1.042,-2.102,2.003,0.065,0.059,304.418,79.0,1.014
"eta_inducing[25, 0]",-0.074,0.942,-1.792,1.601,0.03,0.02,993.946,1384.804,1.006
"eta_inducing[25, 1]",-0.121,0.94,-1.857,1.62,0.018,0.021,2846.324,1392.545,1.004
"eta_inducing[26, 0]",-0.083,1.029,-2.041,1.79,0.017,0.029,3635.675,1004.831,1.009
"eta_inducing[26, 1]",-0.115,0.95,-1.796,1.748,0.016,0.025,3461.25,1414.668,1.003
"eta_inducing[27, 0]",-0.092,0.942,-1.926,1.571,0.027,0.024,1193.076,1515.325,1.006
"eta_inducing[27, 1]",-0.112,0.995,-1.993,1.697,0.019,0.025,2656.915,1520.081,1.001
"eta_inducing[28, 0]",-0.09,0.991,-2.081,1.612,0.028,0.026,1333.48,1225.769,1.006
"eta_inducing[28, 1]",-0.08,0.935,-1.762,1.565,0.019,0.022,2507.814,1385.561,1.005
"eta_inducing[29, 0]",-0.151,0.928,-1.997,1.542,0.014,0.025,4409.194,1426.41,1.011
"eta_inducing[29, 1]",-0.147,0.948,-1.857,1.498,0.04,0.026,579.777,224.806,1.011
"eta_inducing[30, 0]",-0.056,0.932,-1.866,1.581,0.013,0.024,5166.482,1441.563,1.01
"eta_inducing[30, 1]",-0.13,0.994,-2.076,1.734,0.017,0.029,3268.62,1508.02,1.006
"eta_inducing[31, 0]",-0.031,0.982,-1.784,1.787,0.041,0.03,599.621,189.032,1.012
"eta_inducing[31, 1]",-0.059,1.03,-2.061,1.708,0.033,0.027,1015.614,1446.927,1.004
"eta_inducing[32, 0]",0.05,0.964,-1.799,1.815,0.023,0.025,1839.029,1174.998,1.006
"eta_inducing[32, 1]",-0.066,0.945,-1.753,1.797,0.013,0.025,4996.011,1290.83,1.01
"eta_inducing[33, 0]",0.151,0.952,-1.487,2.044,0.017,0.023,3067.556,1648.993,1.003
"eta_inducing[33, 1]",-0.098,0.972,-1.861,1.783,0.015,0.024,4036.208,1522.372,1.0
"eta_inducing[34, 0]",0.271,0.921,-1.467,2.034,0.017,0.028,3061.068,1180.293,1.004
"eta_inducing[34, 1]",-0.085,1.002,-2.008,1.64,0.019,0.027,2650.123,1405.556,1.002
"eta_inducing[35, 0]",0.376,1.0,-1.348,2.302,0.046,0.035,508.153,135.2,1.009
"eta_inducing[35, 1]",-0.104,0.993,-1.857,1.757,0.023,0.025,1874.095,1301.35,1.003
"eta_inducing[36, 0]",0.397,0.928,-1.189,2.285,0.016,0.024,3503.124,1469.664,1.006
"eta_inducing[36, 1]",-0.089,0.952,-1.851,1.809,0.017,0.023,3006.082,1281.52,1.004
"eta_inducing[37, 0]",0.449,0.936,-1.198,2.193,0.036,0.028,711.865,342.426,1.006
"eta_inducing[37, 1]",-0.065,0.908,-1.8,1.613,0.016,0.024,3009.329,1610.365,1.003
"eta_inducing[38, 0]",0.392,0.967,-1.35,2.2,0.018,0.024,3055.669,1233.986,1.0
"eta_inducing[38, 1]",-0.071,0.959,-1.838,1.794,0.015,0.027,4029.073,1352.494,1.01
"eta_inducing[39, 0]",0.421,0.94,-1.237,2.146,0.017,0.021,3101.036,1620.383,1.002
"eta_inducing[39, 1]",-0.071,1.012,-1.91,1.802,0.02,0.026,2576.227,1189.586,1.009
"eta_inducing[40, 0]",0.316,1.0,-1.933,1.915,0.059,0.054,335.879,73.214,1.009
"eta_inducing[40, 1]",-0.098,1.015,-1.981,1.75,0.026,0.025,1464.46,1606.85,1.004
"eta_inducing[41, 0]",0.35,0.94,-1.469,2.024,0.016,0.024,3381.554,1686.231,1.002
"eta_inducing[41, 1]",-0.014,0.997,-1.779,1.911,0.023,0.027,1815.474,1414.017,1.003
"eta_inducing[42, 0]",0.239,1.006,-1.765,2.06,0.017,0.033,3482.428,1134.126,1.014
"eta_inducing[42, 1]",-0.055,0.931,-1.848,1.53,0.019,0.024,2348.75,1495.062,1.002
"eta_inducing[43, 0]",0.188,1.003,-1.718,1.998,0.028,0.024,1359.583,1228.519,1.006
"eta_inducing[43, 1]",-0.031,0.994,-1.885,1.85,0.015,0.036,4222.157,979.603,1.03
"eta_inducing[44, 0]",0.207,1.007,-1.561,2.055,0.041,0.034,625.656,182.922,1.006
"eta_inducing[44, 1]",-0.072,0.979,-1.906,1.685,0.03,0.024,1069.584,1500.458,1.011
"eta_inducing[45, 0]",0.096,0.969,-1.783,1.894,0.015,0.026,3972.503,1321.835,1.0
"eta_inducing[45, 1]",-0.009,1.014,-1.807,1.934,0.032,0.025,1057.182,1305.133,1.007
"eta_inducing[46, 0]",0.083,0.983,-1.789,1.889,0.018,0.026,3092.676,1239.79,1.002
"eta_inducing[46, 1]",0.002,1.009,-1.737,1.988,0.021,0.032,2360.347,1378.814,1.005
"eta_inducing[47, 0]",0.032,1.02,-1.965,1.747,0.054,0.035,388.547,79.279,1.01
"eta_inducing[47, 1]",-0.074,0.967,-1.721,1.823,0.026,0.022,1435.763,1386.685,1.002
"eta_inducing[48, 0]",0.057,0.983,-1.684,2.018,0.014,0.027,4742.188,1388.428,1.013
"eta_inducing[48, 1]",-0.007,0.971,-1.79,1.902,0.02,0.028,2413.171,1338.451,1.0
"eta_inducing[49, 0]",0.068,0.943,-1.58,1.912,0.04,0.025,634.526,293.338,1.006
"eta_inducing[49, 1]",-0.023,0.983,-2.055,1.708,0.019,0.024,2533.024,1624.058,1.002
"K_uu_weight[0, 0]",0.989,0.484,0.279,1.838,0.012,0.019,1758.588,1441.236,1.005
"K_uu_weight[0, 1]",0.983,0.482,0.334,1.885,0.012,0.019,1755.757,1440.467,1.005
"K_uu_weight[0, 2]",0.966,0.476,0.328,1.852,0.012,0.019,1746.84,1439.889,1.004
"K_uu_weight[0, 3]",0.938,0.466,0.294,1.784,0.011,0.019,1730.334,1439.483,1.004
"K_uu_weight[0, 4]",0.9,0.453,0.294,1.74,0.011,0.019,1701.367,1399.439,1.004
"K_uu_weight[0, 5]",0.853,0.438,0.256,1.641,0.011,0.018,1663.636,1441.102,1.003
"K_uu_weight[0, 6]",0.801,0.42,0.231,1.548,0.01,0.018,1620.941,1418.047,1.003
"K_uu_weight[0, 7]",0.743,0.401,0.156,1.416,0.01,0.017,1571.9,1437.669,1.002
"K_uu_weight[0, 8]",0.682,0.38,0.137,1.322,0.01,0.016,1528.557,1323.287,1.002
"K_uu_weight[0, 9]",0.62,0.359,0.121,1.24,0.009,0.016,1488.254,1246.305,1.002
"K_uu_weight[0, 10]",0.558,0.337,0.115,1.162,0.009,0.015,1454.695,1232.01,1.001
"K_uu_weight[0, 11]",0.497,0.314,0.087,1.054,0.008,0.014,1424.639,1198.298,1.002
"K_uu_weight[0, 12]",0.439,0.291,0.062,0.951,0.008,0.013,1394.133,1138.971,1.002
"K_uu_weight[0, 13]",0.385,0.268,0.032,0.845,0.007,0.012,1373.928,1154.414,1.002
"K_uu_weight[0, 14]",0.334,0.246,0.015,0.747,0.006,0.012,1359.066,1120.668,1.002
"K_uu_weight[0, 15]",0.288,0.223,0.007,0.662,0.006,0.011,1341.621,1156.926,1.001
"K_uu_weight[0, 16]",0.246,0.202,0.001,0.58,0.005,0.01,1328.225,1303.39,1.001
"K_uu_weight[0, 17]",0.208,0.181,0.001,0.504,0.005,0.009,1316.35,1310.216,1.001
"K_uu_weight[0, 18]",0.175,0.161,0.001,0.44,0.004,0.008,1307.4,1347.513,1.001
"K_uu_weight[0, 19]",0.147,0.143,0.0,0.38,0.004,0.008,1301.22,1319.389,1.001
"K_uu_weight[0, 20]",0.122,0.126,0.0,0.33,0.003,0.007,1294.197,1280.702,1.001
"K_uu_weight[0, 21]",0.101,0.11,0.0,0.281,0.003,0.006,1290.545,1307.489,1.001
"K_uu_weight[0, 22]",0.082,0.096,0.0,0.237,0.003,0.006,1285.774,1325.729,1.001
"K_uu_weight[0, 23]",0.067,0.083,0.0,0.198,0.002,0.005,1280.251,1307.489,1.001
"K_uu_weight[0, 24]",0.054,0.071,0.0,0.167,0.002,0.005,1276.984,1307.489,1.002
"K_uu_weight[0, 25]",0.044,0.061,0.0,0.14,0.002,0.004,1276.397,1325.507,1.002
"K_uu_weight[0, 26]",0.035,0.052,0.0,0.115,0.001,0.004,1274.759,1363.484,1.002
"K_uu_weight[0, 27]",0.028,0.044,0.0,0.094,0.001,0.003,1273.611,1383.144,1.002
"K_uu_weight[0, 28]",0.022,0.037,0.0,0.076,0.001,0.003,1272.089,1383.2,1.002
"K_uu_weight[0, 29]",0.018,0.031,0.0,0.061,0.001,0.002,1271.41,1383.2,1.002
"K_uu_weight[0, 30]",0.014,0.025,0.0,0.049,0.001,0.002,1271.188,1424.991,1.002
"K_uu_weight[0, 31]",0.011,0.021,0.0,0.039,0.001,0.002,1268.724,1425.638,1.002
"K_uu_weight[0, 32]",0.008,0.017,0.0,0.032,0.0,0.002,1268.634,1459.709,1.002
"K_uu_weight[0, 33]",0.006,0.014,0.0,0.025,0.0,0.001,1268.673,1469.383,1.002
"K_uu_weight[0, 34]",0.005,0.012,0.0,0.02,0.0,0.001,1268.455,1425.343,1.002
"K_uu_weight[0, 35]",0.004,0.01,0.0,0.016,0.0,0.001,1268.258,1469.414,1.002
"K_uu_weight[0, 36]",0.003,0.008,0.0,0.012,0.0,0.001,1267.087,1469.505,1.002
"K_uu_weight[0, 37]",0.002,0.006,0.0,0.009,0.0,0.001,1267.759,1469.091,1.002
"K_uu_weight[0, 38]",0.002,0.005,0.0,0.007,0.0,0.001,1266.904,1446.318,1.002
"K_uu_weight[0, 39]",0.001,0.004,0.0,0.005,0.0,0.001,1268.447,1446.318,1.002
"K_uu_weight[0, 40]",0.001,0.003,0.0,0.004,0.0,0.0,1268.584,1446.318,1.002
"K_uu_weight[0, 41]",0.001,0.003,0.0,0.003,0.0,0.0,1268.67,1446.318,1.002
"K_uu_weight[0, 42]",0.001,0.002,0.0,0.002,0.0,0.0,1268.587,1446.318,1.002
"K_uu_weight[0, 43]",0.0,0.002,0.0,0.002,0.0,0.0,1268.036,1469.039,1.002
"K_uu_weight[0, 44]",0.0,0.001,0.0,0.001,0.0,0.0,1267.646,1469.039,1.002
"K_uu_weight[0, 45]",0.0,0.001,0.0,0.001,0.0,0.0,1268.795,1469.039,1.002
"K_uu_weight[0, 46]",0.0,0.001,0.0,0.001,0.0,0.0,1269.341,1469.039,1.002
"K_uu_weight[0, 47]",0.0,0.001,0.0,0.0,0.0,0.0,1269.502,1469.039,1.002
